,fid,mean_cruise_altitude,distance,mean_cruise_tas,takeoff_mass
13795,40666c_11651,37002.67997898056,1368.3330661049265,442.0491030948911,61991.74192876027
13796,40666c_11655,35983.08555033907,1419.670317329728,436.3289524172735,64423.79202929637
13797,40666c_11659,36776.76021664205,1473.8425603905705,434.9110863231254,62692.04413135932
13798,406752_11731,36449.71239880699,1795.559812774689,449.4871260987072,63995.57130485478
13799,406752_11734,35068.38908172925,1806.5580508486823,457.355726090955,67190.05703946401
13800,406754_11772,36958.5516559565,1307.041975949467,438.3579447013115,61988.095209686144
13801,40688a_11899,35810.94325718497,1494.584944768576,452.4658121050025,64947.999804995095
13802,40688a_11900,36998.93104776579,1763.5289673540117,453.1910469499384,62678.00800797726
13803,40688a_11904,35997.28312678741,1019.7090475979156,450.600446116478,63705.33354510098
13804,406909_11967,37001.2359671848,2683.112242046565,438.9485564231492,64249.530064343024
13805,40690d_11975,37910.75908304498,1451.50305401164,443.4621867815768,60046.70395717159
13806,40690d_11978,36757.37978628673,1473.595440166977,434.1163420411213,62736.175504078026
13807,40690d_11980,38748.964624676446,1176.546211240037,437.0254966150324,57648.21893464615
13808,40697b_12018,34999.8046875,829.8474002199405,450.3625715949667,65672.95276762439
13809,40697c_12023,37832.62045231072,1465.2427224298606,450.5744893116308,60249.902249619976
13810,406a02_12032,34002.855982674606,1235.6115090579376,446.5299561980177,68660.68111978352
13811,406a02_12034,34999.91482112436,1074.2976060694773,449.534306577885,66091.86141575583
13812,406a02_12037,36884.97947665469,1372.5985758299516,448.47453594729706,62269.6464913799
13813,406a02_12038,38001.09259259259,1081.1723911567385,437.3049173705111,59204.01888761576
13814,406a91_12096,35810.931558935365,1413.6876946971777,440.8209985919439,64809.311166798696
13815,406b5a_12237,35964.529533986344,2031.2319054510288,451.9557618869443,65515.10418249102
13816,406b5c_12247,36834.934413580246,1120.2094310714551,450.32503832524185,61951.92396835913
13817,406b5c_12249,34000.23400936038,1121.5005860004403,450.0875415114498,68471.0415342772
13818,406b62_12252,37316.54711300036,2094.4496409272037,455.622083769532,62515.25065218707
13819,406b80_12287,35953.473227206945,1124.6169245024469,449.62822539240943,63985.938237852446
13820,406b82_12296,34878.43468468468,872.2355326273632,448.6372889386215,66024.66275845536
13821,406b82_12297,36003.72596153846,979.9075674351764,455.1402179608493,63622.27353443588
13822,406b90_12311,36000.08445945946,801.4462492796783,423.8615438283892,63324.635387606555
13823,406c71_12387,36999.85843714609,1731.75978277706,444.58040657825785,62621.40094318394
13824,406c72_12398,36915.76834862385,963.6943990925538,454.5449446688857,61497.710528718395
13825,406c72_12401,36846.78470754052,1628.142838113511,440.2577938857218,62795.64024766476
13826,406c72_12406,38960.80980683507,903.7047692684636,443.4224873783886,56693.347636006234
13827,406cd2_12448,36000.74198180948,1482.6377628432424,432.6746169133555,64491.17141647819
13828,406cd2_12451,37000.03844182471,1384.1760907754544,436.5355854951953,62024.98098867352
13829,406d90_12566,32981.02189781022,809.4996607772775,419.765424048759,70279.19215661893
13830,406d95_12591,37898.6671817655,2887.6586646713345,440.5015572259026,62537.097017094246
13831,406d95_12595,35945.665358544415,1608.7700885554696,442.0257158235071,64834.07184765361
13832,406d95_12598,35002.593475073314,1831.9380517151528,440.66930998930087,67384.83886022957
13833,406fd8_12742,37982.14101904272,1592.7285580363352,442.7979647049758,60124.75986306385
13834,4074b2_13187,37001.87998007968,1432.0465260224478,438.3009785751789,62102.8313768067
13835,4074b2_13195,37966.07221976075,1648.6513155023922,440.3447176223923,60257.59307653064
13836,40750d_13261,37002.65619154508,1753.6748068418333,453.3714376961291,62652.546944894464
13837,40750e_13265,38862.94398907104,2192.9732358456945,449.4520943120215,59129.063499048
13838,40750e_13266,36001.74282102221,2406.638036761228,450.10114796747735,66073.26540395469
13839,40750f_13280,38780.6142034549,1466.5796406687875,449.3613102257113,58072.781333174775
13840,407574_13466,37994.15322580645,921.1243720279546,451.09299035646114,58945.53596269134
13841,407575_13474,37838.03708729082,1403.8259631025624,441.2282031180388,60132.137454890835
13842,407575_13480,36708.61085766424,1407.8788215245495,437.0614203908613,62735.60890902759
13843,407575_13483,37001.07861936721,965.531874659129,435.5902728370471,61304.73514433163
13844,440005_14162,36975.68306010929,810.837165176221,444.7710152167298,61097.86192044585
13845,44001b_14198,34999.79508196721,914.7822681531904,460.59976055793805,65818.61373680108
13846,44001b_14205,34993.11875693674,2417.9849990778694,462.51415202383737,68411.52306606564
13847,44001c_14215,35187.53489670575,1456.7052479561814,453.0964757397875,66316.24686191294
13848,440030_14245,36981.50298085974,1943.805982508513,442.4153913259475,63027.19795259695
13849,440031_14257,36176.11593304402,1256.7009545509104,452.08315852610696,63700.57450867309
13850,440031_14259,35985.46672828096,1561.8161922976103,431.704555542642,64662.05708184153
13851,44003e_14290,36442.21218961625,1710.221894621778,445.4020616925064,63866.484092050465
13852,440040_14325,35002.35878336437,1709.854386777305,442.3145545066411,67176.04001469475
13853,440040_14335,35729.19847328244,1571.0445494520325,433.9577881417789,65267.0352147565
13854,440050_14352,37541.76470588235,1041.5979468765563,448.033525239533,60192.14313416362
13855,440050_14354,34345.0,1000.8218568209214,463.0980061858256,67471.50401970684
13856,440050_14357,37594.48751076658,1190.5710716230162,455.4378639670018,60326.38084714873
13857,440053_14385,36016.01714731099,1087.1074456644951,451.5695536518771,63777.83339272911
13858,440053_14386,35486.26700680272,1023.9176954247376,431.2123411774908,64887.36313444383
13859,440053_14388,38944.32739059968,1103.6903642968282,451.1149536536046,57074.15810375288
13860,440057_14390,37966.49945770065,1381.8671093421642,433.1186679625988,59799.15263370419
13861,440057_14406,35887.814800464934,1781.9606766027457,463.66955910708754,65264.04087819655
13862,440057_14411,38016.12033195021,1756.1598842997332,444.30430572961336,60326.880043896075
13863,44006e_14482,34919.45255474452,863.9125581160421,442.7241686339453,65916.0922169603
13864,44006e_14484,37468.34375,912.3388314078022,450.4156512108672,60139.293799710475
13865,44006e_14494,35981.08846918489,2493.3296812970325,461.16831126828953,66269.40048291803
13866,44006e_14496,35200.057339449544,876.3091386579675,454.35704502341264,65292.2455783873
13867,440080_14512,36229.34904601571,910.5230952979592,435.1953410031231,62984.59741647508
13868,440080_14516,36998.524451939295,840.2993945374577,432.9499876475808,61095.869401051896
13869,440080_14520,35316.084656084655,951.1819696509413,434.8851885464146,65153.887134986726
13870,440088_14550,33692.19968798752,874.92361463816,445.12500716132496,68756.39591341018
13871,440095_14561,37369.48388858547,1439.9967624461926,444.986427521216,61271.35177928774
13872,440096_14573,35969.591917591126,1142.405250642038,454.6898132507192,63979.38364817045
13873,440097_14582,36746.06625258799,1211.6654446563778,441.4372903841187,62313.050370512865
13874,4400c8_14612,33219.01978417266,801.2039731404884,439.2381091854131,69717.81639327705
13875,440138_14722,37721.90357439734,1124.66394238046,436.94866743388144,59920.44279771829
13876,440141_14732,37900.973574408905,1250.1175454094262,434.2818826463599,59723.88232632681
13877,440145_14750,36001.15859938208,1015.5939059023904,433.73489469446406,63689.36764766966
13878,440145_14753,36814.53051643192,959.1315816960474,433.2141206358552,61722.629790909356
13879,440148_14757,37491.1581920904,942.1958182534232,438.575781524518,60138.04013270093
13880,440148_14762,36912.02606635072,968.7267292999604,440.8310118874373,61514.94293968989
13881,44014a_14772,37994.94961062758,1495.4591574377662,442.3198197793285,59928.52417455698
13882,44014a_14775,33274.023154848044,1158.815284128126,429.33480224386176,70204.56566600337
13883,44014a_14776,36405.35143769968,1082.534380325572,440.22204296822656,62874.92234093536
13884,44014a_14780,38902.90081848821,1397.9797165896173,444.4901885919507,57674.01838548247
13885,44015a_14791,34902.90026246719,1319.3529786791637,436.62225617113216,66735.09493023298
13886,44015a_14800,37865.74698795181,1469.6569821454475,437.0103358035132,60181.31437951318
13887,440175_14831,39000.051652892565,1791.0577446175466,443.0448010063137,58124.6869446707
13888,440175_14835,37742.28592519685,1517.623056563399,435.6215812980346,60547.396230895276
13889,4401d1_14986,38998.05858310626,831.7657449742708,440.7402290891824,56484.358903884146
13890,4401d1_14987,31979.47860962567,892.2493579585606,418.93930532974656,72723.60646386945
13891,4401d1_14995,33999.74715549937,805.8016779910306,433.72425285765627,67930.8279106033
13892,4401d1_15002,36959.93265993266,807.0900576967434,433.68281613107024,61127.6464746142
13893,4401dc_15005,36006.33954154728,812.5582864087138,439.1639425537913,63329.30906396278
13894,4401dc_15012,37830.70692194404,1408.7292607542113,444.9122049112439,60157.39706338344
13895,4401dc_15013,37000.7745999319,1823.6696421778347,442.3782226841994,62776.89370031013
13896,4401dc_15017,37579.39145793192,1876.4512773287645,437.4310413479087,61537.17370116235
13897,440209_15081,37852.857142857145,1550.6379458370116,436.29608136592464,60349.80688012722
13898,440209_15085,36950.42912104173,1965.745676263487,437.1651350691972,63136.25622905411
13899,440209_15087,36922.26474561008,1507.3434863627103,437.40895879696194,62414.97740610104
13900,44020a_15098,36405.92933204259,1090.982782602342,458.971290974877,62888.08035828895
13901,44020a_15100,35758.91003460208,1464.1247417563325,441.706046269207,65015.39235744502
13902,44020a_15101,36446.20603015075,1503.8481470184636,446.304614229021,63503.43069432539
13903,44020a_15102,35001.282051282054,1289.8180782934176,458.0820010636566,66458.27385305509
13904,44022b_15128,35001.6590389016,1317.6336713509477,433.6605123797622,66505.10291543882
13905,440237_15137,36002.21007604563,1554.117935098052,455.9513295181912,64610.3642558391
13906,440237_15151,36983.54838709677,1583.5621558105393,456.11875904985374,62404.78099549886
13907,44023f_15155,36002.17780429594,1059.0004580961013,448.4946554462177,63761.45428267105
13908,44023f_15157,36620.15845070423,959.1393699547714,446.9879419148853,62169.4995449704
13909,44028c_15178,33002.00875099443,987.4953065765884,448.1798424454767,70536.15529138668
13910,44028c_15185,33052.76261937244,936.3625421747926,445.6231843925859,70331.79545402736
13911,44029f_15201,36001.53129161119,1436.0739286998496,439.5416616676581,64409.513221409085
13912,4402ac_15221,38723.31838565022,1140.5185046219246,428.4610270793875,57645.40181945721
13913,4402db_15233,38988.77688172043,1122.289982459176,436.7109606290471,57003.86286162755
13914,4402e8_15239,35460.59633027523,1137.958453324714,433.6950087749161,65141.92648402088
13915,4402e8_15241,36855.442880794704,1050.6800952631916,440.9617693345545,61785.55270103821
13916,4402f2_15262,35982.86841363765,2144.2004380292697,444.6598710220874,65666.65213166113
13917,440380_15298,36447.234167318216,2943.484620917404,445.4698950769112,65969.62980196091
13918,440380_15308,30025.0,922.5586624452008,467.0396132562221,77268.87446068155
13919,440395_15310,36948.28528827038,1009.5539684065028,438.9717917470876,61501.59089782722
13920,440395_15311,37728.20945945946,938.632967697601,437.9692623483594,59586.95607744255
13921,440395_15312,35970.77368111395,3007.726103538095,461.731679173248,67175.15593140955
13922,440452_15373,37995.92081583684,1224.4523078731654,440.8931998490693,59461.59254515906
13923,440452_15375,33000.3223915592,891.0053610755991,423.4414932328653,70374.5796653841
13924,440452_15383,35001.07402511567,1026.600305664198,452.0994083806115,66007.40927456597
13925,440469_15394,35749.92469879518,926.9140076730736,429.7002988241444,64114.887411833435
13926,440469_15395,33791.0478128179,887.9801856179201,443.389414823305,68551.53487331918
13927,440469_15396,36632.75408878505,1304.578853639132,432.7710664004088,62732.87192310952
13928,440486_15427,36972.09534368071,1613.5153676024504,453.733119430388,62482.47239788607
13929,440605_15595,33886.31099063578,1522.0360187492297,464.1448859889312,69419.7507799185
13930,440605_15600,36710.456885456886,846.5597532915225,436.69741000208455,61768.86407220618
13931,440606_15608,36001.58150851582,1021.7125244614556,437.4717599135004,63698.88706260521
13932,440606_15616,33963.139145012574,1094.5741170312908,462.8871569637195,68510.15052206343
13933,440606_15620,36547.87756925826,997.8914033006864,443.3498431389419,62402.12003860777
13934,440607_15633,33003.41470951792,2140.0923367375235,467.0678496443856,72509.2956530237
13935,440609_15640,37968.469282395454,1485.1011805102712,441.66675352366224,59971.64081744198
13936,440609_15641,35003.613666228644,1284.4376244457,458.06345140461866,66443.6875981425
13937,440630_15737,36978.61300682457,1209.7698078204792,440.8855296574559,61775.1808678784
13938,44065b_15761,34739.82517482517,821.3821319898072,454.2892150643817,66256.12350487118
13939,44065b_15762,35351.740506329115,867.8421532150018,453.8371692615568,64929.01141731297
13940,44065c_15771,36000.79957356077,1387.1732662890995,439.3172630660095,64327.344841583195
13941,44065c_15772,35000.888958203366,1312.7538882154745,442.1107779780336,66498.50588571788
13942,440665_15788,33891.22023809524,844.5249887550943,440.1490088065652,68246.72786133883
13943,440667_15794,34956.576354679804,1142.6151329183672,460.0500348403313,66308.6403623546
13944,440667_15796,37932.97997644288,924.6949003299486,451.2020384283449,59092.294125550965
13945,440667_15799,37917.46511627907,1209.621511138974,455.1278423427384,59616.52963477133
13946,440667_15800,37833.24439701174,1111.3241242498534,453.0932098232289,59641.5991450709
13947,440668_15808,34435.64095449501,2209.853835174132,446.3178305120318,69336.26512721043
13948,440669_15818,36314.41344778255,837.1892743014488,431.6080531337869,62663.29011089199
13949,44083b_16213,38798.55898123325,952.9634433259364,437.6855162988799,57150.822595266916
13950,4408a2_16250,36993.07417974323,2079.469724738686,444.59446233709247,63233.220387905516
13951,4408b1_16266,36851.13636363636,1536.077818951003,440.9510093219157,62627.77085549243
13952,4408b1_16272,36999.0995047276,1624.1240182097354,457.3436130787637,62438.581310091686
13953,4408de_16276,36090.05829015544,974.2366134721512,453.5293790391465,63414.07366663132
13954,4408de_16281,35499.511494252874,1058.848847123897,460.6281966984391,64916.81128227091
13955,4408df_16302,33473.64341085271,1109.8261269301206,460.8537255380361,69661.64148757314
13956,4408df_16304,36000.621727748694,835.4628826941394,452.9114385170056,63381.72897072979
13957,4408ec_16310,37932.45416810792,1768.675110731914,450.52066958399774,60540.68642727469
13958,4408ec_16311,35985.866885784715,1191.6328171883297,458.4044974239883,64026.37904075686
13959,4408ec_16322,36287.19107896323,1446.8323595585173,445.70373765430105,63771.236305390616
13960,440958_16370,37482.19059405941,1489.0483121285076,445.64371837787394,61096.35126004768
13961,440958_16371,37919.30071721312,1632.818841886988,444.121781940795,60337.97142099618
13962,440958_16380,36958.34147532975,1483.907115072442,455.4498117236617,62291.85128811585
13963,4409c0_16429,35678.17695961995,1007.3110529539744,449.7921947904069,64417.69145079897
13964,4409c0_16431,36001.31307929969,1474.4292899007958,454.6243036907133,64475.78330618383
13965,4409c0_16435,36747.56743737958,1125.422394941508,453.9411297502324,62161.717143078946
13966,4409c0_16442,37000.894454382826,852.365583468959,435.80577478398527,61111.11087207381
13967,440a8f_16454,35031.211453744494,917.0857009649828,452.591234924899,65750.33802816342
13968,440bd0_16455,35845.99014336918,971.8595819770084,435.8356984007888,63971.10415744153
13969,440ca9_16512,37914.75722858702,1657.879456683521,435.53125361017663,60391.38853633507
13970,440ca9_16514,37581.75630810093,1898.340744556033,445.1096478766845,61569.2711159762
13971,440ca9_16523,37993.52438252058,1422.103516898833,437.7684382218848,59806.01689800808
13972,440cb1_16543,37082.00301204819,1369.241237231768,442.5019671490184,61810.93756039027
13973,440cb1_16553,37991.35469543147,1305.3708866921493,438.7123880250463,59610.842043834564
13974,44cdc3_16705,34944.6671709531,911.5909761863104,437.4796739079925,65939.87924341152
13975,44cdc5_16732,36587.91079812207,948.4728778241252,437.9031072630216,62225.346103882286
13976,44cdc6_16738,37773.26273990735,1181.4752455308762,417.49685153620095,59899.78444804468
13977,44cdc6_16745,37286.40840446487,1353.6276383953375,439.5840286561023,61314.2419656401
13978,44cdc8_16753,36966.05445116681,1113.7188991329865,455.1728856222095,61639.35296439963
13979,44cdc8_16754,37510.41420118344,978.6365014282324,430.802412375542,60156.25635888909
13980,44cdcb_16790,36980.66764490096,1189.5787324759906,442.3075758543549,61735.83541673519
13981,44cdcb_16792,31999.041297935102,1007.4851732725622,418.1613785606388,72876.2286465111
13982,44cdcb_16793,33979.54144620811,1184.9459367443078,432.1014761035635,68627.40374773226
13983,44cdcd_16819,35894.30402491615,2440.8711533001547,442.5617489376996,66378.96439919015
13984,44cdcd_16821,36925.71393998064,1410.8833268558224,444.4271774440586,62241.64634788687
13985,44d068_17107,36927.90358744394,1465.4418822748487,433.36810331012106,62330.16464564638
13986,44d071_17123,37487.4549819928,1035.7645633657005,454.1535937881862,60306.99722193503
13987,44d071_17124,36767.26190476191,1275.0399284022867,433.754614106832,62372.99113354615
13988,452037_17356,36975.853507138425,2050.72706741689,451.4927851504313,63223.52487702586
13989,45ac2d_17428,39000.62623599209,1108.771260712016,438.9796351304475,56953.44077751902
13990,45ac2e_17437,38824.366587490105,1116.4226188976352,446.4803112428953,57371.77707389492
13991,45ac2e_17438,38891.468253968254,1057.4348770826368,443.448339086397,57116.36503895676
13992,45ac37_17482,37891.48290188559,1849.9795384535591,435.89709272511016,60774.29204347619
13993,45ac37_17487,35002.731092436974,1969.846466707929,455.88630977698085,67620.99577515025
13994,45ac37_17488,37997.40464582736,2075.7408509576685,449.6910856233679,60917.89642982838
13995,45ac39_17492,37817.36825192802,1100.565499024082,452.1970914281979,59659.65004589308
13996,45ac39_17493,36707.91415157612,1280.4053496078695,442.0421754096578,62518.63025289778
13997,45ac39_17494,36002.94,1085.644362355178,452.59061301223375,63805.38865201776
13998,45ac39_17497,38928.550863723605,985.3842260748298,436.8321287411836,56907.56691166773
13999,461f62_18295,36737.5935828877,938.132638482601,447.0004481493726,61863.498678019096
14000,461f64_18307,37985.43763568186,2921.649328123708,455.758403891136,62395.8981846721
14001,461f64_18312,38567.58275596613,2936.532074843129,459.7980832245662,61083.081100262294
14002,461f67_18334,38980.74119076549,1304.9881999978954,463.8476627825022,57335.61164074212
14003,461f6a_18340,35948.32214765101,912.4754741600304,457.9927103972134,63634.01882469973
14004,461f6a_18341,38995.04527162978,940.6162221454076,447.17146359937385,56677.9337120284
14005,461f6a_18347,38995.06004366812,912.9198953211438,455.658646484456,56630.408511538044
14006,461f6a_18349,36983.79059350504,931.7943140866475,460.8463997349954,61286.6296534384
14007,461f6c_18354,37000.48189252336,1303.49979267693,458.1883726362458,61885.62484383254
14008,461f6c_18366,36661.66599678456,1670.786280265849,453.44127602506353,63294.34466768609
14009,461f6d_18380,38737.694483734085,2374.9600267679803,444.7658656317649,59729.06394232639
14010,461f6e_18391,38922.91261085875,1652.233586369258,455.3070890801684,58063.98409586788
14011,461f6e_18395,37980.46308503626,1871.4113460969943,441.2185765974058,60606.478272142995
14012,4690e3_18580,34542.41211117247,3129.0563680535383,458.5236024617004,70666.96911769293
14013,4690fa_18647,37716.86535764376,1193.2392384091738,448.54199381208775,60049.61245155701
14014,4691c1_18653,36222.41168478261,2239.938695836599,452.86415477629504,65280.11188302294
14015,4691c4_18678,34734.18641037103,1523.54850128545,461.2699386691476,67473.10038473168
14016,4691c4_18685,36889.79690522244,1878.883005655576,451.3271227496986,63126.703626073184
14017,4692ca_18751,35039.942748091606,1715.670354183802,452.8274797802297,67099.60815512242
14018,4692ca_18756,34001.502808988764,1361.975450189449,456.3326859364103,68880.4698706049
14019,4692d3_18817,36834.440800828444,1856.8157127356449,445.8947691924868,63216.126827173095
14020,4692d3_18818,35002.541729893775,1453.1750584384024,462.8546655298989,66735.48815265553
14021,4692d3_18819,35993.76558603491,1512.87774109229,463.5017671551459,64559.062842676896
14022,4692d9_18868,35928.984541577825,1438.006877748676,453.0869622966624,64579.61079318584
14023,471ea5_18949,36588.81076388889,1895.999243140779,456.3461312257732,63848.012481644444
14024,471ea5_18953,35940.27641478574,1882.394142160424,451.1045071692335,65315.64749748292
14025,471ee0_18965,36906.58307210032,2733.05923708398,451.14459505502737,64552.77938579614
14026,471ee1_18976,37859.29878048781,1337.4869130162022,448.157177851197,59969.50496338596
14027,471f5f_19214,37289.4801980198,970.6423830511136,448.1785892552603,60650.470356666236
14028,471f5f_19216,36995.108695652176,1140.7482181411326,444.9500904267663,61618.905513937745
14029,471f7d_19476,37731.96388577828,2334.249100910502,449.4627239163328,61971.40528432996
14030,471f7d_19484,35908.99244332494,1482.347341367317,453.0389787299415,64701.60326553964
14031,471f80_19503,36871.99596774193,1239.2970927459978,445.4255787841456,62070.9215161153
14032,471f81_19510,37912.64231499051,919.996013236893,442.1259096112174,59130.992647395615
14033,471f85_19557,38581.700367647056,1757.590699695655,448.0923355748372,59029.07946873683
14034,471f85_19558,37132.08430913349,1832.5595132455044,438.7516235947672,62490.25961664668
14035,471f93_19669,35570.6599713056,842.6010602043114,453.8298687523565,64382.43995623867
14036,471f93_19670,35561.68136020151,839.5062524650384,430.4611866993119,64397.77484738633
14037,47340e_19687,35293.12101910828,949.5800111729914,440.277237393375,65203.93304973302
14038,47340e_19689,36824.37608821823,1275.3029851633348,447.4480695141433,62242.13815574098
14039,47340e_19692,35947.36842105263,1146.5818871731155,447.1931591147089,64037.63662855346
14040,47340f_19698,35737.63977635783,1681.1507248676785,445.357211707365,65436.429319078234
14041,47340f_19701,35265.11343804537,1824.592017183193,451.86759026586,66768.7158531231
14042,4951cb_24126,37777.41354466859,1849.0289263061625,462.3283764769156,61034.90454673808
14043,4951cc_24133,34361.563548266866,1770.5246786546288,426.88031300070736,68753.24395602735
14044,4951cd_24147,35876.3622754491,1404.3631624585407,453.0473358601071,64642.89873311363
14045,4951cd_24159,37409.976988823146,1579.22774695306,438.9302370901475,61417.00029953968
14046,4951ce_24167,36954.30931528663,1699.3491089757497,444.3348934612851,62670.54221739486
14047,4951ce_24180,37965.983606557376,1390.8752640621483,438.6955343598981,59815.78495846414
14048,4951d1_24181,35960.39267015707,966.8752380785004,437.7286996729058,63699.54896209364
14049,4951d1_24187,36820.554739162384,1182.4349968732613,436.7256448980892,62091.68143176359
14050,4951d1_24196,36940.88524590164,2002.2956837152728,445.8743974479554,63220.870110974734
14051,4951d2_24216,37854.36274509804,1129.679582218821,437.9125791160236,59624.52293850022
14052,4951d2_24218,38745.43232115285,1378.4635386877055,444.10390439782185,58002.569790916445
14053,4951d4_24224,37903.04195804196,908.18592231739,436.2142721616422,59132.81271062649
14054,4951d4_24226,38642.2964264792,1295.676781168849,443.5201062289634,58097.721076146205
14055,4951d4_24231,35974.71751412429,1640.0015890460363,442.3499262039503,64820.834732972246
14056,4951d6_24246,38575.23777173913,1205.7925757798755,444.8592289181892,58097.76162791137
14057,4951d6_24255,35905.23901496861,1554.8667690609925,434.8592563608021,64834.58227594115
14058,4951d6_24256,38999.47451770803,2122.415469907655,438.5642050576704,58694.197022839726
14059,4951d7_24263,36976.24259729272,1718.2569967744146,453.5930827198951,62652.53975699769
14060,4951d8_24281,36307.279286927,2639.237167335677,440.31984127724417,65769.68555114612
14061,4951d9_24307,35409.2127780947,1339.639117039084,436.7331268130782,65605.8803247589
14062,4951d9_24308,35938.82252559727,1628.4693585786254,434.69626156772506,64883.58193136449
14063,4b15ee_26134,37240.443252399775,2241.3005057072783,455.10389003361024,62942.0185028187
14064,4b1615_26182,36001.30657327586,1632.5021489285905,440.0451004064466,64746.84778288263
14065,4b1615_26184,36995.92920353983,1303.448686101659,437.0946932949848,61896.003726081675
14066,4b1616_26195,33283.32405345212,935.775437509555,405.51865329157897,69800.7339081421
14067,4b1619_26203,39001.19477006312,1407.0547578588498,448.31725173924815,57463.60419643644
14068,4b18b8_26724,34856.02710413695,1227.65487084285,465.3072765056039,66685.61922154922
14069,4b18b8_26728,37000.0,1031.3340805043315,437.0760574230157,61420.04673260523
14070,4b18bb_26747,37725.33518639634,2157.3571821481573,452.28198131130495,61683.325696448606
14071,4b18bb_26748,38658.6342509832,1945.057442096602,453.34553878888846,59173.662022972174
14072,4b18f4_26782,36974.3463549677,1995.0267124291624,452.7987216116729,63131.47968199245
14073,4b18f4_26783,37522.963850174216,1719.9577388522805,435.029557783297,61398.55788705904
14074,4b1a1a_26970,35666.360691144706,952.1660284124354,428.6069123080472,64350.29888213822
14075,4b1a1a_26984,36980.14642549527,974.671580476913,437.2355009661037,61368.529690294774
14076,4b1a1d_27011,33697.19460227273,1187.7432698858631,429.0396820962148,69281.30853073817
14077,4b1a23_27059,36749.10772225828,1206.5964098097204,433.7667300900482,62297.3661718544
14078,4b1a24_27068,36309.331896551725,1040.6736102897898,432.70127949247967,63023.88961720414
14079,4b1a25_27076,38776.55135520685,1049.8432930421147,443.4119965076248,57367.5386604847
14080,4b1a26_27093,38636.999517607335,1465.3825086012328,430.8093854189602,58400.895079220645
14081,4b1a27_27101,37180.73038073038,1206.875264493014,452.1960367193368,61305.55489352089
14082,4b1a27_27103,34523.32436905254,1586.7860410513929,462.7979845392292,68066.30102038846
14083,4b1a28_27126,37985.31678082192,827.9276667117285,452.994937362687,58806.0451605517
14084,4b1a28_27128,35001.031991744065,908.9329470735316,418.747575702246,65805.74020848844
14085,4b1a29_27131,37558.69164619165,1231.2425997489609,435.1015115051937,60478.414603560916
14086,4b1a29_27141,35239.233102253034,1141.4022595369315,452.0394687556928,65656.74001190382
14087,4b1a34_27160,38610.10338345865,1496.458410571103,445.00762094348266,58516.014842529956
14088,4b1a34_27176,37961.568488289566,1240.5425918875248,434.3922804687076,59568.15787848136
14089,4b1a37_27189,34755.18398806564,1380.2413470721085,439.4368955750872,67179.09691179702
14090,4b1a5f_27214,35428.73295046662,1187.034968377302,445.3149815226962,65299.331695498506
14091,4b1a5f_27217,34989.864428663655,1235.440221736691,440.8600505264533,66391.28028037498
14092,4b1a66_27241,34936.79149797571,942.8218249796614,440.0796458540272,66011.53714304556
14093,4b1a66_27246,36893.63063063063,1753.0610127062605,438.641298658107,62902.14143575638
14094,4b1a66_27248,37526.11111111111,1385.3475407409032,434.01379648700055,60817.562099575895
14095,4b1a67_27255,36545.40311173975,1201.6098048030765,440.4317244850091,62757.12725834803
14096,4b1a67_27259,37121.038732394365,1265.4449730973258,449.2243315828272,61543.214679785466
14097,4b1a67_27261,36972.354420584255,2912.845490417197,445.682123405713,64709.8544904758
14098,4baa0b_27785,33933.25310052219,860.9758003088435,450.0132237145298,68178.30380095013
14099,4ca13d_28850,37379.085480829664,1266.0606803374178,432.2209826777826,60951.02757705284
14100,4ca15c_28865,37001.61102484472,1106.2288811253902,439.80944140166906,61544.76608436549
14101,4ca214_28893,36588.27593111734,1689.6295596228056,451.0093899979303,63495.37735656687
14102,4ca216_28918,37340.12373968836,1472.6305683897708,457.17199854503417,61394.80760691546
14103,4ca216_28924,36998.26454033771,1480.6405304494867,451.3364629240687,62194.467930724626
14104,4ca217_28929,36001.10715391762,1358.9084791925527,442.45333981132114,64278.17173629148
14105,4ca217_28930,37000.137741046834,1345.1354023827394,441.68459861580334,61957.80914288944
14106,4ca281_29290,36989.8043108338,1310.2590934292143,441.6778471858924,61921.762588599115
14107,4ca281_29291,35864.78335795175,1362.9476231121334,441.498465248641,64598.502621580454
14108,4ca292_29309,36947.682119205296,905.301283276704,441.8373655387556,61324.21417763784
14109,4ca292_29310,36002.43704305443,1039.8441777941237,445.0869653697066,63728.01078463727
14110,4ca294_29331,35991.88829787234,1584.8627759681508,453.4920911473584,64686.81232475235
14111,4ca2c9_29509,36986.59530125048,1715.0836728725558,447.36735537834375,62623.297817421
14112,4ca2c9_29510,35989.51317715959,1776.8808452069682,455.2154602596893,65021.52846482929
14113,4ca5c8_30038,36765.12527634488,1836.277679379964,445.6753509715216,63340.264618037516
14114,4ca5c8_30039,35882.42300987798,1729.1866074529578,442.44275953415166,65185.944106491734
14115,4ca63a_30258,36114.16975881262,1572.759949133662,456.4203206794714,64384.93750941857
14116,4ca63a_30260,35984.445350734095,1500.762526702073,456.0669914876372,64559.715714363265
14117,4ca63a_30265,34766.45038167939,870.4220891156145,451.28845776567886,66279.00226770953
14118,4ca63a_30266,35999.57837301587,857.8153384335607,441.9037145789122,63422.45565352218
14119,4ca63b_30281,35997.5873761085,1325.5590400601657,444.86428945619065,64229.07891257174
14120,4ca640_30292,37868.45493562232,1616.1629196255196,440.489991178473,60426.30445085165
