,fid,mean_cruise_altitude,distance,mean_cruise_tas,takeoff_mass
3447,3c4903_5660,36763.58896515312,2435.638756278115,448.0804030818287,64371.52853505494
3448,3c490e_5668,33976.9647696477,1210.3814192922327,453.6394001415517,68676.9420029686
3449,3c490e_5671,37932.51126126127,1608.0041098169515,444.06692617617006,60265.050585489385
3450,3c490e_5685,37002.26537216829,1680.9162731644933,450.3616634475399,62528.68545582125
3451,3c49d4_5778,34900.07284382285,1344.6611089624073,438.2596888949766,66784.99126256644
3452,3c49d4_5780,36005.99929627023,1923.94837001094,455.2328879476114,65235.805833861305
3453,3c49d4_5783,35711.2960924601,1316.3336853317346,432.1855845329336,64871.43640731966
3454,3c49d5_5795,35001.18845500849,1666.6808249568671,461.6742255257081,67104.70032013835
3455,3c49d5_5796,35637.241653418125,1452.1581904133943,451.2552895716538,65274.585652635215
3456,3c4b45_6031,36950.51746442432,1293.1908072961494,449.2113115145344,61982.81483708722
3457,3c4b45_6032,35974.51799485861,1338.8527868847832,443.4470355313298,64304.90978392497
3458,3c4b45_6038,36806.44399460189,1553.799850823431,459.1100919627572,62760.90565786473
3459,3c4b49_6048,34000.45126353791,807.4555881838114,455.8331644906264,67932.04516487085
3460,3c4b4b_6059,34008.70786516854,857.8909393049857,469.6990721503065,67999.54558016206
3461,3c4b4b_6061,35440.9121171771,923.093783555158,461.2561993710102,64818.748833950594
3462,3c4b4b_6062,36499.29820992677,1602.0332889515337,453.4632885355842,63549.73243098773
3463,3c4b4c_6075,38000.78703703704,1537.9415563065968,442.5176517523491,59987.94918444975
3464,3c4b4e_6084,37810.80691642651,969.7593346312595,452.9661091215724,59450.43941283172
3465,3c4b4e_6088,35651.043219076004,1139.903719205532,438.9680923858934,64707.42953765197
3466,3c4b4e_6089,37925.87516512549,1287.1406055422574,450.90063044440967,59730.11811409287
3467,3c56a5_6716,34449.88277268094,2857.177960729811,463.6557386564445,70413.49837179517
3468,3c56a5_6723,36450.767861117296,2715.3349745328887,457.3171261776652,65570.29486226816
3469,3c56a5_6726,37990.87381071608,2427.569152620071,451.70540434379615,61536.195066371205
3470,3c56e6_6734,37965.94468918257,1564.7670637188116,451.6126301770472,60114.04888448557
3471,3c56e6_6735,36953.592677345536,1476.2274346585673,447.2739873073314,62289.600208424876
3472,3c56e9_6755,34992.74193548387,858.161467599817,440.0279557668388,65737.7403410198
3473,3c56ea_6756,38546.20622568094,2395.4523785305,467.5017894541364,60204.42903510675
3474,3c56ea_6757,37999.25243393602,1871.4635374312409,440.04147891995393,60563.37153352928
3475,3c56ea_6758,37941.91525871172,2348.7655269420543,465.31237183751927,61513.62395505354
3476,3c56eb_6768,37235.421166306696,813.5845696331666,467.31742011554337,60505.44167757839
3477,3c56ec_6773,35803.21645499724,1406.404652315081,443.43038638459575,64814.55966872291
3478,3c56ec_6777,36954.34204160619,1511.826041670382,449.3881061191865,62348.91881836801
3479,3c56ed_6781,36994.31179775281,1144.6377610362656,438.1193603941495,61627.40700991497
3480,3c56ed_6784,37001.62964751328,1501.6692392600037,445.0956686700062,62222.78982702298
3481,3c56ed_6787,38000.74331020813,1417.6701110004349,439.27863911866,59781.81875134354
3482,3c56ee_6788,33000.612648221344,1672.8414440949978,457.21761937670846,71714.53653775356
3483,3c56ee_6789,31999.06041447137,1696.7682249173245,429.020957414369,74058.10701611117
3484,3c56ef_6793,37530.07075471698,1510.1643905761005,457.5569284471837,61022.484002650046
3485,3c56ef_6797,37824.73733003708,1496.9476325867645,450.9355965220329,60322.39015397779
3486,3c56f0_6803,37656.68539325843,950.7790133444682,463.1129112139195,59772.215050479805
3487,3c56f1_6814,37444.13596966414,1398.073076295205,439.9663326616263,61027.8414854873
3488,3c56f1_6816,36996.90639269407,1540.963583297787,445.0200573548977,62301.026974787266
3489,3c56f1_6818,38865.25659521847,2250.052071645219,461.36969162327415,59221.62067440979
3490,3c56f2_6824,35752.96745373325,1248.6515030895162,424.37237347310526,64659.57952618794
3491,3c56f2_6829,36940.99203715992,1395.9536044987287,442.1368435478346,62180.92221118309
3492,3c56f2_6830,37677.46503496503,1232.6190284230524,447.38105472065166,60207.71780521877
3493,3c56f2_6831,36934.94479759117,1402.136773872079,460.3604226848293,62205.42701831827
3494,3c56f2_6832,38927.853177051205,1318.6889294851644,457.2518626272614,57480.69264248955
3495,3c56f3_6836,35206.74904942966,1587.1914591793734,455.9517950010442,66495.82036461192
3496,3c56f3_6839,37912.4566122874,1925.6987542292277,441.4382459607942,60855.91071223332
3497,3c56f4_6845,37772.71978021978,1098.7028960882749,465.4848133813257,59759.101909808014
3498,3c56f5_6850,36988.8198757764,1326.2820309802564,448.0665433165716,61951.50051212085
3499,3c56f5_6852,36456.24598587026,1200.7685595527994,448.15535256925534,62960.654712769436
3500,3c56f5_6856,37428.59417652412,1176.2519668833163,446.82324117300095,60683.212223510665
3501,3c56f5_6858,35361.12765957447,1232.603901415264,466.4773634815416,65532.89214987855
3502,3c56f5_6860,32936.77671885637,1280.111488080049,479.47702144651936,71187.87470884212
3503,3c56f6_6862,37995.85062240664,1767.0129198695138,453.3456565205979,60392.08942343561
3504,3c56f7_6868,37909.45175438596,1036.86590507796,459.7029982574242,59338.72593794204
3505,3c6461_7179,36946.029776674935,1446.0559959183895,456.0279199529202,62255.25177782522
3506,3c6461_7181,35912.73750879662,1232.497141100956,457.5501533030149,64264.57217510954
3507,3c6465_7197,36971.70285484519,1715.834855071491,450.5689361678168,62658.82323173745
3508,3c6465_7198,36966.38822593477,1174.1379033813146,452.93673423059545,61742.18685125631
3509,3c6468_7227,36933.79566982409,1454.4189234939695,460.2613355756037,62297.71769314386
3510,3c6468_7228,33913.36714659686,1296.5415313822318,454.3446015155449,68970.89113690608
3511,3c6468_7234,35840.99073001159,1446.2467561197438,454.7023499227423,64796.035334717555
3512,3c6468_7235,36941.938261791205,1638.186194060116,458.4197077204044,62594.106132968576
3513,3c6637_8104,35855.49191374663,848.2377729308869,448.1714136999025,63737.28395996295
3514,3c66a1_8437,35000.54151624549,855.2432507689126,465.9867779187827,65714.80540156501
3515,3c66a4_8485,37516.28009395185,1379.4943959229192,442.6654847892295,60830.126895124864
3516,3c66a4_8486,36836.95436507936,872.5006092275264,467.29762767290765,61522.530719269664
3517,3c66a6_8514,35322.173566878984,856.2141494550193,468.55273221257335,64977.04636932815
3518,3c66a6_8520,37767.30103806229,819.4023962898349,448.2360335570581,59292.63937933209
3519,3c66a7_8523,38545.25089605735,1187.727970361359,460.2592097921825,58135.72508074521
3520,3c66a8_8538,36001.21922348485,1128.553214869172,468.8774564958971,63882.92102222756
3521,3c66a8_8546,36534.52181208054,897.9484871200765,436.74363541252495,62261.45120679999
3522,3c66a8_8547,36039.34729064039,1136.0977118468218,411.7672822024912,63808.202216508085
3523,3c66a9_8551,35487.978011472274,1075.8024854878952,463.7517838275982,64972.39708063903
3524,3c66aa_8567,36967.27980665951,1339.9291809324966,437.6156642384284,62024.42151884797
3525,3c66ac_8590,34905.33519553073,989.560871855942,468.97059771535567,66163.9984080121
3526,3c66ac_8595,35999.37981180496,1091.8607355368265,443.7572134208515,63824.232726748945
3527,3c66ac_8598,37351.76056338028,1083.312966827723,459.44888068075534,60700.48705938256
3528,3c66ad_8610,36979.624957954926,1332.822298891733,452.252988361286,61983.85407227247
3529,3c66ae_8618,37923.44296155068,1990.383119266188,439.37349890026144,60941.56847102783
3530,3c66ae_8622,35854.01234567901,1190.73447944229,464.3709747922723,64327.96885940981
3531,3c66ae_8625,34911.58833063209,1086.2354497379793,469.8437770954776,66315.3917252217
3532,3c66af_8629,35558.59980620155,1087.4515477792152,460.592846204586,64830.01417746142
3533,3c66af_8631,34732.419233658904,1182.1473949147978,458.5907478664196,66891.75830769532
3534,3c66b1_8656,34000.739848589124,1127.703723315747,439.8536349457086,68480.5152204233
3535,3c66b1_8659,35518.448098663925,1596.7589540712663,453.027454395121,65795.63773975224
3536,3c66b1_8665,36833.31344470962,1175.8110051334424,464.6449350382195,62050.991252630614
3537,3c66b4_8682,37932.40942522474,2300.5083118094267,450.34927428083057,61452.73036897047
3538,3c66b4_8686,37158.55178617322,2207.6227603941315,445.7559729005496,63072.53723220715
3539,3c66b5_8687,38629.97637330183,1480.0143123534465,462.8338986285279,58442.13044597472
3540,3c66b5_8688,37588.68333333333,1334.1308042254964,460.378682192203,60585.888181467104
3541,3c66ba_8714,35706.102635228846,1974.610691103298,463.9951385990497,66012.13189363544
3542,3c66e1_8721,34841.47559171598,1229.1666498024497,455.7802293928759,66721.66504220202
3543,3c66e1_8722,36732.81036834925,1230.3054567612196,453.4568490030288,62375.48757197014
3544,3c66e2_8728,35660.25442134657,2069.2207350689755,453.07024219090727,66279.76479508664
3545,3c66e3_8744,37765.40675364543,1398.897504685365,458.60711735908046,60290.66184156979
3546,3c66e4_8762,34362.163892445584,929.7630754846303,472.1652897340615,67310.19928461066
3547,3c66e4_8764,34003.11634349031,803.4684721957072,462.8953306540006,67919.08145640546
3548,3c66e5_8778,35788.76291618829,1318.0908528011294,460.3119358453162,64696.35520137304
3549,3c66e5_8781,36110.33018867925,815.2291671988816,462.4439786702248,63094.817023255324
3550,3c66e5_8784,36879.05045440301,2015.394853425693,460.51015825647465,63385.488023522965
3551,3c66e5_8787,37856.503198294246,837.4663307218738,444.3518665008882,59118.54035382133
3552,3c66e6_8793,35083.59671302149,992.3262055839322,431.91731332732667,65758.92149875636
3553,3c66e6_8796,37779.64547677262,1579.089680496516,456.56211474913727,60566.90517209428
3554,3c66e7_8810,34999.83991462113,1082.217975290606,468.58857345401225,66105.61478060864
3555,3c66e7_8814,36921.380793119926,1544.7617195952494,462.3794991614856,62481.17110537669
3556,3c66e7_8816,33934.99589490969,1741.1769407664829,458.875244482969,69683.5891274656
3557,3c66e8_8823,36964.38465031789,1533.7654505988655,459.0233870131873,62363.450898654075
3558,3c66e8_8828,36953.391959799,1457.4965389104848,450.32840759695415,62257.943550397365
3559,3c66e8_8829,36793.91286074531,1471.60970182702,466.8995542533879,62648.78193134187
3560,3c66e9_8839,37814.7042564953,1486.2704591211452,443.69057902522405,60327.147649377905
3561,3c66e9_8846,35523.86877828054,825.7086184764555,435.08450360426696,64461.046027953314
3562,3c66ea_8849,35781.70566293659,1950.2951253854355,454.6659822607997,65796.62826346794
3563,3c66ea_8864,37067.46715927751,1187.6489240603953,450.81673330958,61532.9764901623
3564,3c6741_8971,36595.70496083551,1496.424831323313,450.1755739798579,63147.00762994759
3565,3c6742_8979,35001.341375585165,1738.7980702225514,440.1742364784831,67228.00910715303
3566,3c6742_8985,35200.204663855126,1650.391325413779,453.3237782628916,66619.23534490593
3567,3c6744_8999,33867.8716490658,1182.7416759199832,460.1405497529869,68880.3500767035
3568,3c6745_9016,35400.21997929607,1479.2196971902367,457.28472461687056,65865.89511515052
3569,3c6747_9031,35016.96252465483,803.0788330166578,464.81986659883165,65587.60694071505
3570,3c6750_9080,36990.46370967742,1081.6069171313618,442.896624044472,61528.1738850087
3571,3c6750_9083,34377.13963963964,883.8121208014559,459.4770357181429,67196.9777455417
3572,3c6751_9091,36553.58819584172,1409.2960571137487,465.0951299520861,63094.43218867869
3573,3c6753_9118,36992.36781609195,1580.9858255312713,452.699688710164,62380.087688253014
3574,3c6755_9121,36992.34112709832,1315.8944979091332,466.5489534818001,61925.593611938704
3575,3c6755_9122,37969.68605990784,1450.413287768513,462.3711573270488,59909.363711147
3576,3c6755_9123,36895.67084493965,1599.1987257405638,457.41019632073983,62633.62143668489
3577,3c6755_9124,36440.011061946905,1427.0589077638729,462.8507127917428,63386.00129315845
3578,3c6755_9126,37856.38652912621,1416.3994503382385,446.29211452908544,60111.51247491522
3579,3c6757_9147,35157.846715328466,841.5398302019937,475.8992454581431,65329.667351319804
3580,3c6757_9154,35799.22419252692,1187.837837855075,438.0337898266576,64448.958512111756
3581,3c675a_9183,36002.59369907659,1479.4080999514215,458.47544409342805,64481.37642233947
3582,4008e5_9832,35910.88828223436,1590.976264836215,448.2405190364045,64883.51216179582
3583,4008e5_9838,35000.81086005831,1761.417047839648,459.386016727074,67268.01379416526
3584,40095d_9918,35867.328990228016,1232.6717515234031,452.67940644884817,64369.26460265278
3585,40097c_9926,35001.20412844037,1126.4549034846884,450.1859085004448,66178.33210514724
3586,40097e_9949,35972.7829638273,908.1602027086402,466.8729985311732,63570.384584746396
3587,40097f_9955,36003.13974056604,1282.983736924334,461.5468006414924,64143.309761158846
3588,40097f_9957,35969.799270073,1024.8748165678303,461.5790737198625,63777.376036595364
3589,4009c6_9974,37709.96078431373,1075.3122967551892,452.3008201559471,59863.27507868702
3590,4009c6_9976,33001.3202247191,995.6377343646996,453.8141569399467,70551.70011899275
3591,4009c7_9987,35969.74034620506,801.002306061619,448.2071399632681,63393.63449156449
3592,4009d9_10002,33999.82339089482,1034.992983098189,450.7481887903632,68323.64986087466
3593,4009d9_9998,31000.77805077805,1109.9118363206055,469.06934583305485,75346.84256432799
3594,4009da_10007,35658.262032085564,998.4874431480469,460.5966130613726,64448.34540428237
3595,4009da_10009,37534.08002735978,1139.8452474646094,447.63808170575993,60378.27589522264
3596,4009da_10013,34999.732381801965,1014.0390911316724,455.3316790583973,65988.95480562621
3597,4009da_10014,35271.209800918834,1088.4408296586785,466.9257639237329,65492.412770963056
3598,4009f9_10032,34990.34345047923,1954.004124823376,450.8168600552576,67622.30958376412
3599,400a25_10045,36077.302986685856,1879.7467945313952,456.5089734353077,64996.08747893029
3600,40123f_10606,36000.49778761062,1332.9634820584076,455.9442957309221,64235.08444091385
3601,405455_10660,34997.69568397952,1078.4097138640625,465.7144230186267,66104.01423815404
3602,405457_10676,33995.500245218245,1342.7398062557518,456.4000247353201,68861.28601034493
3603,405a46_10776,33992.91710388248,835.6103882096318,466.7572448447799,67997.64339461672
3604,405a48_10793,35001.9422310757,1163.4211002336965,451.08720790374696,66240.02162860153
3605,405a4a_10806,37610.22111913357,1009.4414839373924,466.82314801287305,59979.6245024573
3606,405ee1_10925,34999.94459219858,1268.0118883871664,453.78905822200494,66423.95728912637
3607,405ee1_10926,35902.47389358528,1426.1225033198025,449.7885798493911,64620.17980742958
3608,405f13_10935,34840.42594013814,1549.153205618131,438.0155684955228,67272.76313613645
3609,406229_11085,33990.7358623112,1395.649669965867,452.1417010369545,68962.96441335915
3610,406229_11088,34995.65420560748,1219.9627577305002,461.5830549818021,66351.43032931373
3611,40624e_11127,32992.39409499358,1253.0377757313852,466.2067397442603,71013.58815089922
3612,40624e_11128,34850.88778409091,2175.0419045630447,453.77389880041335,68321.93084903211
3613,40624f_11134,33695.60533515732,1133.5788888614695,455.16371412945216,69192.08586973231
3614,406250_11142,35966.65477888731,801.6433379397629,460.4755254814937,63401.82731720194
3615,4063de_11195,34982.45496997999,1223.266808765782,454.73039849948464,66387.44053173294
3616,4063de_11198,35925.800256081944,1345.576902745793,464.16749092037935,64428.440543297795
3617,40643a_11233,36798.78968253968,1602.4712978905152,440.4857347414512,62861.960267642804
3618,40649f_11312,35002.048280907096,1055.70550971106,442.4281722321779,66055.07654490745
3619,40649f_11314,34933.02043070127,1369.7104590237416,453.8476641166968,66752.19804003162
3620,40649f_11315,36001.79170159262,1608.4806335175897,451.608361445937,64704.542490708176
3621,406531_11360,32975.32786885246,1010.4014331163656,468.40825137365175,70636.77137916282
3622,406532_11363,35789.97107039537,894.296726268742,455.6171597355478,63966.89256681994
3623,406532_11364,34894.37066974596,849.7146349792442,454.19019276298303,65949.40947061691
3624,406668_11430,34973.814821981425,2892.2596649076745,453.1542169914465,69269.14705260406
3625,406669_11432,37966.310408921934,1051.9599887798624,447.86653218508974,59233.89136300917
3626,406669_11435,34582.805676855896,859.93500005919,430.42090281587633,66683.21439574876
3627,40666a_11446,36594.88778054863,945.4316892051046,440.06298601630937,62204.09143565367
3628,40666c_11461,34740.79511358766,1508.2176288643952,455.8189406694567,67431.61910558434
3629,40666c_11464,35925.89651639344,3355.7395995233287,465.8357545286716,67875.07050204379
3630,40666c_11467,35885.90251464003,1709.0584003246606,460.161658438096,65143.430724263264
3631,406673_11478,37889.174508126605,3159.7332924430207,448.2009454498469,63025.45021681955
3632,406673_11479,35503.03504380475,2318.392911572168,442.7202674350452,67068.46678119036
3633,406674_11494,33954.05405405405,1360.99634194879,460.1606317494629,68987.87445338206
3634,406752_11554,36978.80619168787,1128.9742141043482,439.215208238532,61636.19552008534
3635,406753_11573,35979.61538461538,1567.4648573736883,444.5765176635004,64685.19500807283
3636,406753_11576,36683.630289532295,822.8792464020356,432.5867336494953,61789.93246595675
3637,406753_11578,34001.35226504395,1048.048687464708,441.5974712460877,68342.52179885824
3638,406755_11595,37361.08395629672,1228.913374600918,441.0207284108301,60928.71566840599
3639,406909_11762,37131.76194939081,3035.3393881998013,447.6348463129027,64553.422492835045
3640,406909_11764,36946.9401631913,1013.1135815067436,445.02923436968905,61510.78701927647
3641,40690a_11777,32968.777707409754,938.7370552450714,433.6233604522271,70528.94622242347
3642,40690d_11784,37598.2358195623,1468.9086249631862,448.5604569702188,60795.03248472471
3643,40690d_11787,37002.760577915375,985.7893949426953,462.1304633993213,61335.60418953665
3644,40690d_11788,35754.76557680444,1071.7779231242018,446.46071443542905,64352.15833514188
3645,406a02_11828,34753.62547288777,1383.0887902557142,462.98105585262346,67187.5624449032
3646,406a02_11829,36930.72131147541,1226.295201671176,457.115802753905,61913.6189492173
3647,406a02_11835,35997.35790408526,1047.7415030803406,467.3590922847038,63753.22923799942
3648,406a3d_11859,37725.92698231603,1327.6643709124112,454.241776184832,60259.280474006446
3649,406ae3_12000,34001.51083238312,1236.836999905584,454.5003900094394,68665.87495041177
3650,406b5a_12074,37000.46891747053,1384.1146665791148,452.07075331481536,62023.886011350245
3651,406b5a_12075,35948.42256214149,1346.2401467572215,456.6214287286806,64377.56971408233
3652,406b5b_12080,34949.12332545311,1715.0805580533506,457.05716270607695,67307.38835019726
3653,406b5b_12081,31000.993377483443,1019.212701431389,437.43984428446174,75190.82458639717
3654,406b80_12135,34998.76640419947,1325.275932203502,453.22098282438776,66524.85728931526
3655,406b80_12136,35662.685577942735,1377.7977956296986,461.73436095211673,65088.584017813904
3656,406b91_12153,37662.96262367167,1763.8638482656042,452.9756983401644,61151.99065149063
3657,406b91_12154,36407.982380747744,1550.2207817778822,441.0435696802183,63670.82162510861
3658,406c71_12203,33001.3770541692,1737.128942565843,437.6739468548197,71823.01377025896
3659,406c72_12214,36997.24628712871,1356.9080235890317,438.7538081824893,61984.64318302134
3660,406c72_12215,37926.398346303504,1425.2408499645148,438.8907948256685,59965.717560017656
3661,406cd2_12271,38418.64274570983,1330.4874135370028,441.6637584948693,58671.585387537096
3662,406cd2_12276,34989.764267990075,810.5991076427922,443.9684481131492,65663.03014547436
3663,406d90_12373,36583.43301435407,1490.3425158822838,437.5008144903115,63164.79109772369
3664,406d90_12380,37941.206467661694,1512.1505008978645,440.2411531327237,60080.699139939316
3665,406d95_12393,32474.74597798476,919.3564907871388,460.6696630659348,71631.48041400236
3666,406d95_12394,37989.04674610449,1102.4031987224173,449.33688103832736,59268.116712846735
3667,406d95_12398,34959.59821428572,1047.377246331868,445.3741359498281,66138.38758256592
3668,406fda_12547,33947.55826859045,864.9452224180744,437.3775351211471,68152.2230040649
3669,4074b2_13037,36140.67611777536,915.442610712302,465.9552971106361,63196.889761718776
3670,40756f_13305,37723.079499776686,1658.6619639822086,438.0093281889899,60833.392499331836
3671,407574_13311,38993.740515933234,1459.516890025496,439.7394965439069,57570.69881357053
3672,440005_14059,37575.44416243655,1089.7661847819202,451.1424288893441,60197.30960975525
3673,440005_14061,36909.94386527666,1038.631066070922,453.34970487910414,61639.59571208895
3674,44001a_14075,36414.12911084044,1349.5615388890872,459.4805318998592,63312.61752255217
3675,44001a_14079,35000.08270676692,2124.9320514278497,463.68929124730073,67893.01154864488
3676,44001b_14080,34899.00519031142,1104.2594926508743,464.37295068686734,66375.22609552585
3677,44001b_14082,33167.4860529986,1294.3493331151224,464.76191314713503,70681.8936722122
3678,44001c_14098,34594.82233502538,1210.029684773747,467.05622550391575,67255.90016562767
3679,44001c_14100,36998.23647294589,1662.447695095064,462.6820561056505,62506.279488814136
3680,44001c_14101,35738.65372374284,1660.239568597684,461.7755842239643,65398.241657353065
3681,440030_14121,37510.91833158079,1775.342436445094,433.2736921127843,61521.219063264376
3682,440030_14130,36894.80008077544,1589.9125509746948,448.1914636283979,62619.70018052329
3683,440037_14142,35980.209437963946,1452.5567257108855,436.748422896648,64486.79487603874
3684,44004f_14191,34999.964234620886,911.8855108510492,461.4878035652631,65813.25775300426
3685,440050_14202,34544.887039239,870.5318376822564,442.3495232542322,66788.55890293454
3686,440052_14220,35616.57127991675,1117.180052289574,460.61588553298367,64747.71508516799
3687,440053_14231,35903.01438053097,1066.022116887052,454.15048049454015,64001.46858005422
3688,440053_14232,36969.76885644769,1050.587248154299,437.37528533509794,61522.56100585562
3689,44006c_14282,37245.46159813809,1144.8288291369745,459.5425391678229,61050.347679981336
3690,440080_14321,37840.115888478336,1784.7878464037412,445.3485150619421,60780.5984770154
3691,440096_14372,36806.50195058517,828.6127834493656,439.8928080884053,61517.28503316743
3692,440096_14373,37952.01722574796,919.7472704598893,440.7073862759897,59040.0442139528
3693,4400c8_14442,36971.681113138686,1472.6625803617933,442.0679896083197,62241.902657449915
3694,4400c8_14456,35620.60541688794,1393.6235686607602,445.02951090873137,65212.461882078554
3695,4400ec_14503,31926.541623843783,936.8121647324524,424.5263584882608,72921.71964323297
3696,4400ec_14507,33024.39461883408,914.0611110271526,431.4276800645188,70358.77221601502
3697,440138_14557,35893.179587831204,969.8255098138496,446.4425430353693,63859.12898446139
3698,440138_14560,34231.79775280899,856.2301350203371,438.3936240203764,67483.81984188319
3699,440138_14561,34878.59355638166,861.0370455922132,436.7705761508672,66005.09532992744
3700,440141_14580,36216.39194139194,1073.742062258371,459.0804705623307,63294.25908356675
3701,440141_14581,36462.036596958176,1533.1198061976695,457.3135841206949,63517.22910895807
3702,440141_14583,36672.09880636605,1247.8853257048306,439.51607319582126,62545.20631996932
3703,440148_14589,31991.72625127681,892.9415418010888,453.5486963296272,72696.63634582986
3704,440148_14590,36442.53144654088,1036.219039678311,445.4657618087681,62710.028956001144
3705,440176_14642,36692.01171058135,1584.799120704138,442.74718158760936,63077.13738510931
3706,440176_14648,36995.375782881005,1595.862573408829,443.2823858169511,62398.68179636302
3707,44017b_14671,37576.635883905015,1537.4596199831794,454.5680083324781,60962.23543677844
3708,44017b_14684,37930.03498250875,1461.6587779065485,434.19175352830007,60019.80330563396
3709,44017b_14691,36042.85871478873,1643.3199333166174,458.3795387128014,64669.869865029934
3710,440198_14741,35585.15625,802.5253005136361,440.4549612673492,64280.39497371495
3711,4401c3_14746,32999.23218673219,844.2512576597342,465.1597030387715,70296.91616918004
3712,4401c3_14754,36029.94269340974,948.8299945299872,457.6209071130441,63508.71283438272
3713,4401dc_14776,37443.98288016113,1019.83320539588,436.7910380575585,60379.620770436624
3714,4401dc_14785,38223.78640776699,1829.814356977838,443.5542120128976,59975.75730652947
3715,4401dc_14795,37686.03825136612,1612.691337798495,434.3105623006964,60839.72296955061
3716,440202_14829,37556.32530120482,1019.8604782391913,445.9087327147791,60121.395187676404
3717,440202_14837,35993.20040899795,1001.2775336359126,439.2391368781186,63683.11485989194
3718,440202_14839,36995.3954496208,900.6023271450259,430.9984039060551,61206.46509421416
3719,440209_14840,38521.84701492537,1214.5186598321648,454.6481548353688,58235.46833606923
3720,44020a_14853,35002.04678362573,1456.512315219037,466.3644729191896,66742.34845762128
3721,44020a_14856,34998.14666666667,1344.3823993723015,434.5673912424005,66559.0441495895
3722,44020a_14861,34959.31748466258,819.9745721010586,467.5760318853813,65749.10274714498
3723,44020a_14862,33736.85368536854,954.9022782986602,465.14179106018594,68790.8779379348
3724,440219_14871,37666.42486255345,1442.1835158724812,445.3193462359205,60592.44174115258
3725,440219_14879,38000.78509852217,1948.5295693485623,442.30869799502864,60691.99407112856
3726,44022b_14884,33858.95549174443,1203.611883661407,460.524063290986,68936.63450166647
3727,44022b_14888,33995.05830094392,1309.930349761356,452.6181117149704,68806.0432412015
3728,44022b_14889,34832.51942286349,1107.2546372503498,458.2247457241636,66533.21098368704
3729,44022b_14892,34557.9703569268,1343.9680691968408,459.1209832682499,67570.28775151889
3730,440237_14898,33750.29296875,811.1462119028112,436.9268744807173,68513.48103462253
3731,440237_14911,37951.32874015748,822.1927678065979,445.43044268684855,58874.34909200757
3732,44023f_14915,35539.44662095985,1023.9477875056932,439.07365487634974,64765.15616318965
3733,44023f_14918,37000.56142668428,906.1777473637582,440.91702993666337,61204.148888467054
3734,44023f_14920,36017.58793969849,940.0348575897946,464.3929487610482,63522.03496471392
3735,440248_14930,36868.66526414213,1461.1682751068597,442.3621195006101,62459.02402531242
3736,440248_14937,37637.1469740634,1321.740089567201,436.3375720347923,60453.22499876494
3737,44028c_14948,36944.07372237569,1828.6125093388648,453.6711486163391,62915.72316166559
3738,44029f_14976,34964.28571428572,987.4296465749864,461.19631819922944,66024.81823686969
3739,44029f_14980,35001.63727959698,992.6575350129996,463.6066179111697,65947.91227119703
3740,44029f_14982,35303.88157894737,872.4001532878594,457.88081726837976,65046.853525305036
3741,44029f_14984,33965.885416666664,908.0779197868774,463.0685841140193,68184.04953884042
3742,4402a3_14990,35000.04926108375,1074.4294342994194,461.0852172050263,66091.7783892574
3743,4402e8_15017,35993.03854875283,1449.4607099678542,439.3574511311495,64451.992301873324
3744,4402e8_15021,35621.56089869925,1634.5283826384712,434.63669322785694,65623.34776835106
3745,4402e8_15026,36991.2343470483,1434.3676422774615,444.2069875916442,62131.28546164841
3746,4402e8_15029,36856.35699001427,1826.741332433662,449.4353048565508,63114.17315155125
3747,4402f1_15032,34596.190239043826,1001.19883204854,441.5554864690516,66894.67049962198
3748,4402f1_15033,33472.46558197747,836.6291286376619,421.34288976013806,69195.89495690881
3749,4402f1_15036,36951.74482006543,924.6518060288106,442.99600141356416,61348.054717185674
3750,4402f1_15040,35079.64876033058,845.6777424731897,416.17831912712137,65516.53777670025
3751,4402f2_15042,36332.02736318408,2998.930121522579,443.58473591222094,66329.56039039667
3752,440380_15086,32698.68708971553,819.2216531581425,415.6157358320849,70944.94306982713
3753,440395_15099,35000.752051048315,958.807830765671,435.9214799076125,65891.90487533815
3754,440395_15100,37269.22355588897,1115.547762163567,438.8905767639985,60945.51093405798
3755,440452_15150,36218.49297573436,2357.9460208033365,443.46444916300175,65491.469539073296
3756,440469_15168,37003.88978930308,871.5944647890099,434.72911936631033,61137.196678478824
3757,440486_15196,36969.186046511626,909.7778923626008,440.7644608758764,61282.45329757927
3758,440486_15199,37903.7037037037,982.7883704411612,441.3482718447783,59259.213130404445
3759,440549_15217,34997.2091459314,1121.3466675007355,453.03734908058334,66178.7573110969
3760,440549_15219,35965.061475409835,995.6758001961612,451.4501446775579,63738.200184527595
3761,440549_15221,35307.16995447648,1587.254520853471,456.8069997274457,66265.06340926615
3762,440605_15339,34944.04522613066,1078.7816732856636,459.44061298040896,66227.99306976103
3763,440606_15349,34356.926546391755,952.5921873408504,453.5141080563569,67361.38517424157
3764,440606_15354,34757.23771580345,897.1755759840082,457.7548361403769,66346.05649095835
3765,440607_15362,33671.2215320911,1216.5999385977725,468.78471420378247,69390.50084645589
3766,440607_15373,33998.81974248927,880.4189603442762,463.98403899521566,68060.90720189457
3767,440630_15475,36995.46495244805,1815.9503014628704,443.0699059922354,62775.86399323317
3768,44065b_15509,35000.320326150264,1344.6734492728244,463.8539084659577,66554.54602904938
3769,44065b_15511,34766.28813559322,1260.214822925209,461.5948796381418,66947.757770538
3770,44065c_15518,36000.05330490405,1432.400194728032,453.8189775973953,64406.61167713643
