,fid,mean_cruise_altitude,distance,takeoff_mass,landing_mass,mean_cruise_tas,mean_cruise_mach,max_cruise_altitude,pred,error,error_percent
149,ac1-384,33427.33862433863,1072.3498423371962,60890.24064941406,56771.62186889648,426.5471442330326,0.7599999999999998,34006.0,69601.48252648172,8711.24187706766,14.306466494727982
150,ac2-352,37000.45239385728,2950.756075327069,65262.87116088867,55646.71277465821,441.8474877021345,0.7502655826558264,37018.0,64672.08443741352,-590.7867234751538,0.9052416986355419
151,ac1-332,35958.15403726708,2056.127950892914,62577.60429077149,55846.29342041016,433.910590335541,0.76,36010.0,65501.487548860896,2923.8832580894086,4.6724116258963315
152,ac1-592,35999.07188940092,1555.354955833022,61906.28757324219,56553.89752807618,441.7672013048749,0.7655520737327187,36010.0,64528.283169135655,2621.995595893466,4.235426963361915
153,ac1-408,38001.28220402085,1242.181958952053,60817.66586914063,56390.60427246094,440.22344197593634,0.7769352196574832,38010.0,59368.803774796615,-1448.862094344011,2.3823046702605786
154,ac2-191,36001.44568747745,1755.7483894033496,63140.05883789063,57207.07055053711,438.4531649512089,0.7679999999999999,36014.0,64874.56472938787,1734.5058914972396,2.7470767741134177
155,ac2-380,37946.91473448018,1581.2617914186285,63176.34622802734,57751.3814025879,442.3079543623385,0.7359999999999999,37968.0,60089.15678063348,-3087.189447393859,4.886622338447723
156,ac1-442,33999.63877457705,1478.1714514295954,56553.89752807618,51528.09399414063,436.25701283593713,0.7182697759487882,34018.0,68996.18301663465,12442.285488558467,22.00075685744116
157,ac2-097,36943.06888888889,2961.1316257750973,66460.3550354004,56590.18491821289,450.62392369439664,0.7765724444444443,36954.0,64822.412894701454,-1637.9421406989422,2.4645401605611124
158,ac1-096,33999.11924756466,1761.4411255248976,59583.89460449219,53451.32567138672,431.6835124215983,0.7540369499496137,34014.0,69494.59711912036,9910.702514628167,16.63319019411828
159,ac2-026,36946.84824757643,3134.1312796588586,65662.03245239258,55592.28168945313,444.3711158535615,0.7599194630872482,36962.0,65117.374583513054,-544.6578688795271,0.8294867650866949
160,ac2-190,36946.98924731183,1694.4929039410154,69227.2685333252,63140.05883789063,442.3651022993041,0.5900967741935483,36958.0,62590.07957384625,-6637.188959478954,9.58753551901862
161,ac2-436,36581.03703703704,969.7246453888692,61507.12628173828,57715.09401245117,438.9929830517247,0.7525608465608464,38014.0,62160.45447511684,653.328193378562,1.0621991838570708
162,ac2-368,37944.8584103512,1758.491072838353,62124.0119140625,56354.316882324216,441.3778409029851,0.7599822550831793,37962.0,60404.97839273646,-1719.0335213260405,2.7670999801236547
163,ac1-274,33999.57711442786,1015.6084337834576,65825.32570800782,61779.28170776367,442.0611329457189,0.7839999999999999,34012.0,68184.39674502311,2359.0710370152956,3.5838349626704673
164,ac2-058,33001.806217198224,1747.4837845761522,66569.21720581055,60273.355017089845,438.00202588332456,0.7439999999999998,33010.0,71766.25362431639,5197.036418505842,7.8069663977545085
165,ac1-282,36845.45223204658,2467.676818307473,61216.82716064453,53034.02068481446,431.5088817169173,0.7679999999999999,38010.0,64181.00779607515,2964.1806354306245,4.842101057691302
166,ac2-405,35999.49315068493,909.5421933112888,61162.39607543946,57043.77729492188,435.7869262011285,0.6479999999999999,36014.0,63393.73018918041,2231.3341137409516,3.6482123934267716
167,ac1-452,30012.45006016847,1360.3039080884853,58858.146801757815,53542.04414672852,407.8964782566676,0.6937376654632971,30022.0,77969.16390987232,19111.01710811451,32.469620853818235
168,ac2-176,33000.672454617204,1068.7538676954323,69798.79492797851,65408.02072143555,442.2126902997827,0.7359999999999999,33010.0,70577.50197406579,778.7070460872783,1.1156454017448048
169,ac2-279,37000.06475903615,1060.222566094042,63521.076434326176,59475.03243408203,444.43584245986375,0.7359999999999999,37022.0,61354.558710189114,-2166.517724137062,3.410706879907811
170,ac1-250,38000.55140186916,1569.8439181824722,60962.8154296875,55701.14385986329,436.78678802679497,0.7480716510903426,38016.0,59945.62525471016,-1017.1901749773388,1.6685419920451874
171,ac1-309,32999.74351145038,1466.4191951712232,64718.5603088379,59257.30809326172,439.1961221815154,0.6354605597964376,33022.0,71277.65524849381,6559.094939655915,10.13479735698047
172,ac1-200,38000.35400797969,1737.7482001155704,59257.30809326172,53542.04414672852,437.93183293038425,0.0,38010.0,60240.79897624304,983.4908829813139,1.6596955120429253
173,ac1-365,36000.6147966148,2497.4231285282635,67349.39609375,58694.85354614258,444.3702457859748,0.7723396123396123,36014.0,66178.32555561577,-1171.0705381342268,1.7387988698578722
174,ac2-141,32950.56313993174,2823.756626437135,69907.65709838868,59021.440057373045,438.22191402538215,0.7599965870307166,32966.0,73773.39434576029,3865.7372473716096,5.529776576449895
175,ac2-238,37911.865971705134,1011.0345687333324,57860.24357299805,54195.217169189455,436.2376410946673,0.7599999999999999,37954.0,59168.94181063784,1308.6982376397937,2.26182635402961
176,ac1-560,37999.19986048134,1869.5839278241708,61488.982586669925,55265.69517822266,444.3019136737333,0.7679999999999999,38014.0,60474.86501142438,-1014.1175752455456,1.649267124913194
177,ac2-253,36341.85086206897,1472.45078164219,68147.71867675781,62704.61015625,444.0178236562403,0.7441931034482757,37018.0,63593.56863187895,-4554.150044878857,6.682762289491105
178,ac2-136,37940.360524814605,1419.8677911931773,65480.59550170899,60273.355017089845,444.7455306745333,0.3836851112378778,37954.0,59820.95493478951,-5659.640566919479,8.643233195354442
179,ac1-129,34999.69259259259,1273.349508941396,67294.96500854492,62450.59842529298,440.91069600764325,0.736,35010.0,66334.19708700308,-960.7679215418466,1.427696591297508
180,ac2-081,34001.0706190061,1527.498404391936,62251.01777954101,56753.47817382812,424.3100383538134,0.7599999999999998,34022.0,69079.46910141903,6828.451321878019,10.969220368509719
181,ac1-369,37997.3147942158,1815.4516638282912,64881.85356445313,58422.6981201172,439.8870586654178,0.7732473118279569,38010.0,60384.18772545921,-4497.665838993918,6.932085925267181
182,ac1-457,36683.13788037776,2566.4368441729894,65952.33157348633,57370.363806152345,440.8232514207292,0.7679999999999999,39006.0,64728.06255769321,-1224.269015793121,1.8562937603335508
183,ac2-454,35782.60058309038,975.6021237556744,58622.27876586914,54830.24649658203,436.67911950879903,0.7360000000000001,36014.0,64009.04479612822,5386.766030259081,9.188940013357765
184,ac2-452,37944.19230769231,1663.8421383042148,63303.35209350586,57660.66292724609,442.2275565922056,0.7599999999999998,37962.0,60240.376479965445,-3062.975613540417,4.838567804460137
185,ac2-268,37728.51282051282,949.9641497126034,58204.97377929688,54630.66585083008,433.33449402955847,0.7759999999999999,38008.0,59483.88768388762,1278.913904590736,2.1972587934497736
186,ac2-126,35998.86526479751,2926.4678638535,71613.16443481445,61380.12041625977,438.3504923529781,0.7599999999999999,36018.0,66935.4477947866,-4677.716640027851,6.5319228342237565
187,ac2-229,36995.50465243569,1995.94300413295,71105.1409729004,64010.95620117187,446.3284093567662,0.7279999999999999,37018.0,63007.51026081154,-8097.630712088852,11.3882492901252
188,ac1-264,34177.21867823425,2532.1773292930984,69381.48994140625,60309.642407226565,438.0661679763396,0.7200000000000001,35006.0,70437.4102176943,1055.920276288045,1.521904872869963
189,ac2-476,36947.81008339652,2983.563079230087,64555.26705322266,54920.96497192383,440.2384360403646,0.7598332069749809,36964.0,64850.87055570961,295.60350248694886,0.4579076440706817
190,ac1-257,37050.48079957917,1253.9140797316757,59665.5412322998,55483.419519042975,442.9703745660536,0.7759999999999998,38994.0,61578.46684819994,1912.925615900138,3.206081058499776
191,ac1-563,37000.51301427372,1676.411823670201,64718.5603088379,58785.572021484375,442.5495362631125,0.7600537363560033,37018.0,62435.11218031985,-2283.448128518052,3.528273987587802
192,ac2-273,32954.05039370079,1061.0397014817995,66043.05004882812,61561.557366943365,421.27354506376673,0.6799999999999999,32966.0,70671.30136579896,4628.25131697084,7.007930908019842
193,ac1-291,37001.59970993474,1114.6824386646413,68964.184954834,64537.12335815429,447.6129197769986,0.696,37014.0,61446.61712664792,-7517.567828186075,10.9006839319706
194,ac1-088,38000.29909613804,1602.0296239322613,60835.80956420898,55392.70104370117,447.45363304721405,0.696,38014.0,60002.701117544,-833.1084466649845,1.369437593800215
195,ac2-193,33947.07363013698,993.1215279395972,63321.49578857422,59475.03243408203,429.9467972627956,0.7439999999999999,33966.0,68265.80686991029,4944.311081336069,7.8082664026837865
196,ac2-306,35950.56664600124,2097.7098665411654,65480.59550170899,58168.68638916015,435.33378627236095,0.0101252324860508,35966.0,65591.94427829393,111.34877658494224,0.1700485093817391
197,ac2-470,33952.51633165829,1369.9454869991018,62650.17907104492,57642.519232177736,432.634880993602,0.492105527638191,33962.0,68914.70797475478,6264.528903709863,9.999219470076733
198,ac2-408,37514.89045801527,2923.7268763745715,65643.88875732422,56191.023626708986,444.069431317325,0.7599999999999999,38946.0,63440.228284867146,-2203.660472457079,3.35699257642046
199,ac2-183,33945.22991689751,983.1794530454836,63085.62775268555,59184.73331298828,434.7689371064868,0.7439999999999999,33958.0,68252.60058956913,5166.972836883586,8.190412017678034
200,ac1-165,37998.29462041227,1377.9319966231071,59184.73331298828,54449.22890014649,441.1397082687866,0.7639939668174962,38014.0,59613.96172197742,429.22840898914,0.7252350141027745
201,ac2-075,36743.05282940071,2899.503976699116,66678.0793762207,57007.489904785165,443.1193948359306,0.7599999999999999,36958.0,65174.74438417898,-1503.334992041724,2.2546165188103124
202,ac2-264,34951.225576519915,2895.6273874205526,71014.4224975586,60745.09108886719,443.0290705900471,0.7599999999999999,34966.0,69293.33881986965,-1721.0836776889482,2.4235692091252554
203,ac1-323,35003.61854460094,1942.088105804534,66605.50459594726,59747.18786010743,436.8887256839645,0.7439999999999999,35034.0,67498.98258496723,893.4779890199716,1.3414476692881883
204,ac2-323,38001.22738608025,2507.700024724572,61870.00018310547,53995.636523437504,439.2939618685171,0.4723609158920879,38022.0,61590.27023320363,-279.7299499018409,0.45212534196537035
205,ac1-004,37002.67441860465,801.0370766227167,59202.87700805664,56100.3051513672,438.239878588886,0.7358023255813951,37022.0,60893.60692787463,1690.7299198179899,2.855823914753174
206,ac2-135,37937.66290018833,956.7818944124624,61416.40780639648,57842.099877929686,437.6639655342345,0.0,37966.0,59014.31975462005,-2402.0880517764235,3.9111503547204327
207,ac1-007,37997.36648501363,1221.1353218038694,67004.66588745118,62214.7303894043,444.1761995260536,0.7599999999999999,38010.0,59340.87632919167,-7663.789558259508,11.437695355622695
208,ac2-257,33000.01844532279,1757.3684911060966,66623.64829101562,60091.91806640625,433.3459137182083,0.0,33010.0,71787.72012733432,5164.071836318704,7.751109356488203
209,ac2-349,33000.23175675676,1878.6719209876733,70252.3873046875,63267.06470336914,440.391265343689,0.7599999999999998,33010.0,72000.15065867182,1747.7633539843227,2.4878348210491428
210,ac2-281,38001.35906976744,2664.466512124945,64065.38728637695,55574.13799438477,438.9304099467293,0.7559367441860465,38012.0,61865.136342713406,-2200.2509436635446,3.434383271310392
211,ac1-068,38002.06935758954,1262.493653077003,58803.71571655273,54467.372595214845,442.2653367297037,0.7599999999999998,38014.0,59402.644215884226,598.9284993314941,1.0185215203380438
212,ac1-255,33000.76342938456,1554.488834675095,57987.24943847657,52580.42830810548,442.2119727124475,0.7599999999999999,33014.0,71429.89404372599,13442.644605249421,23.18206974019664
213,ac2-262,38940.395688991535,1206.9887868083354,63484.789044189456,58912.57788696289,447.9149193821989,0.7753841416474211,38958.0,57144.86954225373,-6339.9195019357285,9.986517396352598
214,ac1-084,37997.17567057045,1620.3319096354862,58967.00897216797,53705.33740234375,436.53555860044514,0.7279999999999999,38014.0,60042.01797167273,1075.0089995047601,1.8230685568809455
215,ac2-460,35948.19706877114,2628.966080287088,68746.46061401367,59765.33155517578,440.2003046557207,0.7599999999999999,35962.0,66529.90397499739,-2216.5566390162858,3.2242483747075266
216,ac2-289,36000.58961260111,2791.16057702037,72048.61311645508,62105.86821899415,441.38307410027886,0.7600953597275436,36026.0,66693.97540059907,-5354.637715856006,7.431978887922644
217,ac1-595,36998.1199538639,1263.621606448216,63457.57350158692,58767.42832641602,440.8217968286405,0.727432525951557,37018.0,61716.05885710797,-1741.5146444789498,2.744376357906907
218,ac2-263,37157.70952671136,2639.7005872720056,66569.21720581055,57823.95618286133,439.33311800541486,0.7306585415397114,38006.0,63764.03485874536,-2805.182347065187,4.213933203379075
219,ac2-164,33001.35572885423,1495.4670476853732,67748.55738525391,61978.86235351562,440.4814820759222,0.7679999999999999,33010.0,71324.93052637437,3576.3731411204644,5.278891948626045
220,ac1-587,34998.670825688074,1724.6101543367704,69871.36970825196,63593.65121459961,442.9234413160925,0.76,35012.0,67128.63893497136,-2742.7307732806075,3.9254000382887657
221,ac1-591,34998.7502401537,1671.0978918121148,69363.3462463379,63013.05297241212,441.9652812955055,0.7589471661863592,35022.0,67034.52701974493,-2328.8192265929683,3.357420529168776
222,ac2-414,37276.150715071504,2128.4781992102,64899.997259521486,57769.52509765625,440.0127887046268,0.688,38016.0,62594.003630151026,-2305.9936293704595,3.5531490396667884
223,ac2-445,32997.46459227468,1407.9831676955732,70107.23774414063,64482.69227294922,448.5259761073712,0.7687768240343349,33012.0,71180.33043084522,1073.0926867045928,1.5306446541523866
224,ac2-333,37997.97108066971,3316.926539442848,66986.52219238282,56082.161456298825,447.3275589883645,0.7600000000000001,38014.0,63018.18756425653,-3968.334628126293,5.924079200185049
225,ac2-430,37998.25962399284,990.751039657258,57987.24943847657,54376.65411987305,439.59819851242565,0.7599999999999999,38014.0,58934.43078597472,947.1813474981536,1.633430377661034
226,ac1-196,38000.39187418087,1291.4416080053688,61870.00018310547,57043.77729492188,441.4543969469521,0.0,38014.0,59457.3181613763,-2412.682021729168,3.899599183107788
227,ac1-516,36000.36246992783,1066.8199606848707,58477.12920532227,54576.234765625006,439.0254553740287,0.6799999999999998,36010.0,63667.79544964964,5190.666244327367,8.876404014468859
228,ac2-313,36996.44373284538,1435.5929189521603,67821.13216552735,62468.74212036133,446.2975288075586,0.7622763037511435,37018.0,62021.77612716345,-5799.356038363898,8.550957280114
229,ac2-148,37998.95965572889,1396.5102005175304,61652.27584228516,56717.19078369141,442.75879436711887,0.76,38014.0,59645.04055797396,-2007.2352843112021,3.2557359106190678
230,ac1-099,33001.88974113135,1373.953564556896,67639.69521484376,62450.59842529298,438.9288532187137,0.6985426653883029,33012.0,71110.41069780779,3470.715482964035,5.131181434126828
231,ac1-546,35927.496226415096,979.1856494570264,60763.23478393555,56989.3462097168,434.85983897599954,0.7019622641509433,36014.0,63681.73558290258,2918.5007989670266,4.803070161331526
232,ac2-092,37318.98178907344,2588.918761791804,70125.38143920898,61144.2523803711,440.31359890383015,0.7439999999999998,37952.0,63303.59458294655,-6821.786856262435,9.727985383118632
233,ac2-440,37944.902556502406,1725.4203254593886,61924.43126831055,55973.29928588867,442.3190716953282,0.7370848462393478,37962.0,60346.82828736432,-1577.6029809462343,2.5476261123992963
234,ac2-098,38993.210592686,1173.2682017080406,63811.37555541993,59475.03243408203,444.6200173697693,0.744,39026.0,56964.08246329613,-6847.2930921238,10.73052105917534
235,ac2-393,36944.77988963826,1470.576189813965,70306.81838989258,64645.98552856445,445.2702390838186,0.76,36954.0,62202.12944010325,-8104.688949789328,11.527600217725784
236,ac2-422,37906.71744471745,1354.113780796115,65353.58963623047,59094.01483764648,442.8397265282817,0.744,37954.0,59782.996019732294,-5570.593616498176,8.523776042762265
237,ac2-040,37943.38185006576,1466.905737633779,58350.12333984375,53487.61306152344,434.1969473934248,0.7579377466023672,37956.0,59896.56364085764,1546.4403010138922,2.650277690086599
238,ac1-108,37998.99366286439,1242.1208223863655,54503.65998535156,50258.03533935548,434.1848525018558,0.6802636248415714,38010.0,59373.965467090675,4870.305481739117,8.935740247623853
239,ac2-078,35560.993109579904,2739.96089893629,66678.0793762207,57424.79489135742,433.5540505143851,0.7599999999999999,36010.0,67616.20700370552,938.1276274848206,1.4069505844515724
240,ac2-175,37999.25684289464,1736.585368969977,65081.43421020508,58967.00897216797,442.9141625122981,0.7359999999999999,38014.0,60241.283929562764,-4840.150280642316,7.437067635923975
241,ac1-543,37001.46858974359,1906.778864785027,67421.97087402343,60708.80369873047,443.4443290007026,0.7439999999999999,37018.0,62837.271087960136,-4584.699786063298,6.800008553042325
242,ac2-142,37998.94852793912,2736.4273215423364,68020.7128112793,58876.29049682618,440.6660351183408,0.7599999999999999,38018.0,61996.997700260545,-6023.715111018755,8.85570712516834
243,ac2-341,33999.61521972133,1339.0469104799151,68782.74800415039,63430.35795898438,439.88842203071226,0.6799999999999998,34010.0,68752.03453702765,-30.71346712273953,0.044652864292200514
244,ac2-154,38000.07171314741,1345.8890638728608,57696.95031738281,53179.170245361325,439.990510724817,0.7088992601024473,38014.0,59553.62588493606,1856.6755675532477,3.2179786927037504
245,ac1-328,38000.16326530613,1241.3218485438388,63847.66294555664,59003.29636230469,443.8625570554775,0.757921088435374,38018.0,59369.87021851815,-4477.792727038497,7.0132445268305945
246,ac2-073,33949.72038637519,1371.5047935769503,60599.94152832031,55628.56907958984,422.27521858883546,0.72,33962.0,68923.88221843934,8323.940690119023,13.735888979742622
247,ac2-095,36944.55008787346,3072.7594021031205,69762.5075378418,59239.16439819336,445.0575005173971,0.7215268892794375,36958.0,65014.94082126797,-4747.566716573827,6.8053269358165895
248,ac2-371,32954.769023569024,1944.4899894828643,71086.99727783204,63865.80664062501,441.5243231148136,0.5280000000000001,32966.0,72220.35064123038,1133.3533633983461,1.5943188020290373
249,ac2-130,38999.34896401309,1301.775522399612,63394.07056884766,58785.572021484375,444.6443410571257,0.7599999999999998,39018.0,57175.51633618059,-6218.554232667069,9.80936257423879
250,ac2-461,38870.11614550096,2583.560039002117,64872.781716918944,56590.18491821289,444.218722050815,0.7603624760689214,39014.0,59722.946913964464,-5149.8348029544795,7.938359766082595
251,ac1-038,38996.00069759331,1724.484184672155,62740.897546386725,56934.91512451172,443.70606381556615,0.7599999999999999,39018.0,57925.197818183966,-4815.699728202759,7.6755352832533665
252,ac1-556,34200.97811158798,2497.098311415847,65553.17028198243,56953.05881958008,442.4727929432215,0.0779570815450643,34998.0,70321.13433347252,4767.964051490097,7.273430149877271
253,ac1-425,38760.484096198605,2747.104296412428,62105.86821899415,53269.88872070313,444.48079131350687,0.0045182311869666,39014.0,60262.42355696732,-1843.4446620268282,2.9682294361083232
254,ac1-566,34001.74687270052,972.702619790193,62976.7655822754,59057.727447509766,431.9794986758215,0.6479999999999999,34020.0,68104.08944490089,5127.32386262549,8.141611934526784
255,ac1-397,37002.00438596492,1697.2818584895456,64881.85356445313,59057.727447509766,443.1715556917486,0.7641228070175438,37016.0,62468.31131552896,-2413.5422489241682,3.71990335714835
256,ac2-212,36122.63629096722,2667.4120679552675,70869.27293701172,61615.98845214844,440.5946657937168,0.7610295763389286,37934.0,66195.76877163742,-4673.504165374296,6.594542277198307
257,ac2-459,39000.4548863887,2585.024082897315,62595.74798583984,54576.234765625006,443.7866528130954,0.7599999999999999,39014.0,59425.43238011125,-3170.3156057285887,5.064745941602559
258,ac2-429,36547.37475345167,1056.9562826619317,68202.1497619629,64137.96206665039,444.1479916187519,0.7277712031558183,36950.0,62391.07262599825,-5811.077135964646,8.520372387448628
259,ac2-140,35998.64519098021,2533.761921445212,67530.83304443359,58967.00897216797,435.9073641851556,0.7439999999999999,36014.0,66246.64506636783,-1284.1879780657619,1.9016320696366926
260,ac2-473,36125.80832634814,2439.939921578408,67784.84477539064,59493.17612915039,443.1430964997389,0.7770036322995251,37954.0,65789.18804735813,-1995.6567280325107,2.9441045924723226
261,ac2-330,36408.79392624729,1159.771108305995,57334.076416015625,53360.60719604492,435.7851288509575,0.7599999999999999,37994.0,62890.60201448662,5556.525598470995,9.69148880702793
262,ac1-430,37839.11598746081,1100.4588314125278,54793.95910644532,50838.63358154297,438.72123135818674,0.7399310344827584,38014.0,59493.40188652063,4699.442780075311,8.57657095181962
263,ac1-238,38999.5402173913,1253.1064121350498,61851.85648803711,57388.5075012207,443.3419518142962,0.7599999999999999,39020.0,57089.64802433942,-4762.208463697694,7.6993783761668695
264,ac1-002,30014.50184501845,1350.0951060042423,63629.93860473632,58513.41659545898,410.1667374432267,0.7279999999999999,30034.0,77946.52067984462,14316.582075108294,22.499757801184856
265,ac2-312,36948.19929660024,2936.0343327587025,66297.06177978516,56590.18491821289,442.3456700059524,0.7676889409925751,36964.0,64766.54813195921,-1530.513647825952,2.308569349437784
266,ac2-340,37945.27536231884,1651.6284765825549,61833.71279296876,56227.311016845706,442.2675931773702,0.7599999999999999,37958.0,60216.44450539464,-1617.268287574123,2.615512176972213
267,ac2-155,36943.59846153846,1196.285942464044,65553.17028198243,61071.67760009765,441.4456524122765,0.7624676923076922,36958.0,61723.39293804977,-3829.7773439326556,5.842245809712252
268,ac2-475,34000.941780146044,2971.7003162564965,69544.78319702149,56934.91512451172,438.15283830090686,0.7628798105387802,34018.0,71614.74640244486,2069.963205423366,2.9764464137577757
269,ac2-210,35998.39562070885,2980.1612955080204,72701.78613891602,62251.01777954101,441.0198411869642,0.7634722583039523,36018.0,67030.77615481349,-5671.009984102537,7.800372295209597
270,ac2-206,32999.63555555556,1701.445605325061,69181.9092956543,62759.04124145508,440.6426350584293,0.7359999999999998,33018.0,71690.44127248385,2508.531976829545,3.625994139752832
271,ac1-211,33001.02273702274,1719.2585644245862,69327.05885620117,62958.62188720704,439.0893564959753,0.7599999999999999,33010.0,71718.51426123809,2391.455405036919,3.449526699231966
272,ac2-019,37997.71486678869,2621.8715586863304,66768.7978515625,58005.39313354492,447.3502926149458,0.7759999999999999,38014.0,61798.76041684754,-4970.037434714963,7.4436527159948795
273,ac1-100,37999.01812191104,1236.0552960163668,54195.217169189455,49949.59252319336,428.16166218652734,0.76,38008.0,59363.2624487366,5168.045279547143,9.535980386264105
274,ac1-092,37998.25578658297,1551.7821006352394,59475.03243408203,54304.079339599615,433.33206005619616,0.6799999999999999,38018.0,59919.20697459992,444.1745405178881,0.7468252178091371
275,ac2-456,33949.466221851544,979.3772038143736,63230.77731323242,59221.020703125,433.7785410966788,0.736,33962.0,68236.17315008989,5005.395836857468,7.916075129144394
276,ac1-269,36995.45992919215,2058.9762999201166,70052.80665893556,62740.897546386725,446.56857592538745,0.7606540070807852,37010.0,63118.2543970261,-6934.552261909455,9.899035588497611
277,ac2-351,36660.70295164329,2648.3731056804627,69417.77733154298,60436.64827270508,440.3266361617827,0.2486012141511408,38002.0,64923.536624928995,-4494.240706613986,6.474192749141555
278,ac2-074,37861.18574842494,2635.346323708636,67349.39609375,58531.56029052735,440.8595905710772,0.7599999999999999,38014.0,62136.749128630836,-5212.646965119158,7.739708545958128
279,ac2-319,36994.57215619694,1474.0009628788598,67567.12043457032,62214.7303894043,445.2564002599713,0.7279999999999999,37010.0,62093.50205936372,-5473.618375206599,8.101008804285309
280,ac2-007,33000.608772707135,1447.962291484866,68583.16735839844,63121.91514282227,440.8633005417613,0.7599999999999999,33022.0,71243.2660625872,2660.0987041887565,3.87864662226483
281,ac2-115,33949.15625,1591.251247836782,65734.60723266602,59964.91220092773,432.0031663267506,0.7279999999999998,33958.0,69310.8979043711,3576.290671705079,5.440499034316713
282,ac2-118,37563.5744138634,2628.827496576592,71032.56619262695,61924.43126831055,441.6250518290127,0.652354740061162,38010.0,62810.50979492473,-8222.056397702225,11.575051892966325
283,ac1-136,36996.794372294375,835.1603645804431,55102.40192260742,51999.830065917966,434.9678689158178,0.757056277056277,37026.0,60967.04077547726,5864.638852869837,10.643163724708145
284,ac1-549,36998.88972332016,2689.082790147595,62886.04710693359,54213.36086425781,441.397228131321,0.7279999999999999,37018.0,64216.37200408304,1330.3248971494468,2.1154532020232035
285,ac1-553,36658.90777972028,2898.482174574613,69635.50167236329,59656.46938476562,444.1298570774246,0.0,37014.0,65366.681506529014,-4268.820165834273,6.130235387574538
286,ac1-254,37997.77113010446,1448.6863693595503,56408.7479675293,51618.81246948243,436.07032165999885,0.76,38012.0,59739.36080596759,3330.61283843829,5.904426101347789
287,ac1-090,37236.490054249545,1008.406136516066,57297.78902587891,53632.76262207031,432.4424123324338,0.1696925858951175,38010.0,60719.27443757087,3421.4854116919596,5.9714091413660375
288,ac1-429,35639.26200505476,1057.2871939686668,65498.739196777344,61416.40780639648,442.8326813417467,0.7354069081718617,38998.0,64482.43948818004,-1016.2997085973038,1.551632475770324
289,ac2-224,33949.56189241737,1130.2011358255604,63684.369689941406,59402.4576538086,430.1306836097169,0.7599999999999999,33982.0,68500.69131751929,4816.321627577883,7.562800183195649
290,ac1-486,37997.84281200632,1608.7723805984483,62323.59255981445,56590.18491821289,438.7842969434177,0.7599999999999999,38018.0,60020.19175835907,-2303.4008014553838,3.695872954122017
291,ac1-212,37998.270824053456,1588.3538774198134,62759.04124145508,57025.63359985352,438.6797189549528,0.7599999999999998,38010.0,59983.36611063409,-2775.675130820993,4.422749417318279
292,ac2-372,37996.549496147,1849.033795416535,65172.15268554688,58803.71571655273,441.5663557095783,0.72,38014.0,60444.89579226004,-4727.256893286838,7.253492018432582
293,ac1-336,33997.49586479684,1765.4499326287812,66188.199609375,59783.47525024415,429.5215034096394,0.7277842502696871,34010.0,69505.37128558008,3317.1716762050783,5.011726706243916
294,ac2-439,37000.01610852056,1644.0327562205853,65335.445941162114,59565.75090942384,441.6058254074236,0.7279999999999999,37014.0,62379.421854285334,-2956.0240868767796,4.5243803639739895
295,ac2-202,34998.1619047619,1564.4617520471493,70497.32718811036,64627.841833496095,449.45290096352977,0.7679999999999999,35014.0,66848.70514245343,-3648.622045656928,5.175546635862078
296,ac2-438,37757.23738872404,1644.4995739766734,62650.17907104492,57025.63359985352,442.3583282908272,0.7279999999999999,37958.0,60636.85897882002,-2013.3200922249016,3.213590323408029
297,ac1-018,38001.36606189968,1025.3849708002651,61089.82129516602,57315.93272094727,445.11749887834463,0.7663094983991461,38014.0,58988.07099699318,-2101.7502981728394,3.4404263322655178
298,ac2-005,38000.64080648696,2725.35422921557,68184.00606689454,58858.146801757815,442.88836610125134,0.438634231865001,38022.0,61973.66510411455,-6210.340962779985,9.108207805635667
299,ac2-450,37945.88040404041,1660.3667996091583,62668.32276611328,56953.05881958008,441.5758352368699,0.7599999999999998,37962.0,60230.389707863666,-2437.9330582496113,3.8902159027748517
300,ac2-237,36999.18544935806,1079.998453909505,64818.350631713874,60690.66000366212,444.3378585177438,0.0813124108416547,37010.0,61391.29542859677,-3427.055203117103,5.287168170305674
301,ac2-464,31997.152658662093,1091.7528255290474,62632.03537597656,58331.97964477539,421.84342009388143,0.7199999999999998,32018.0,72928.3172773868,10296.281901410242,16.439321889512684
302,ac2-145,37943.62309793211,1657.1095770136617,56898.627734375004,51437.37551879883,434.6925789100338,0.7599999999999999,37958.0,60229.86945622254,3331.2417218475384,5.854696069998515
303,ac1-223,36000.30813618004,1292.2626942525426,63811.37555541993,59075.87114257812,438.55108985202895,0.6559999999999998,36018.0,64063.63596842531,252.26041300538054,0.3953220108635542
304,ac1-050,33998.95772482706,994.8104509030107,58259.40486450196,54503.65998535156,422.0580905577893,0.7619492697924672,34010.0,68149.31648034559,9889.91161584363,16.97564820451788
305,ac2-104,35998.962216624685,2644.356159091895,71304.72161865234,61997.00604858399,446.732664339564,0.7530948782535682,36018.0,66440.03916681667,-4864.682451835673,6.822384747328063
306,ac2-055,35549.56467439786,974.7218161256596,57080.0646850586,53360.60719604492,422.41220721738017,0.7759999999999999,36006.0,64544.02794258109,7463.96325752249,13.07630483375446
307,ac2-228,38993.10262417994,2552.1642154985857,66460.3550354004,57769.52509765625,443.4028808834648,0.768,39014.0,59384.68148922235,-7075.673546178048,10.64645763991053
308,ac2-433,36946.09123757904,1672.9659267387156,64863.709869384766,58840.00310668946,433.3206891186029,0.7523324299909665,36966.0,62554.361197837905,-2309.3486715468607,3.5603092641434895
