ts,x,y,alt,mach,tas,vs,heading,mass,fuel,takeoff_mass,flight_distance
2388.0,0,0,41000,0.82,470,0,90,50960,110,52460,3360
2605.0,0,0,41000,0.82,470,0,90,50850,110,52460,3360
2823.0,0,0,41000,0.82,470,0,90,50740,110,52460,3360
3040.0,0,0,41000,0.82,470,0,90,50620,110,52460,3360
3257.0,0,0,41000,0.82,470,0,90,50510,110,52460,3360
3474.0,0,0,41000,0.82,470,0,90,50400,110,52460,3360
3691.0,0,0,41000,0.82,470,0,90,50280,110,52460,3360
3908.0,0,0,41000,0.82,470,0,90,50170,110,52460,3360
4125.0,0,0,41000,0.82,470,0,90,50060,110,52460,3360
4342.0,0,0,41000,0.82,470,0,90,49950,110,52460,3360
4560.0,0,0,41000,0.82,470,0,90,49830,110,52460,3360
4777.0,0,0,41000,0.82,470,0,90,49720,110,52460,3360
4994.0,0,0,41000,0.82,470,0,90,49610,110,52460,3360
5211.0,0,0,41000,0.82,470,0,90,49500,110,52460,3360
5428.0,0,0,41000,0.82,470,0,90,49390,110,52460,3360
5645.0,0,0,41000,0.82,470,0,90,49280,110,52460,3360
5862.0,0,0,41000,0.82,470,0,90,49160,110,52460,3360
6079.0,0,0,41000,0.82,470,0,90,49050,110,52460,3360
6296.0,0,0,41000,0.82,470,0,90,48940,110,52460,3360
6514.0,0,0,41000,0.82,470,0,90,48830,110,52460,3360
6731.0,0,0,41000,0.82,470,0,90,48720,110,52460,3360
6948.0,0,0,41000,0.82,470,0,90,48610,110,52460,3360
7165.0,0,0,41000,0.82,470,0,90,48500,110,52460,3360
7382.0,0,0,41000,0.82,470,0,90,48380,110,52460,3360
7599.0,0,0,41000,0.82,470,0,90,48270,110,52460,3360
7816.0,0,0,41000,0.82,470,0,90,48160,110,52460,3360
8033.0,0,0,41000,0.82,470,0,90,48050,110,52460,3360
8251.0,0,0,41000,0.82,470,0,90,47940,110,52460,3360
8468.0,0,0,41000,0.82,470,0,90,47830,110,52460,3360
8685.0,0,0,41000,0.82,470,0,90,47720,110,52460,3360
8902.0,0,0,41000,0.82,470,0,90,47610,110,52460,3360
9119.0,0,0,41000,0.82,470,0,90,47500,110,52460,3360
9336.0,0,0,41000,0.82,470,0,90,47390,110,52460,3360
9553.0,0,0,41000,0.82,470,0,90,47280,110,52460,3360
9770.0,0,0,41000,0.82,470,0,90,47170,110,52460,3360
9988.0,0,0,41000,0.82,470,0,90,47060,110,52460,3360
10205.0,0,0,41000,0.82,470,0,90,46950,110,52460,3360
10422.0,0,0,41000,0.82,470,0,90,46840,110,52460,3360
10639.0,0,0,41000,0.82,470,0,90,46730,110,52460,3360
10856.0,0,0,41000,0.82,470,0,90,46620,110,52460,3360
11073.0,0,0,41000,0.82,470,0,90,46520,110,52460,3360
11290.0,0,0,41000,0.82,470,0,90,46400,110,52460,3360
11507.0,0,0,41000,0.82,470,0,90,46300,110,52460,3360
11725.0,0,0,41000,0.82,470,0,90,46190,110,52460,3360
11942.0,0,0,41000,0.82,470,0,90,46080,110,52460,3360
12159.0,0,0,41000,0.82,470,0,90,45970,110,52460,3360
12376.0,0,0,41000,0.82,470,0,90,45860,110,52460,3360
12593.0,0,0,41000,0.82,470,0,90,45750,110,52460,3360
12810.0,0,0,41000,0.82,470,0,90,45640,110,52460,3360
13027.0,0,0,41000,0.82,470,-484,90,45540,100,52460,3360
13244.0,0,0,39300,0.82,470,-984,90,45440,90,52460,3360
13461.0,0,0,35700,0.7273,418,-1484,90,45350,70,52460,3360
13679.0,0,0,30300,0.5472,322,-1984,90,45280,40,52460,3360
13896.0,0,0,23200,0.3472,211,-2484,90,45240,0,52460,3360
14113.0,0,0,14200,0.3829,241,-2000,90,45230,30,52460,3360
14330.0,0,0,6900,0.3,194,-1500,90,45200,30,52460,3360
14547.0,0,0,1500,0.2171,143,-1000,90,45160,40,52460,3360
0.0,0,0,1500,0.3,197,737,90,52460,100,52460,3460
217.0,0,0,4200,0.5,326,1237,90,52360,120,52460,3460
434.0,0,0,8600,0.6361,408,1737,90,52240,150,52460,3460
650.0,0,0,14900,0.7444,467,2237,90,52080,180,52460,3460
867.0,0,0,23000,0.82,498,1998,90,51900,180,52460,3460
1084.0,0,0,30200,0.82,483,1498,90,51730,160,52460,3460
1301.0,0,0,35600,0.82,471,998,90,51570,140,52460,3460
1517.0,0,0,39200,0.8189,470,498,90,51430,130,52460,3460
1734.0,0,0,41000,0.82,470,0,90,51300,110,52460,3460
1951.0,0,0,41000,0.82,470,0,90,51190,110,52460,3460
2168.0,0,0,41000,0.82,470,0,90,51080,110,52460,3460
2384.0,0,0,41000,0.82,470,0,90,50960,110,52460,3460
2601.0,0,0,41000,0.82,470,0,90,50850,110,52460,3460
2818.0,0,0,41000,0.82,470,0,90,50740,110,52460,3460
3035.0,0,0,41000,0.82,470,0,90,50620,110,52460,3460
3251.0,0,0,41000,0.82,470,0,90,50510,110,52460,3460
3468.0,0,0,41000,0.82,470,0,90,50400,110,52460,3460
3685.0,0,0,41000,0.82,470,0,90,50290,110,52460,3460
3902.0,0,0,41000,0.82,470,0,90,50180,110,52460,3460
4118.0,0,0,41000,0.82,470,0,90,50060,110,52460,3460
4335.0,0,0,41000,0.82,470,0,90,49950,110,52460,3460
4552.0,0,0,41000,0.82,470,0,90,49840,110,52460,3460
4769.0,0,0,41000,0.82,470,0,90,49730,110,52460,3460
4986.0,0,0,41000,0.82,470,0,90,49620,110,52460,3460
5202.0,0,0,41000,0.82,470,0,90,49500,110,52460,3460
5419.0,0,0,41000,0.82,470,0,90,49390,110,52460,3460
5636.0,0,0,41000,0.82,470,0,90,49280,110,52460,3460
5853.0,0,0,41000,0.82,470,0,90,49170,110,52460,3460
6069.0,0,0,41000,0.82,470,0,90,49060,110,52460,3460
6286.0,0,0,41000,0.82,470,0,90,48950,110,52460,3460
6503.0,0,0,41000,0.82,470,0,90,48840,110,52460,3460
6720.0,0,0,41000,0.82,470,0,90,48720,110,52460,3460
6936.0,0,0,41000,0.82,470,0,90,48610,110,52460,3460
7153.0,0,0,41000,0.82,470,0,90,48500,110,52460,3460
7370.0,0,0,41000,0.82,470,0,90,48390,110,52460,3460
7587.0,0,0,41000,0.82,470,0,90,48280,110,52460,3460
7803.0,0,0,41000,0.82,470,0,90,48170,110,52460,3460
8020.0,0,0,41000,0.82,470,0,90,48060,110,52460,3460
8237.0,0,0,41000,0.82,470,0,90,47950,110,52460,3460
8454.0,0,0,41000,0.82,470,0,90,47840,110,52460,3460
8670.0,0,0,41000,0.82,470,0,90,47730,110,52460,3460
8887.0,0,0,41000,0.82,470,0,90,47620,110,52460,3460
9104.0,0,0,41000,0.82,470,0,90,47510,110,52460,3460
9321.0,0,0,41000,0.82,470,0,90,47400,110,52460,3460
9538.0,0,0,41000,0.82,470,0,90,47290,110,52460,3460
9754.0,0,0,41000,0.82,470,0,90,47180,110,52460,3460
9971.0,0,0,41000,0.82,470,0,90,47070,110,52460,3460
10188.0,0,0,41000,0.82,470,0,90,46960,110,52460,3460
10405.0,0,0,41000,0.82,470,0,90,46850,110,52460,3460
10621.0,0,0,41000,0.82,470,0,90,46740,110,52460,3460
10838.0,0,0,41000,0.82,470,0,90,46630,110,52460,3460
11055.0,0,0,41000,0.82,470,0,90,46520,110,52460,3460
11272.0,0,0,41000,0.82,470,0,90,46420,110,52460,3460
11488.0,0,0,41000,0.82,470,0,90,46310,110,52460,3460
11705.0,0,0,41000,0.82,470,0,90,46200,110,52460,3460
11922.0,0,0,41000,0.82,470,0,90,46090,110,52460,3460
12139.0,0,0,41000,0.82,470,0,90,45980,110,52460,3460
12355.0,0,0,41000,0.82,470,0,90,45870,110,52460,3460
12572.0,0,0,41000,0.82,470,0,90,45760,110,52460,3460
12789.0,0,0,41000,0.82,470,0,90,45650,110,52460,3460
13006.0,0,0,41000,0.82,470,0,90,45550,110,52460,3460
13222.0,0,0,41000,0.82,470,0,90,45440,110,52460,3460
13439.0,0,0,41000,0.82,470,-487,90,45330,100,52460,3460
13656.0,0,0,39200,0.82,470,-987,90,45230,90,52460,3460
13873.0,0,0,35700,0.7249,417,-1487,90,45140,70,52460,3460
14089.0,0,0,30300,0.5442,320,-1987,90,45070,40,52460,3460
14306.0,0,0,23100,0.3442,209,-2487,90,45030,0,52460,3460
14523.0,0,0,14100,0.3815,240,-2000,90,45030,30,52460,3460
14740.0,0,0,6900,0.3,194,-1500,90,45000,30,52460,3460
14957.0,0,0,1500,0.2185,144,-1000,90,44960,40,52460,3460
0.0,0,0,1500,0.3,197,738,90,52460,100,52460,3560
216.0,0,0,4200,0.5,326,1238,90,52360,120,52460,3560
433.0,0,0,8600,0.6361,408,1738,90,52240,150,52460,3560
649.0,0,0,14900,0.7444,466,2238,90,52080,180,52460,3560
866.0,0,0,23000,0.82,498,2000,90,51900,180,52460,3560
1082.0,0,0,30200,0.82,483,1500,90,51730,160,52460,3560
1299.0,0,0,35600,0.82,471,1000,90,51570,140,52460,3560
1515.0,0,0,39200,0.8189,470,500,90,51430,130,52460,3560
1731.0,0,0,41000,0.82,470,0,90,51300,110,52460,3560
1948.0,0,0,41000,0.82,470,0,90,51190,110,52460,3560
2164.0,0,0,41000,0.82,470,0,90,51080,110,52460,3560
2381.0,0,0,41000,0.82,470,0,90,50960,110,52460,3560
2597.0,0,0,41000,0.82,470,0,90,50850,110,52460,3560
2813.0,0,0,41000,0.82,470,0,90,50740,110,52460,3560
3030.0,0,0,41000,0.82,470,0,90,50630,110,52460,3560
3246.0,0,0,41000,0.82,470,0,90,50520,110,52460,3560
3463.0,0,0,41000,0.82,470,0,90,50400,110,52460,3560
3679.0,0,0,41000,0.82,470,0,90,50290,110,52460,3560
3896.0,0,0,41000,0.82,470,0,90,50180,110,52460,3560
4112.0,0,0,41000,0.82,470,0,90,50070,110,52460,3560
4328.0,0,0,41000,0.82,470,0,90,49950,110,52460,3560
4545.0,0,0,41000,0.82,470,0,90,49840,110,52460,3560
4761.0,0,0,41000,0.82,470,0,90,49730,110,52460,3560
4978.0,0,0,41000,0.82,470,0,90,49620,110,52460,3560
5194.0,0,0,41000,0.82,470,0,90,49510,110,52460,3560
5411.0,0,0,41000,0.82,470,0,90,49400,110,52460,3560
5627.0,0,0,41000,0.82,470,0,90,49280,110,52460,3560
5843.0,0,0,41000,0.82,470,0,90,49170,110,52460,3560
6060.0,0,0,41000,0.82,470,0,90,49060,110,52460,3560
6276.0,0,0,41000,0.82,470,0,90,48950,110,52460,3560
6493.0,0,0,41000,0.82,470,0,90,48840,110,52460,3560
6709.0,0,0,41000,0.82,470,0,90,48730,110,52460,3560
6926.0,0,0,41000,0.82,470,0,90,48620,110,52460,3560
7142.0,0,0,41000,0.82,470,0,90,48510,110,52460,3560
7358.0,0,0,41000,0.82,470,0,90,48400,110,52460,3560
7575.0,0,0,41000,0.82,470,0,90,48290,110,52460,3560
7791.0,0,0,41000,0.82,470,0,90,48180,110,52460,3560
8008.0,0,0,41000,0.82,470,0,90,48070,110,52460,3560
8224.0,0,0,41000,0.82,470,0,90,47960,110,52460,3560
8440.0,0,0,41000,0.82,470,0,90,47850,110,52460,3560
8657.0,0,0,41000,0.82,470,0,90,47740,110,52460,3560
8873.0,0,0,41000,0.82,470,0,90,47630,110,52460,3560
9090.0,0,0,41000,0.82,470,0,90,47520,110,52460,3560
9306.0,0,0,41000,0.82,470,0,90,47410,110,52460,3560
9523.0,0,0,41000,0.82,470,0,90,47300,110,52460,3560
9739.0,0,0,41000,0.82,470,0,90,47190,110,52460,3560
9955.0,0,0,41000,0.82,470,0,90,47080,110,52460,3560
10172.0,0,0,41000,0.82,470,0,90,46970,110,52460,3560
10388.0,0,0,41000,0.82,470,0,90,46860,110,52460,3560
10605.0,0,0,41000,0.82,470,0,90,46750,110,52460,3560
10821.0,0,0,41000,0.82,470,0,90,46640,110,52460,3560
11038.0,0,0,41000,0.82,470,0,90,46530,110,52460,3560
11254.0,0,0,41000,0.82,470,0,90,46420,110,52460,3560
11470.0,0,0,41000,0.82,470,0,90,46320,110,52460,3560
11687.0,0,0,41000,0.82,470,0,90,46210,110,52460,3560
11903.0,0,0,41000,0.82,470,0,90,46100,110,52460,3560
12120.0,0,0,41000,0.82,470,0,90,45990,110,52460,3560
12336.0,0,0,41000,0.82,470,0,90,45880,110,52460,3560
12553.0,0,0,41000,0.82,470,0,90,45770,110,52460,3560
12769.0,0,0,41000,0.82,470,0,90,45660,110,52460,3560
12985.0,0,0,41000,0.82,470,0,90,45560,110,52460,3560
13202.0,0,0,41000,0.82,470,0,90,45450,110,52460,3560
13418.0,0,0,41000,0.82,470,0,90,45340,110,52460,3560
13635.0,0,0,41000,0.82,470,0,90,45230,110,52460,3560
13851.0,0,0,41000,0.82,470,-491,90,45120,100,52460,3560
14067.0,0,0,39200,0.82,470,-991,90,45030,90,52460,3560
14284.0,0,0,35700,0.7225,415,-1491,90,44940,70,52460,3560
14500.0,0,0,30300,0.5411,318,-1991,90,44870,40,52460,3560
14717.0,0,0,23100,0.3411,207,-2491,90,44830,0,52460,3560
14933.0,0,0,14100,0.38,239,-2000,90,44820,30,52460,3560
15150.0,0,0,6900,0.3,194,-1500,90,44790,30,52460,3560
15366.0,0,0,1500,0.22,145,-1000,90,44760,40,52460,3560
0.0,0,0,1500,0.3,197,743,90,52460,100,52460,3660
216.0,0,0,4200,0.5,326,1243,90,52360,120,52460,3660
432.0,0,0,8600,0.6365,408,1743,90,52240,150,52460,3660
648.0,0,0,14900,0.7448,467,2243,90,52080,180,52460,3660
864.0,0,0,23000,0.82,498,2000,90,51900,180,52460,3660
1081.0,0,0,30200,0.82,483,1500,90,51730,160,52460,3660
1297.0,0,0,35600,0.82,471,1000,90,51570,140,52460,3660
1513.0,0,0,39200,0.8189,470,500,90,51430,130,52460,3660
1729.0,0,0,41000,0.82,470,0,90,51300,110,52460,3660
1945.0,0,0,41000,0.82,470,0,90,51190,110,52460,3660
2161.0,0,0,41000,0.82,470,0,90,51080,110,52460,3660
2377.0,0,0,41000,0.82,470,0,90,50970,110,52460,3660
2593.0,0,0,41000,0.82,470,0,90,50850,110,52460,3660
2809.0,0,0,41000,0.82,470,0,90,50740,110,52460,3660
3025.0,0,0,41000,0.82,470,0,90,50630,110,52460,3660
3242.0,0,0,41000,0.82,470,0,90,50520,110,52460,3660
3458.0,0,0,41000,0.82,470,0,90,50400,110,52460,3660
3674.0,0,0,41000,0.82,470,0,90,50290,110,52460,3660
3890.0,0,0,41000,0.82,470,0,90,50180,110,52460,3660
4106.0,0,0,41000,0.82,470,0,90,50070,110,52460,3660
4322.0,0,0,41000,0.82,470,0,90,49960,110,52460,3660
4538.0,0,0,41000,0.82,470,0,90,49840,110,52460,3660
4754.0,0,0,41000,0.82,470,0,90,49730,110,52460,3660
4970.0,0,0,41000,0.82,470,0,90,49620,110,52460,3660
5186.0,0,0,41000,0.82,470,0,90,49510,110,52460,3660
5403.0,0,0,41000,0.82,470,0,90,49400,110,52460,3660
5619.0,0,0,41000,0.82,470,0,90,49290,110,52460,3660
5835.0,0,0,41000,0.82,470,0,90,49180,110,52460,3660
6051.0,0,0,41000,0.82,470,0,90,49070,110,52460,3660
6267.0,0,0,41000,0.82,470,0,90,48960,110,52460,3660
6483.0,0,0,41000,0.82,470,0,90,48840,110,52460,3660
6699.0,0,0,41000,0.82,470,0,90,48730,110,52460,3660
6915.0,0,0,41000,0.82,470,0,90,48620,110,52460,3660
7131.0,0,0,41000,0.82,470,0,90,48510,110,52460,3660
7347.0,0,0,41000,0.82,470,0,90,48400,110,52460,3660
7564.0,0,0,41000,0.82,470,0,90,48290,110,52460,3660
7780.0,0,0,41000,0.82,470,0,90,48180,110,52460,3660
7996.0,0,0,41000,0.82,470,0,90,48070,110,52460,3660
8212.0,0,0,41000,0.82,470,0,90,47960,110,52460,3660
8428.0,0,0,41000,0.82,470,0,90,47850,110,52460,3660
8644.0,0,0,41000,0.82,470,0,90,47740,110,52460,3660
8860.0,0,0,41000,0.82,470,0,90,47630,110,52460,3660
9076.0,0,0,41000,0.82,470,0,90,47520,110,52460,3660
9292.0,0,0,41000,0.82,470,0,90,47410,110,52460,3660
9508.0,0,0,41000,0.82,470,0,90,47300,110,52460,3660
9725.0,0,0,41000,0.82,470,0,90,47190,110,52460,3660
9941.0,0,0,41000,0.82,470,0,90,47080,110,52460,3660
10157.0,0,0,41000,0.82,470,0,90,46980,110,52460,3660
10373.0,0,0,41000,0.82,470,0,90,46870,110,52460,3660
10589.0,0,0,41000,0.82,470,0,90,46760,110,52460,3660
10805.0,0,0,41000,0.82,470,0,90,46650,110,52460,3660
11021.0,0,0,41000,0.82,470,0,90,46540,110,52460,3660
11237.0,0,0,41000,0.82,470,0,90,46430,110,52460,3660
11453.0,0,0,41000,0.82,470,0,90,46320,110,52460,3660
11669.0,0,0,41000,0.82,470,0,90,46220,110,52460,3660
11886.0,0,0,41000,0.82,470,0,90,46110,110,52460,3660
12102.0,0,0,41000,0.82,470,0,90,46000,110,52460,3660
12318.0,0,0,41000,0.82,470,0,90,45890,110,52460,3660
12534.0,0,0,41000,0.82,470,0,90,45780,110,52460,3660
12750.0,0,0,41000,0.82,470,0,90,45670,110,52460,3660
12966.0,0,0,41000,0.82,470,0,90,45570,110,52460,3660
13182.0,0,0,41000,0.82,470,0,90,45460,110,52460,3660
13398.0,0,0,41000,0.82,470,0,90,45350,110,52460,3660
13614.0,0,0,41000,0.82,470,0,90,45240,110,52460,3660
13830.0,0,0,41000,0.82,470,0,90,45140,110,52460,3660
14047.0,0,0,41000,0.82,470,0,90,45030,110,52460,3660
14263.0,0,0,41000,0.82,470,-494,90,44920,100,52460,3660
14479.0,0,0,39200,0.82,470,-994,90,44820,90,52460,3660
14695.0,0,0,35700,0.7202,414,-1494,90,44740,70,52460,3660
14911.0,0,0,30300,0.538,317,-1994,90,44670,40,52460,3660
15127.0,0,0,23100,0.338,205,-2494,90,44630,0,52460,3660
15343.0,0,0,14100,0.3786,238,-2000,90,44620,30,52460,3660
15559.0,0,0,6900,0.3,194,-1500,90,44590,30,52460,3660
15775.0,0,0,1500,0.2214,146,-1000,90,44560,40,52460,3660
0.0,0,0,1500,0.3,197,746,90,52460,100,52460,3760
216.0,0,0,4200,0.5,326,1246,90,52360,120,52460,3760
432.0,0,0,8700,0.6368,408,1746,90,52240,150,52460,3760
647.0,0,0,14900,0.7452,467,2246,90,52080,180,52460,3760
863.0,0,0,23000,0.82,498,2000,90,51900,180,52460,3760
1079.0,0,0,30200,0.82,483,1500,90,51730,160,52460,3760
1295.0,0,0,35600,0.82,471,1000,90,51570,140,52460,3760
1511.0,0,0,39200,0.8189,470,500,90,51430,130,52460,3760
1726.0,0,0,41000,0.82,470,0,90,51310,110,52460,3760
1942.0,0,0,41000,0.82,470,0,90,51190,110,52460,3760
2158.0,0,0,41000,0.82,470,0,90,51080,110,52460,3760
2374.0,0,0,41000,0.82,470,0,90,50970,110,52460,3760
2590.0,0,0,41000,0.82,470,0,90,50860,110,52460,3760
2805.0,0,0,41000,0.82,470,0,90,50740,110,52460,3760
3021.0,0,0,41000,0.82,470,0,90,50630,110,52460,3760
3237.0,0,0,41000,0.82,470,0,90,50520,110,52460,3760
3453.0,0,0,41000,0.82,470,0,90,50410,110,52460,3760
3669.0,0,0,41000,0.82,470,0,90,50300,110,52460,3760
3884.0,0,0,41000,0.82,470,0,90,50180,110,52460,3760
4100.0,0,0,41000,0.82,470,0,90,50070,110,52460,3760
4316.0,0,0,41000,0.82,470,0,90,49960,110,52460,3760
4532.0,0,0,41000,0.82,470,0,90,49850,110,52460,3760
4748.0,0,0,41000,0.82,470,0,90,49740,110,52460,3760
4963.0,0,0,41000,0.82,470,0,90,49630,110,52460,3760
5179.0,0,0,41000,0.82,470,0,90,49510,110,52460,3760
5395.0,0,0,41000,0.82,470,0,90,49400,110,52460,3760
5611.0,0,0,41000,0.82,470,0,90,49290,110,52460,3760
5827.0,0,0,41000,0.82,470,0,90,49180,110,52460,3760
6042.0,0,0,41000,0.82,470,0,90,49070,110,52460,3760
6258.0,0,0,41000,0.82,470,0,90,48960,110,52460,3760
6474.0,0,0,41000,0.82,470,0,90,48850,110,52460,3760
6690.0,0,0,41000,0.82,470,0,90,48740,110,52460,3760
6905.0,0,0,41000,0.82,470,0,90,48630,110,52460,3760
7121.0,0,0,41000,0.82,470,0,90,48520,110,52460,3760
7337.0,0,0,41000,0.82,470,0,90,48410,110,52460,3760
7553.0,0,0,41000,0.82,470,0,90,48300,110,52460,3760
7769.0,0,0,41000,0.82,470,0,90,48190,110,52460,3760
7984.0,0,0,41000,0.82,470,0,90,48080,110,52460,3760
8200.0,0,0,41000,0.82,470,0,90,47970,110,52460,3760
8416.0,0,0,41000,0.82,470,0,90,47860,110,52460,3760
8632.0,0,0,41000,0.82,470,0,90,47750,110,52460,3760
8848.0,0,0,41000,0.82,470,0,90,47640,110,52460,3760
9063.0,0,0,41000,0.82,470,0,90,47530,110,52460,3760
9279.0,0,0,41000,0.82,470,0,90,47420,110,52460,3760
9495.0,0,0,41000,0.82,470,0,90,47310,110,52460,3760
9711.0,0,0,41000,0.82,470,0,90,47200,110,52460,3760
9927.0,0,0,41000,0.82,470,0,90,47090,110,52460,3760
10142.0,0,0,41000,0.82,470,0,90,46980,110,52460,3760
10358.0,0,0,41000,0.82,470,0,90,46870,110,52460,3760
10574.0,0,0,41000,0.82,470,0,90,46760,110,52460,3760
10790.0,0,0,41000,0.82,470,0,90,46660,110,52460,3760
11006.0,0,0,41000,0.82,470,0,90,46550,110,52460,3760
11221.0,0,0,41000,0.82,470,0,90,46440,110,52460,3760
11437.0,0,0,41000,0.82,470,0,90,46330,110,52460,3760
11653.0,0,0,41000,0.82,470,0,90,46220,110,52460,3760
11869.0,0,0,41000,0.82,470,0,90,46120,110,52460,3760
12085.0,0,0,41000,0.82,470,0,90,46010,110,52460,3760
12300.0,0,0,41000,0.82,470,0,90,45900,110,52460,3760
12516.0,0,0,41000,0.82,470,0,90,45790,110,52460,3760
12732.0,0,0,41000,0.82,470,0,90,45680,110,52460,3760
12948.0,0,0,41000,0.82,470,0,90,45580,110,52460,3760
13164.0,0,0,41000,0.82,470,0,90,45470,110,52460,3760
13379.0,0,0,41000,0.82,470,0,90,45360,110,52460,3760
13595.0,0,0,41000,0.82,470,0,90,45250,110,52460,3760
13811.0,0,0,41000,0.82,470,0,90,45140,110,52460,3760
14027.0,0,0,41000,0.82,470,0,90,45040,110,52460,3760
14243.0,0,0,41000,0.82,470,0,90,44930,110,52460,3760
14458.0,0,0,41000,0.82,470,0,90,44820,110,52460,3760
14674.0,0,0,41000,0.82,470,-497,90,44720,100,52460,3760
14890.0,0,0,39200,0.82,470,-997,90,44620,90,52460,3760
15106.0,0,0,35600,0.7179,413,-1497,90,44530,70,52460,3760
15322.0,0,0,30300,0.535,315,-1997,90,44460,40,52460,3760
15537.0,0,0,23100,0.335,203,-2497,90,44420,0,52460,3760
15753.0,0,0,14100,0.3771,237,-2000,90,44420,30,52460,3760
15969.0,0,0,6900,0.3,194,-1500,90,44390,30,52460,3760
16185.0,0,0,1500,0.2229,147,-1000,90,44350,40,52460,3760
0.0,0,0,1500,0.3,197,750,90,52460,100,52460,3860
216.0,0,0,4200,0.5,326,1250,90,52360,120,52460,3860
431.0,0,0,8700,0.637,409,1750,90,52240,150,52460,3860
647.0,0,0,15000,0.7456,467,2250,90,52080,180,52460,3860
862.0,0,0,23100,0.82,498,2000,90,51910,180,52460,3860
1078.0,0,0,30200,0.82,483,1500,90,51730,160,52460,3860
1293.0,0,0,35600,0.82,471,1000,90,51580,140,52460,3860
1509.0,0,0,39200,0.8189,470,500,90,51430,130,52460,3860
1724.0,0,0,41000,0.82,470,0,90,51310,110,52460,3860
1940.0,0,0,41000,0.82,470,0,90,51200,110,52460,3860
2155.0,0,0,41000,0.82,470,0,90,51080,110,52460,3860
2371.0,0,0,41000,0.82,470,0,90,50970,110,52460,3860
2586.0,0,0,41000,0.82,470,0,90,50860,110,52460,3860
2802.0,0,0,41000,0.82,470,0,90,50740,110,52460,3860
3017.0,0,0,41000,0.82,470,0,90,50630,110,52460,3860
3233.0,0,0,41000,0.82,470,0,90,50520,110,52460,3860
3448.0,0,0,41000,0.82,470,0,90,50410,110,52460,3860
3664.0,0,0,41000,0.82,470,0,90,50300,110,52460,3860
3879.0,0,0,41000,0.82,470,0,90,50190,110,52460,3860
4095.0,0,0,41000,0.82,470,0,90,50070,110,52460,3860
4310.0,0,0,41000,0.82,470,0,90,49960,110,52460,3860
4526.0,0,0,41000,0.82,470,0,90,49850,110,52460,3860
4741.0,0,0,41000,0.82,470,0,90,49740,110,52460,3860
4957.0,0,0,41000,0.82,470,0,90,49630,110,52460,3860
5172.0,0,0,41000,0.82,470,0,90,49520,110,52460,3860
5388.0,0,0,41000,0.82,470,0,90,49410,110,52460,3860
5603.0,0,0,41000,0.82,470,0,90,49300,110,52460,3860
5819.0,0,0,41000,0.82,470,0,90,49180,110,52460,3860
6034.0,0,0,41000,0.82,470,0,90,49070,110,52460,3860
6250.0,0,0,41000,0.82,470,0,90,48960,110,52460,3860
6465.0,0,0,41000,0.82,470,0,90,48850,110,52460,3860
6681.0,0,0,41000,0.82,470,0,90,48740,110,52460,3860
6896.0,0,0,41000,0.82,470,0,90,48630,110,52460,3860
7112.0,0,0,41000,0.82,470,0,90,48520,110,52460,3860
7327.0,0,0,41000,0.82,470,0,90,48410,110,52460,3860
7543.0,0,0,41000,0.82,470,0,90,48300,110,52460,3860
7758.0,0,0,41000,0.82,470,0,90,48190,110,52460,3860
7974.0,0,0,41000,0.82,470,0,90,48080,110,52460,3860
8189.0,0,0,41000,0.82,470,0,90,47970,110,52460,3860
8405.0,0,0,41000,0.82,470,0,90,47860,110,52460,3860
8620.0,0,0,41000,0.82,470,0,90,47750,110,52460,3860
8836.0,0,0,41000,0.82,470,0,90,47640,110,52460,3860
9051.0,0,0,41000,0.82,470,0,90,47540,110,52460,3860
9267.0,0,0,41000,0.82,470,0,90,47430,110,52460,3860
9483.0,0,0,41000,0.82,470,0,90,47320,110,52460,3860
9698.0,0,0,41000,0.82,470,0,90,47210,110,52460,3860
9914.0,0,0,41000,0.82,470,0,90,47100,110,52460,3860
10129.0,0,0,41000,0.82,470,0,90,46990,110,52460,3860
10345.0,0,0,41000,0.82,470,0,90,46880,110,52460,3860
10560.0,0,0,41000,0.82,470,0,90,46770,110,52460,3860
10776.0,0,0,41000,0.82,470,0,90,46660,110,52460,3860
10991.0,0,0,41000,0.82,470,0,90,46560,110,52460,3860
11207.0,0,0,41000,0.82,470,0,90,46450,110,52460,3860
11422.0,0,0,41000,0.82,470,0,90,46340,110,52460,3860
11638.0,0,0,41000,0.82,470,0,90,46230,110,52460,3860
11853.0,0,0,41000,0.82,470,0,90,46120,110,52460,3860
12069.0,0,0,41000,0.82,470,0,90,46010,110,52460,3860
12284.0,0,0,41000,0.82,470,0,90,45910,110,52460,3860
12500.0,0,0,41000,0.82,470,0,90,45800,110,52460,3860
12715.0,0,0,41000,0.82,470,0,90,45690,110,52460,3860
12931.0,0,0,41000,0.82,470,0,90,45580,110,52460,3860
13146.0,0,0,41000,0.82,470,0,90,45480,110,52460,3860
13362.0,0,0,41000,0.82,470,0,90,45370,110,52460,3860
13577.0,0,0,41000,0.82,470,0,90,45260,110,52460,3860
13793.0,0,0,41000,0.82,470,0,90,45150,110,52460,3860
14008.0,0,0,41000,0.82,470,0,90,45050,110,52460,3860
14224.0,0,0,41000,0.82,470,0,90,44940,110,52460,3860
14439.0,0,0,41000,0.82,470,0,90,44830,110,52460,3860
14655.0,0,0,41000,0.82,470,0,90,44720,110,52460,3860
14870.0,0,0,41000,0.82,470,0,90,44620,110,52460,3860
