ts,x,y,alt,mach,tas,vs,heading,mass,fuel,takeoff_mass,flight_distance
0.0,0,0,1500,0.3,197,1000,90,51120,40,51120,500
85.0,0,0,2900,0.5,327,1500,90,51080,50,51120,500
170.0,0,0,5000,0.5868,381,2000,90,51030,60,51120,500
255.0,0,0,7900,0.6344,408,2500,90,50970,70,51120,500
340.0,0,0,11400,0.6742,428,2500,90,50900,70,51120,500
424.0,0,0,14900,0.7185,450,2500,90,50830,70,51120,500
509.0,0,0,18500,0.7682,475,2500,90,50760,70,51120,500
594.0,0,0,22000,0.82,500,2500,90,50690,70,51120,500
679.0,0,0,25600,0.82,492,2500,90,50620,70,51120,500
764.0,0,0,29100,0.82,485,2453,90,50540,70,51120,500
849.0,0,0,32600,0.8181,477,1953,90,50470,70,51120,500
934.0,0,0,35300,0.8163,470,1453,90,50410,60,51120,500
1019.0,0,0,37400,0.8187,470,953,90,50350,50,51120,500
1104.0,0,0,38700,0.82,470,661,90,50300,50,51120,500
1189.0,0,0,39700,0.82,470,482,90,50240,50,51120,500
1273.0,0,0,40300,0.82,470,174,90,50200,50,51120,500
1358.0,0,0,40600,0.82,470,-326,90,50150,40,51120,500
1443.0,0,0,40100,0.82,470,-826,90,50110,40,51120,500
1528.0,0,0,39000,0.82,470,-1326,90,50070,30,51120,500
1613.0,0,0,37100,0.7946,456,-1826,90,50040,30,51120,500
1698.0,0,0,34500,0.66,381,-2326,90,50010,20,51120,500
1783.0,0,0,31200,0.557,327,-2500,90,50000,10,51120,500
1868.0,0,0,27700,0.4898,292,-2500,90,49990,10,51120,500
1953.0,0,0,24100,0.4336,262,-2500,90,49980,0,51120,500
2037.0,0,0,20600,0.3892,239,-2500,90,49980,0,51120,500
2122.0,0,0,17100,0.3591,223,-2500,90,49970,0,51120,500
2207.0,0,0,13500,0.3482,219,-2500,90,49970,0,51120,500
2292.0,0,0,10000,0.358,229,-2500,90,49960,10,51120,500
2377.0,0,0,6500,0.401,259,-2000,90,49960,10,51120,500
2462.0,0,0,3600,0.3,196,-1500,90,49940,10,51120,500
2547.0,0,0,1500,0.199,131,-1000,90,49930,20,51120,500
0.0,0,0,1500,0.3,197,1000,90,51120,50,51120,600
99.0,0,0,3200,0.5,327,1500,90,51070,60,51120,600
198.0,0,0,5600,0.5944,386,2000,90,51010,70,51120,600
297.0,0,0,8900,0.6488,416,2500,90,50940,80,51120,600
396.0,0,0,13100,0.6976,440,2500,90,50860,80,51120,600
495.0,0,0,17200,0.7532,468,2500,90,50780,80,51120,600
594.0,0,0,21300,0.8168,499,2500,90,50700,90,51120,600
693.0,0,0,25400,0.82,493,2500,90,50610,90,51120,600
792.0,0,0,29600,0.82,484,2248,90,50530,80,51120,600
891.0,0,0,33300,0.82,476,1748,90,50450,70,51120,600
990.0,0,0,36200,0.8165,468,1248,90,50380,70,51120,600
1089.0,0,0,38200,0.82,470,756,90,50310,60,51120,600
1189.0,0,0,39500,0.82,470,521,90,50250,60,51120,600
1288.0,0,0,40300,0.82,470,350,90,50190,60,51120,600
1387.0,0,0,40900,0.82,470,64,90,50130,50,51120,600
1486.0,0,0,41000,0.82,470,0,90,50080,50,51120,600
1585.0,0,0,41000,0.82,470,0,90,50030,50,51120,600
1684.0,0,0,41000,0.82,470,-87,90,49980,50,51120,600
1783.0,0,0,40900,0.82,470,-587,90,49930,40,51120,600
1882.0,0,0,39900,0.82,470,-1087,90,49880,40,51120,600
1981.0,0,0,38100,0.82,470,-1587,90,49850,30,51120,600
2080.0,0,0,35500,0.711,409,-2087,90,49810,20,51120,600
2179.0,0,0,32000,0.5653,330,-2500,90,49790,10,51120,600
2278.0,0,0,27900,0.486,289,-2500,90,49780,10,51120,600
2377.0,0,0,23800,0.4218,255,-2500,90,49770,0,51120,600
2476.0,0,0,19700,0.374,230,-2500,90,49760,0,51120,600
2575.0,0,0,15500,0.3478,217,-2500,90,49760,0,51120,600
2674.0,0,0,11400,0.3503,222,-2500,90,49750,10,51120,600
2773.0,0,0,7300,0.3995,258,-2000,90,49750,20,51120,600
2872.0,0,0,4000,0.3,196,-1500,90,49730,20,51120,600
2971.0,0,0,1500,0.2005,132,-1000,90,49720,20,51120,600
0.0,0,0,1500,0.3,197,1000,90,51120,60,51120,700
113.0,0,0,3400,0.5,327,1500,90,51060,70,51120,700
226.0,0,0,6200,0.6038,391,2000,90,51000,80,51120,700
339.0,0,0,10000,0.6654,425,2500,90,50920,90,51120,700
452.0,0,0,14700,0.7241,454,2500,90,50830,100,51120,700
565.0,0,0,19400,0.7924,488,2500,90,50730,100,51120,700
678.0,0,0,24100,0.82,495,2500,90,50640,100,51120,700
791.0,0,0,28800,0.82,486,2213,90,50540,90,51120,700
903.0,0,0,33000,0.82,477,1713,90,50450,80,51120,700
1016.0,0,0,36200,0.8175,469,1213,90,50360,80,51120,700
1129.0,0,0,38500,0.82,470,713,90,50290,70,51120,700
1242.0,0,0,39800,0.82,470,456,90,50220,60,51120,700
1355.0,0,0,40700,0.82,470,186,90,50160,60,51120,700
1468.0,0,0,41000,0.82,470,0,90,50090,60,51120,700
1581.0,0,0,41000,0.82,470,0,90,50040,60,51120,700
1694.0,0,0,41000,0.82,470,0,90,49980,60,51120,700
1807.0,0,0,41000,0.82,470,0,90,49920,60,51120,700
1920.0,0,0,41000,0.82,470,0,90,49860,60,51120,700
2033.0,0,0,41000,0.82,470,0,90,49800,60,51120,700
2146.0,0,0,41000,0.82,470,-498,90,49740,50,51120,700
2259.0,0,0,40100,0.82,470,-998,90,49690,50,51120,700
2372.0,0,0,38200,0.82,470,-1498,90,49650,40,51120,700
2484.0,0,0,35400,0.7195,414,-1998,90,49610,30,51120,700
2597.0,0,0,31600,0.5551,325,-2498,90,49580,10,51120,700
2710.0,0,0,26900,0.4685,280,-2500,90,49560,10,51120,700
2823.0,0,0,22200,0.4021,245,-2500,90,49560,0,51120,700
2936.0,0,0,17500,0.36,223,-2500,90,49550,0,51120,700
3049.0,0,0,12800,0.3521,222,-2500,90,49540,10,51120,700
3162.0,0,0,8100,0.403,259,-2000,90,49540,20,51120,700
3275.0,0,0,4300,0.3,195,-1500,90,49520,20,51120,700
3388.0,0,0,1500,0.197,130,-1000,90,49500,20,51120,700
0.0,0,0,1500,0.3,197,1000,90,51120,60,51120,800
127.0,0,0,3600,0.5,327,1500,90,51060,70,51120,800
254.0,0,0,6800,0.6109,395,2000,90,50980,90,51120,800
381.0,0,0,11000,0.6802,433,2500,90,50890,100,51120,800
508.0,0,0,16300,0.7496,467,2500,90,50790,110,51120,800
636.0,0,0,21600,0.82,500,2500,90,50680,110,51120,800
763.0,0,0,26900,0.82,490,2287,90,50570,110,51120,800
890.0,0,0,31800,0.82,480,1787,90,50470,100,51120,800
1017.0,0,0,35600,0.819,471,1287,90,50370,90,51120,800
1144.0,0,0,38300,0.8191,470,787,90,50280,80,51120,800
1271.0,0,0,39900,0.82,470,428,90,50210,70,51120,800
1398.0,0,0,40900,0.82,470,75,90,50130,70,51120,800
1525.0,0,0,41000,0.82,470,0,90,50070,70,51120,800
1652.0,0,0,41000,0.82,470,0,90,50000,70,51120,800
1779.0,0,0,41000,0.82,470,0,90,49940,70,51120,800
1907.0,0,0,41000,0.82,470,0,90,49870,70,51120,800
2034.0,0,0,41000,0.82,470,0,90,49800,70,51120,800
2161.0,0,0,41000,0.82,470,0,90,49740,70,51120,800
2288.0,0,0,41000,0.82,470,0,90,49670,70,51120,800
2415.0,0,0,41000,0.82,470,-30,90,49610,70,51120,800
2542.0,0,0,40900,0.82,470,-530,90,49540,60,51120,800
2669.0,0,0,39800,0.82,470,-1030,90,49480,50,51120,800
2796.0,0,0,37600,0.82,470,-1530,90,49430,40,51120,800
2923.0,0,0,34400,0.6819,394,-2030,90,49390,30,51120,800
3051.0,0,0,30100,0.5129,302,-2500,90,49360,10,51120,800
3178.0,0,0,24800,0.4256,256,-2500,90,49340,10,51120,800
3305.0,0,0,19500,0.3653,225,-2500,90,49340,0,51120,800
3432.0,0,0,14200,0.3433,216,-2500,90,49330,0,51120,800
3559.0,0,0,8900,0.3993,256,-2000,90,49330,20,51120,800
3686.0,0,0,4700,0.3,195,-1500,90,49310,20,51120,800
3813.0,0,0,1500,0.2007,132,-1000,90,49290,20,51120,800
0.0,0,0,1500,0.3,197,981,90,51120,70,51120,900
141.0,0,0,3800,0.5,326,1481,90,51050,80,51120,900
282.0,0,0,7300,0.6183,399,1981,90,50970,100,51120,900
423.0,0,0,12000,0.695,440,2481,90,50870,120,51120,900
565.0,0,0,17800,0.7764,481,2500,90,50750,120,51120,900
706.0,0,0,23700,0.82,496,2462,90,50630,120,51120,900
847.0,0,0,29500,0.82,484,1962,90,50510,110,51120,900
988.0,0,0,34100,0.82,475,1462,90,50400,100,51120,900
1129.0,0,0,37500,0.8183,469,962,90,50300,90,51120,900
1270.0,0,0,39800,0.82,470,462,90,50210,80,51120,900
1411.0,0,0,40900,0.82,470,62,90,50130,70,51120,900
1553.0,0,0,41000,0.82,470,0,90,50060,70,51120,900
1694.0,0,0,41000,0.82,470,0,90,49980,70,51120,900
1835.0,0,0,41000,0.82,470,0,90,49910,70,51120,900
1976.0,0,0,41000,0.82,470,0,90,49840,70,51120,900
2117.0,0,0,41000,0.82,470,0,90,49760,70,51120,900
2258.0,0,0,41000,0.82,470,0,90,49690,70,51120,900
2399.0,0,0,41000,0.82,470,0,90,49620,70,51120,900
2541.0,0,0,41000,0.82,470,0,90,49540,70,51120,900
2682.0,0,0,41000,0.82,470,0,90,49470,70,51120,900
2823.0,0,0,41000,0.82,470,-159,90,49400,70,51120,900
2964.0,0,0,40600,0.82,470,-659,90,49330,60,51120,900
3105.0,0,0,39100,0.82,470,-1159,90,49270,50,51120,900
3246.0,0,0,36400,0.7741,444,-1659,90,49210,40,51120,900
3387.0,0,0,32500,0.6176,360,-2159,90,49170,30,51120,900
3529.0,0,0,27400,0.4618,275,-2500,90,49140,10,51120,900
3670.0,0,0,21500,0.3829,234,-2500,90,49130,0,51120,900
3811.0,0,0,15600,0.3459,216,-2500,90,49120,0,51120,900
3952.0,0,0,9700,0.4014,256,-2000,90,49120,20,51120,900
4093.0,0,0,5000,0.3,195,-1500,90,49090,20,51120,900
4234.0,0,0,1500,0.1986,131,-1000,90,49070,30,51120,900
0.0,0,0,1500,0.3,197,1000,90,51120,80,51120,990
155.0,0,0,4100,0.5,326,1500,90,51040,90,51120,990
310.0,0,0,8000,0.6288,404,2000,90,50950,110,51120,990
465.0,0,0,13100,0.7148,451,2500,90,50840,130,51120,990
620.0,0,0,19600,0.8092,498,2500,90,50710,140,51120,990
775.0,0,0,26000,0.82,491,2158,90,50580,130,51120,990
930.0,0,0,31600,0.82,480,1658,90,50450,110,51120,990
1085.0,0,0,35900,0.82,471,1158,90,50340,100,51120,990
1240.0,0,0,38900,0.8195,470,658,90,50230,90,51120,990
1395.0,0,0,40600,0.82,470,158,90,50140,80,51120,990
1551.0,0,0,41000,0.82,470,0,90,50060,80,51120,990
1706.0,0,0,41000,0.82,470,0,90,49980,80,51120,990
1861.0,0,0,41000,0.82,470,0,90,49900,80,51120,990
2016.0,0,0,41000,0.82,470,0,90,49820,80,51120,990
2171.0,0,0,41000,0.82,470,0,90,49740,80,51120,990
2326.0,0,0,41000,0.82,470,0,90,49660,80,51120,990
2481.0,0,0,41000,0.82,470,0,90,49580,80,51120,990
2636.0,0,0,41000,0.82,470,0,90,49500,80,51120,990
2791.0,0,0,41000,0.82,470,0,90,49420,80,51120,990
2946.0,0,0,41000,0.82,470,0,90,49340,80,51120,990
3101.0,0,0,41000,0.82,470,0,90,49260,80,51120,990
3256.0,0,0,41000,0.82,470,-358,90,49180,70,51120,990
3411.0,0,0,40100,0.82,470,-858,90,49100,60,51120,990
3566.0,0,0,37900,0.82,470,-1358,90,49040,60,51120,990
3721.0,0,0,34400,0.6967,403,-1858,90,48980,40,51120,990
3876.0,0,0,29600,0.5227,309,-2358,90,48940,20,51120,990
4031.0,0,0,23500,0.4011,243,-2500,90,48920,10,51120,990
4186.0,0,0,17000,0.3478,216,-2500,90,48910,0,51120,990
4341.0,0,0,10500,0.402,256,-2000,90,48900,20,51120,990
4497.0,0,0,5400,0.3,195,-1500,90,48880,20,51120,990
4652.0,0,0,1500,0.198,130,-1000,90,48860,30,51120,990
0.0,0,0,1500,0.3,197,894,90,51120,80,51120,1090
169.0,0,0,4000,0.5,326,1394,90,51040,100,51120,1090
339.0,0,0,8000,0.626,403,1894,90,50940,120,51120,1090
508.0,0,0,13300,0.7152,451,2394,90,50820,140,51120,1090
677.0,0,0,20100,0.82,504,2486,90,50680,150,51120,1090
846.0,0,0,27100,0.82,489,1986,90,50540,130,51120,1090
1016.0,0,0,32700,0.82,478,1486,90,50400,120,51120,1090
1185.0,0,0,36900,0.82,470,986,90,50280,110,51120,1090
1354.0,0,0,39600,0.82,470,486,90,50170,100,51120,1090
1524.0,0,0,41000,0.82,470,0,90,50080,90,51120,1090
1693.0,0,0,41000,0.82,470,0,90,49990,90,51120,1090
1862.0,0,0,41000,0.82,470,0,90,49900,90,51120,1090
2032.0,0,0,41000,0.82,470,0,90,49810,90,51120,1090
2201.0,0,0,41000,0.82,470,0,90,49720,90,51120,1090
2370.0,0,0,41000,0.82,470,0,90,49640,90,51120,1090
2539.0,0,0,41000,0.82,470,0,90,49550,90,51120,1090
2709.0,0,0,41000,0.82,470,0,90,49460,90,51120,1090
2878.0,0,0,41000,0.82,470,0,90,49380,90,51120,1090
3047.0,0,0,41000,0.82,470,0,90,49290,90,51120,1090
3217.0,0,0,41000,0.82,470,0,90,49200,90,51120,1090
3386.0,0,0,41000,0.82,470,0,90,49120,90,51120,1090
3555.0,0,0,41000,0.82,470,-101,90,49030,80,51120,1090
3724.0,0,0,40700,0.82,470,-601,90,48940,70,51120,1090
3894.0,0,0,39000,0.82,470,-1101,90,48870,70,51120,1090
4063.0,0,0,35900,0.7606,437,-1601,90,48800,50,51120,1090
4232.0,0,0,31400,0.5954,349,-2101,90,48740,30,51120,1090
4402.0,0,0,25500,0.4223,254,-2500,90,48710,10,51120,1090
4571.0,0,0,18400,0.3514,217,-2500,90,48700,0,51120,1090
4740.0,0,0,11400,0.4024,256,-2000,90,48700,20,51120,1090
4909.0,0,0,5700,0.3,194,-1500,90,48670,30,51120,1090
5079.0,0,0,1500,0.1976,130,-1000,90,48640,30,51120,1090
0.0,0,0,1500,0.3,197,897,90,51120,90,51120,1190
183.0,0,0,4200,0.5,326,1397,90,51030,100,51120,1190
366.0,0,0,8500,0.6353,408,1897,90,50930,130,51120,1190
549.0,0,0,14300,0.7335,461,2397,90,50790,150,51120,1190
733.0,0,0,21600,0.82,500,2271,90,50640,160,51120,1190
916.0,0,0,28500,0.82,486,1771,90,50490,140,51120,1190
1099.0,0,0,34000,0.82,475,1271,90,50350,130,51120,1190
1282.0,0,0,37800,0.82,470,771,90,50230,110,51120,1190
1465.0,0,0,40200,0.82,470,271,90,50110,100,51120,1190
1648.0,0,0,41000,0.82,470,0,90,50010,90,51120,1190
1832.0,0,0,41000,0.82,470,0,90,49920,90,51120,1190
2015.0,0,0,41000,0.82,470,0,90,49820,90,51120,1190
2198.0,0,0,41000,0.82,470,0,90,49730,90,51120,1190
2381.0,0,0,41000,0.82,470,0,90,49630,90,51120,1190
2564.0,0,0,41000,0.82,470,0,90,49540,90,51120,1190
2747.0,0,0,41000,0.82,470,0,90,49450,90,51120,1190
2931.0,0,0,41000,0.82,470,0,90,49350,90,51120,1190
3114.0,0,0,41000,0.82,470,0,90,49260,90,51120,1190
3297.0,0,0,41000,0.82,470,0,90,49160,90,51120,1190
3480.0,0,0,41000,0.82,470,0,90,49070,90,51120,1190
3663.0,0,0,41000,0.82,470,0,90,48980,90,51120,1190
3846.0,0,0,41000,0.82,470,0,90,48880,90,51120,1190
4030.0,0,0,41000,0.82,470,-389,90,48790,90,51120,1190
4213.0,0,0,39800,0.82,470,-889,90,48700,80,51120,1190
4396.0,0,0,37100,0.8137,467,-1389,90,48620,70,51120,1190
4579.0,0,0,32900,0.6529,380,-1889,90,48560,40,51120,1190
4762.0,0,0,27100,0.4681,279,-2389,90,48510,20,51120,1190
4945.0,0,0,19800,0.3603,221,-2500,90,48490,0,51120,1190
5128.0,0,0,12200,0.4052,257,-2000,90,48480,30,51120,1190
5312.0,0,0,6100,0.3,194,-1500,90,48460,30,51120,1190
5495.0,0,0,1500,0.1948,128,-1000,90,48430,40,51120,1190
0.0,0,0,1500,0.3,197,1000,90,51120,100,51120,1290
197.0,0,0,4800,0.5,325,1500,90,51020,120,51120,1290
395.0,0,0,9700,0.6561,419,2000,90,50900,150,51120,1290
592.0,0,0,16300,0.7713,481,2500,90,50760,170,51120,1290
789.0,0,0,24500,0.82,495,2003,90,50590,160,51120,1290
986.0,0,0,31100,0.82,481,1503,90,50430,140,51120,1290
1184.0,0,0,36000,0.82,470,1003,90,50290,130,51120,1290
1381.0,0,0,39300,0.82,470,503,90,50160,110,51120,1290
1578.0,0,0,41000,0.82,470,3,90,50050,100,51120,1290
1775.0,0,0,41000,0.82,470,0,90,49950,100,51120,1290
1973.0,0,0,41000,0.82,470,0,90,49840,100,51120,1290
2170.0,0,0,41000,0.82,470,0,90,49740,100,51120,1290
2367.0,0,0,41000,0.82,470,0,90,49640,100,51120,1290
2565.0,0,0,41000,0.82,470,0,90,49540,100,51120,1290
2762.0,0,0,41000,0.82,470,0,90,49440,100,51120,1290
2959.0,0,0,41000,0.82,470,0,90,49340,100,51120,1290
3156.0,0,0,41000,0.82,470,0,90,49240,100,51120,1290
3354.0,0,0,41000,0.82,470,0,90,49130,100,51120,1290
3551.0,0,0,41000,0.82,470,0,90,49030,100,51120,1290
3748.0,0,0,41000,0.82,470,0,90,48930,100,51120,1290
3946.0,0,0,41000,0.82,470,0,90,48830,100,51120,1290
4143.0,0,0,41000,0.82,470,0,90,48730,100,51120,1290
4340.0,0,0,41000,0.82,470,-203,90,48630,100,51120,1290
4537.0,0,0,40300,0.82,470,-703,90,48530,90,51120,1290
4735.0,0,0,38000,0.82,470,-1203,90,48450,80,51120,1290
4932.0,0,0,34100,0.6952,402,-1703,90,48370,50,51120,1290
5129.0,0,0,28500,0.5164,306,-2203,90,48310,30,51120,1290
5326.0,0,0,21200,0.3639,222,-2500,90,48280,0,51120,1290
5524.0,0,0,13000,0.4035,255,-2000,90,48270,30,51120,1290
5721.0,0,0,6400,0.3,194,-1500,90,48240,30,51120,1290
5918.0,0,0,1500,0.1965,129,-1000,90,48210,40,51120,1290
0.0,0,0,1500,0.3,197,900,90,51120,100,51120,1390
212.0,0,0,4700,0.5,325,1400,90,51020,120,51120,1390
423.0,0,0,9600,0.6517,417,1900,90,50900,160,51120,1390
635.0,0,0,16300,0.7694,480,2400,90,50740,180,51120,1390
847.0,0,0,24800,0.82,494,1900,90,50560,170,51120,1390
1058.0,0,0,31500,0.82,480,1400,90,50400,150,51120,1390
1270.0,0,0,36400,0.82,470,900,90,50250,130,51120,1390
1481.0,0,0,39600,0.82,470,400,90,50120,120,51120,1390
1693.0,0,0,41000,0.82,470,0,90,50000,110,51120,1390
1905.0,0,0,41000,0.82,470,0,90,49880,110,51120,1390
2116.0,0,0,41000,0.82,470,0,90,49780,110,51120,1390
2328.0,0,0,41000,0.82,470,0,90,49670,110,51120,1390
2540.0,0,0,41000,0.82,470,0,90,49560,110,51120,1390
2751.0,0,0,41000,0.82,470,0,90,49450,110,51120,1390
2963.0,0,0,41000,0.82,470,0,90,49340,110,51120,1390
3174.0,0,0,41000,0.82,470,0,90,49230,110,51120,1390
3386.0,0,0,41000,0.82,470,0,90,49120,110,51120,1390
3598.0,0,0,41000,0.82,470,0,90,49010,110,51120,1390
3809.0,0,0,41000,0.82,470,0,90,48900,110,51120,1390
4021.0,0,0,41000,0.82,470,0,90,48800,110,51120,1390
4233.0,0,0,41000,0.82,470,0,90,48690,110,51120,1390
4444.0,0,0,41000,0.82,470,0,90,48580,110,51120,1390
4656.0,0,0,41000,0.82,470,-40,90,48470,110,51120,1390
4868.0,0,0,40900,0.82,470,-540,90,48360,90,51120,1390
5079.0,0,0,39000,0.82,470,-1040,90,48270,80,51120,1390
5291.0,0,0,35300,0.7372,424,-1540,90,48180,70,51120,1390
5502.0,0,0,29900,0.5605,331,-2040,90,48110,40,51120,1390
5714.0,0,0,22700,0.3722,226,-2500,90,48070,10,51120,1390
5926.0,0,0,13800,0.4038,254,-2000,90,48060,30,51120,1390
6137.0,0,0,6800,0.3,194,-1500,90,48030,30,51120,1390
6349.0,0,0,1500,0.1962,129,-1000,90,48000,40,51120,1390
0.0,0,0,1500,0.3,197,813,90,51120,100,51120,1490
226.0,0,0,4600,0.5,326,1313,90,51010,130,51120,1490
451.0,0,0,9500,0.6492,415,1813,90,50880,160,51120,1490
677.0,0,0,16300,0.7692,479,2313,90,50720,190,51120,1490
903.0,0,0,25000,0.82,494,1813,90,50540,180,51120,1490
1128.0,0,0,31800,0.82,479,1313,90,50360,160,51120,1490
1354.0,0,0,36800,0.82,470,813,90,50210,140,51120,1490
1579.0,0,0,39800,0.82,470,313,90,50070,130,51120,1490
1805.0,0,0,41000,0.82,470,0,90,49940,120,51120,1490
2031.0,0,0,41000,0.82,470,0,90,49820,120,51120,1490
2256.0,0,0,41000,0.82,470,0,90,49710,120,51120,1490
2482.0,0,0,41000,0.82,470,0,90,49590,120,51120,1490
2708.0,0,0,41000,0.82,470,0,90,49480,120,51120,1490
2933.0,0,0,41000,0.82,470,0,90,49360,120,51120,1490
3159.0,0,0,41000,0.82,470,0,90,49240,120,51120,1490
3384.0,0,0,41000,0.82,470,0,90,49130,120,51120,1490
3610.0,0,0,41000,0.82,470,0,90,49010,120,51120,1490
3836.0,0,0,41000,0.82,470,0,90,48900,120,51120,1490
4061.0,0,0,41000,0.82,470,0,90,48780,120,51120,1490
4287.0,0,0,41000,0.82,470,0,90,48660,120,51120,1490
4513.0,0,0,41000,0.82,470,0,90,48550,120,51120,1490
4738.0,0,0,41000,0.82,470,0,90,48430,120,51120,1490
4964.0,0,0,41000,0.82,470,0,90,48320,120,51120,1490
5190.0,0,0,41000,0.82,470,-401,90,48200,100,51120,1490
5415.0,0,0,39500,0.82,470,-901,90,48100,90,51120,1490
5641.0,0,0,36100,0.7725,443,-1401,90,48000,80,51120,1490
5866.0,0,0,30800,0.5975,351,-1901,90,47920,50,51120,1490
6092.0,0,0,23700,0.4061,246,-2401,90,47870,10,51120,1490
6318.0,0,0,14700,0.4085,256,-2000,90,47860,30,51120,1490
6543.0,0,0,7100,0.3,194,-1500,90,47820,30,51120,1490
6769.0,0,0,1500,0.1915,126,-1000,90,47790,40,51120,1490
0.0,0,0,1500,0.3,197,778,90,51120,100,51120,1590
232.0,0,0,4500,0.5,326,1278,90,51010,130,51120,1590
464.0,0,0,9400,0.6473,414,1778,90,50880,170,51120,1590
695.0,0,0,16300,0.7682,479,2278,90,50720,200,51120,1590
927.0,0,0,25100,0.82,493,1778,90,50520,180,51120,1590
1159.0,0,0,32000,0.82,479,1278,90,50350,160,51120,1590
1391.0,0,0,36900,0.82,470,778,90,50190,140,51120,1590
1623.0,0,0,39900,0.82,470,278,90,50040,130,51120,1590
1854.0,0,0,41000,0.82,470,0,90,49920,120,51120,1590
2086.0,0,0,41000,0.82,470,0,90,49800,120,51120,1590
2318.0,0,0,41000,0.82,470,0,90,49680,120,51120,1590
2550.0,0,0,41000,0.82,470,0,90,49560,120,51120,1590
2782.0,0,0,41000,0.82,470,0,90,49440,120,51120,1590
3014.0,0,0,41000,0.82,470,0,90,49320,120,51120,1590
3245.0,0,0,41000,0.82,470,0,90,49200,120,51120,1590
3477.0,0,0,41000,0.82,470,0,90,49080,120,51120,1590
3709.0,0,0,41000,0.82,470,0,90,48960,120,51120,1590
3941.0,0,0,41000,0.82,470,0,90,48840,120,51120,1590
4173.0,0,0,41000,0.82,470,0,90,48720,120,51120,1590
4404.0,0,0,41000,0.82,470,0,90,48610,120,51120,1590
4636.0,0,0,41000,0.82,470,0,90,48490,120,51120,1590
4868.0,0,0,41000,0.82,470,0,90,48370,120,51120,1590
5100.0,0,0,41000,0.82,470,0,90,48250,120,51120,1590
5332.0,0,0,41000,0.82,470,0,90,48130,120,51120,1590
5563.0,0,0,41000,0.82,470,-345,90,48020,110,51120,1590
5795.0,0,0,39700,0.82,470,-845,90,47910,100,51120,1590
6027.0,0,0,36400,0.7829,449,-1345,90,47810,80,51120,1590
6259.0,0,0,31200,0.6085,357,-1845,90,47720,50,51120,1590
6491.0,0,0,24100,0.4185,253,-2345,90,47670,20,51120,1590
6723.0,0,0,15000,0.4076,255,-2000,90,47650,30,51120,1590
6954.0,0,0,7300,0.3,193,-1500,90,47610,30,51120,1590
7186.0,0,0,1500,0.1924,127,-1000,90,47580,40,51120,1590
0.0,0,0,1500,0.3,197,788,90,51120,100,51120,1690
230.0,0,0,4500,0.5,326,1288,90,51010,130,51120,1690
460.0,0,0,9500,0.6474,414,1788,90,50880,170,51120,1690
690.0,0,0,16300,0.7681,479,2288,90,50720,200,51120,1690
921.0,0,0,25100,0.82,493,1788,90,50530,180,51120,1690
1151.0,0,0,31900,0.82,479,1288,90,50350,160,51120,1690
1381.0,0,0,36900,0.82,470,788,90,50190,140,51120,1690
1611.0,0,0,39900,0.82,470,288,90,50050,130,51120,1690
1841.0,0,0,41000,0.82,470,0,90,49920,120,51120,1690
2071.0,0,0,41000,0.82,470,0,90,49800,120,51120,1690
2302.0,0,0,41000,0.82,470,0,90,49690,120,51120,1690
2532.0,0,0,41000,0.82,470,0,90,49570,120,51120,1690
2762.0,0,0,41000,0.82,470,0,90,49450,120,51120,1690
2992.0,0,0,41000,0.82,470,0,90,49330,120,51120,1690
3222.0,0,0,41000,0.82,470,0,90,49210,120,51120,1690
3452.0,0,0,41000,0.82,470,0,90,49090,120,51120,1690
3683.0,0,0,41000,0.82,470,0,90,48980,120,51120,1690
3913.0,0,0,41000,0.82,470,0,90,48860,120,51120,1690
4143.0,0,0,41000,0.82,470,0,90,48740,120,51120,1690
4373.0,0,0,41000,0.82,470,0,90,48620,120,51120,1690
4603.0,0,0,41000,0.82,470,0,90,48500,120,51120,1690
4833.0,0,0,41000,0.82,470,0,90,48390,120,51120,1690
5063.0,0,0,41000,0.82,470,0,90,48270,120,51120,1690
5294.0,0,0,41000,0.82,470,0,90,48150,120,51120,1690
5524.0,0,0,41000,0.82,470,0,90,48040,120,51120,1690
5754.0,0,0,41000,0.82,470,0,90,47920,120,51120,1690
5984.0,0,0,41000,0.82,470,-360,90,47800,110,51120,1690
6214.0,0,0,39600,0.82,470,-860,90,47690,100,51120,1690
6444.0,0,0,36300,0.7772,446,-1360,90,47600,80,51120,1690
6675.0,0,0,31100,0.6027,353,-1860,90,47510,50,51120,1690
6905.0,0,0,24000,0.4116,249,-2360,90,47460,10,51120,1690
7135.0,0,0,14900,0.4053,254,-2000,90,47440,30,51120,1690
7365.0,0,0,7300,0.3,193,-1500,90,47400,30,51120,1690
7595.0,0,0,1500,0.1947,128,-1000,90,47370,40,51120,1690
0.0,0,0,1500,0.3,197,796,90,51120,100,51120,1780
229.0,0,0,4500,0.5,326,1296,90,51010,130,51120,1780
457.0,0,0,9500,0.6475,414,1796,90,50880,160,51120,1780
686.0,0,0,16300,0.7679,479,2296,90,50720,190,51120,1780
915.0,0,0,25100,0.82,493,1796,90,50530,180,51120,1780
1143.0,0,0,31900,0.82,479,1296,90,50360,160,51120,1780
1372.0,0,0,36800,0.82,470,796,90,50200,140,51120,1780
1601.0,0,0,39900,0.82,470,296,90,50060,130,51120,1780
1830.0,0,0,41000,0.82,470,0,90,49930,120,51120,1780
2058.0,0,0,41000,0.82,470,0,90,49810,120,51120,1780
