,fid,mean_cruise_altitude,distance,takeoff_mass,landing_mass,mean_cruise_tas,mean_cruise_mach,max_cruise_altitude
30,ac2-275,37000.69875893193,1711.6164120551582,65861.61309814453,59928.62481079101,443.80297871146195,0.7393245581045506,37026.0
31,ac2-071,36787.4487394958,1047.6309046587933,57116.35207519532,53324.319805908206,431.50411849014637,0.7256739495798319,37946.0
32,ac2-311,35999.65880297073,2807.714931159036,67004.66588745118,57551.80075683594,436.1904031364586,0.7600314547837482,36010.0
33,ac1-181,36001.68621064061,1339.876036402649,63629.93860473632,58712.99724121094,439.1388726957819,0.768,36018.0
34,ac2-028,36945.94390009606,2916.1970146800486,67186.10283813477,57515.513366699226,444.6782627919783,0.0,36956.0
35,ac1-078,37996.984326018806,1779.3672050947614,60073.774371337895,54158.929779052734,445.409164783782,0.7725642633228839,38010.0
37,ac1-243,36999.25990880393,1774.532888495412,66378.70840759277,60146.34915161133,445.20894315624605,0.7600028060329709,37014.0
38,ac1-272,35997.43071331213,2615.2634498309044,69581.0705871582,60581.79783325196,438.33455110528075,0.7039999999999998,36008.0
40,ac1-407,37000.38669673055,1378.8601585222111,64718.5603088379,59783.47525024415,445.72376437621887,0.7700473506200676,37014.0
41,ac1-227,35001.61312849162,1216.960856932358,65589.45767211914,61162.39607543946,436.5935556910979,0.7439999999999999,35014.0
42,ac2-152,35000.92640692641,1357.1729870152787,68601.3110534668,63248.92100830079,441.4085305614604,0.7679999999999999,35010.0
43,ac2-117,34947.5439582497,1756.0668467849805,68909.75386962891,62432.45473022461,438.2462311597107,0.759916499397832,34962.0
44,ac2-233,37002.010688836104,1349.3369652178517,69000.47234497071,63865.80664062501,446.32259486798716,0.6442232779097387,37018.0
45,ac1-419,36727.34627831715,2776.0738144672537,66170.05591430663,56971.20251464844,438.9796076018674,0.6971634304207118,37014.0
46,ac1-287,38999.10053134963,2859.167281886448,59239.16439819336,50802.34619140625,444.52739746132676,0.2946312433581296,39010.0
47,ac1-083,37001.18724448078,1688.2496196478098,64065.38728637695,58059.82421875,443.6161138111185,0.7279999999999999,37018.0
48,ac2-381,32999.04062229905,1076.2699789810054,66024.90635375977,61634.1321472168,437.5755730593017,0.7359999999999999,33010.0
50,ac1-420,34998.81572600096,2581.3986354132217,71413.58378906251,62087.72452392578,447.4137533340144,0.7290921369995176,35014.0
51,ac1-133,37001.50445103858,1502.4748000043944,65916.04418334962,60708.80369873047,445.90388752504737,0.0,37010.0
52,ac1-242,37999.15440289505,1232.7424518514829,61579.70106201172,57098.20838012696,443.12934586629905,0.76,38018.0
54,ac1-600,36000.77785564121,1165.219619264005,63303.35209350586,58858.146801757815,437.2776693505958,0.7679663629992992,36018.0
55,ac1-116,37998.49572649573,1288.8401063678082,55519.70690917969,51274.0822631836,431.0622895439181,0.7740415140415141,38010.0
57,ac2-132,33948.18465227818,1300.41824382965,66224.48699951172,61289.40194091797,442.53063723551253,0.7650167865707432,33962.0
60,ac2-048,37000.203556100554,2057.4975564056863,70052.80665893556,62813.47232666016,445.3577239322238,0.768,37010.0
62,ac1-226,36000.77242524917,1182.4907957865912,67349.39609375,62650.17907104492,442.20205069359525,0.76,36010.0
63,ac1-245,37001.3523465704,1805.7492672869807,66115.62482910157,56118.44884643555,445.3522472925827,0.696,37022.0
64,ac1-162,38000.641211738715,1794.1420077454266,60019.34328613282,54086.354998779294,441.6655560823123,0.7679999999999998,38018.0
65,ac2-437,33000.10231023102,1645.1596655790495,67294.96500854492,61307.54563598633,435.0550501075771,0.7279999999999999,33010.0
66,ac2-479,36997.45949214027,1320.3971855546258,69381.48994140625,64301.25532226563,443.42171829787696,0.7502055622732768,37014.0
67,ac1-225,36997.24091189156,1384.2883633112244,67657.83890991211,62468.74212036133,442.5551215245696,0.768,37022.0
68,ac1-342,36499.62914691943,2584.492512919881,66297.06177978516,57642.519232177736,439.15279946276667,0.7627772511848341,37012.0
69,ac1-573,34999.4833478135,2042.211202127,70560.83012084961,63103.77144775391,441.70508915367185,0.7436501592817838,35016.0
70,ac2-399,36997.16820276498,1574.683993032359,69898.58525085449,64047.243591308594,444.58611502780644,0.7599999999999999,37014.0
71,ac1-073,35383.17866276945,1756.6497795569353,68583.16735839844,62214.7303894043,442.0983261961483,0.7408111070515161,36002.0
74,ac1-318,31999.50463576159,1061.1383113193149,56771.62186889648,52870.72742919922,405.44115981486823,0.7599999999999999,32030.0
75,ac2-395,34029.89965119399,2690.03018163131,71703.88291015626,62105.86821899415,448.7867269683348,0.7599377515427959,35002.0
77,ac2-284,37945.84028851108,1372.7501166337354,61561.557366943365,56807.9092590332,441.25828613463943,0.7599999999999999,37962.0
78,ac2-419,35946.28027095681,2649.3783676662174,72320.76854248048,63067.48405761719,440.93226488541626,0.2715681625740897,35962.0
79,ac2-211,35415.20459770115,3038.489997004377,66587.3609008789,56499.4664428711,437.9123938763635,0.7599632183908045,36946.0
80,ac1-348,36998.57856191744,1799.379779000993,68365.44301757813,61870.00018310547,444.07427643716477,0.76,37014.0
82,ac1-303,33002.27258064516,1087.9639494792543,65444.30811157226,53415.03828125,436.6993158422985,0.7599999999999999,33014.0
83,ac2-186,36661.31801637853,2887.389453750989,68864.39463195801,58840.00310668946,439.2310038169296,0.37533212010919015,37946.0
84,ac1-424,34994.140995812006,2619.396065840177,72066.75681152343,62595.74798583984,438.8945712413652,0.7593708701721731,35014.0
85,ac2-385,37210.8081705151,2177.470989747981,66768.7978515625,59438.74504394532,447.4766384478131,0.7747874481941978,38998.0
86,ac2-462,35948.64333652924,2646.456287928226,71322.8653137207,62051.43713378907,441.0606868750758,0.7599999999999999,35962.0
