,ts,x,y,altitude,mach,tas,vertical_rate,heading,mass,fuel,takeoff_mass,flight_distance
0,0.0,0,0,1500,0.1103,73,2500,90,69190,370,69190,4250
1,219.0,0,0,10600,0.3103,198,2000,90,69190,410,69190,4250
2,438.0,0,0,17900,0.5103,316,1500,90,68760,290,69190,4250
3,657.0,0,0,23400,0.7103,430,1344,90,68480,270,69190,4250
4,875.0,0,0,28300,0.7745,460,844,90,68220,230,69190,4250
5,1094.0,0,0,31400,0.8004,469,344,90,67990,200,69190,4250
6,1313.0,0,0,32600,0.7839,457,0,90,67790,180,69190,4250
7,1532.0,0,0,32600,0.7876,459,14,90,67610,180,69190,4250
8,1751.0,0,0,32700,0.7895,460,28,90,67430,180,69190,4250
9,1970.0,0,0,32800,0.7898,460,27,90,67240,180,69190,4250
10,2188.0,0,0,32900,0.7902,460,27,90,67060,180,69190,4250
11,2407.0,0,0,33000,0.7905,460,27,90,66880,180,69190,4250
12,2626.0,0,0,33100,0.7909,460,27,90,66700,180,69190,4250
13,2845.0,0,0,33200,0.7912,460,27,90,66520,180,69190,4250
14,3064.0,0,0,33300,0.7916,460,27,90,66340,180,69190,4250
15,3283.0,0,0,33400,0.7919,460,27,90,66170,180,69190,4250
16,3502.0,0,0,33500,0.7922,460,27,90,65990,180,69190,4250
17,3720.0,0,0,33600,0.7925,460,27,90,65810,180,69190,4250
18,3939.0,0,0,33700,0.7928,460,27,90,65630,180,69190,4250
19,4158.0,0,0,33700,0.7931,460,26,90,65460,180,69190,4250
20,4377.0,0,0,33800,0.7934,460,26,90,65280,180,69190,4250
21,4596.0,0,0,33900,0.7937,460,26,90,65100,170,69190,4250
22,4815.0,0,0,34000,0.794,460,26,90,64920,170,69190,4250
23,5033.0,0,0,34100,0.7943,460,26,90,64750,170,69190,4250
24,5252.0,0,0,34200,0.7946,460,26,90,64570,170,69190,4250
25,5471.0,0,0,34300,0.7948,460,26,90,64400,170,69190,4250
26,5690.0,0,0,34400,0.7951,460,26,90,64220,170,69190,4250
27,5909.0,0,0,34500,0.7954,459,26,90,64050,170,69190,4250
28,6128.0,0,0,34600,0.7956,459,26,90,63880,170,69190,4250
29,6347.0,0,0,34700,0.7959,459,26,90,63700,170,69190,4250
30,6565.0,0,0,34800,0.7961,459,26,90,63530,170,69190,4250
31,6784.0,0,0,34900,0.7964,459,26,90,63360,170,69190,4250
32,7003.0,0,0,35000,0.7966,459,26,90,63180,170,69190,4250
33,7222.0,0,0,35100,0.7969,459,25,90,63010,170,69190,4250
34,7441.0,0,0,35200,0.7971,459,25,90,62840,170,69190,4250
35,7660.0,0,0,35300,0.7973,459,25,90,62670,170,69190,4250
36,7878.0,0,0,35400,0.7976,459,25,90,62500,170,69190,4250
37,8097.0,0,0,35400,0.7978,459,25,90,62330,170,69190,4250
38,8316.0,0,0,35500,0.798,459,25,90,62160,170,69190,4250
39,8535.0,0,0,35600,0.7982,459,25,90,61990,170,69190,4250
40,8754.0,0,0,35700,0.7984,459,25,90,61820,170,69190,4250
41,8973.0,0,0,35800,0.7986,459,25,90,61650,170,69190,4250
42,9192.0,0,0,35900,0.7989,459,25,90,61480,170,69190,4250
43,9410.0,0,0,36000,0.799,458,33,90,61310,170,69190,4250
44,9629.0,0,0,36100,0.7974,457,27,90,61140,170,69190,4250
45,9848.0,0,0,36200,0.797,457,24,90,60970,170,69190,4250
