,ts,x,y,altitude,mach,tas,vertical_rate,heading,mass,fuel,takeoff_mass,flight_distance
0,0.0,0,0,1500,0.1174,77,2328,90,75880,360,75880,2870
1,230.0,0,0,10400,0.3174,202,1828,90,75880,440,75880,2870
2,460.0,0,0,17400,0.5174,321,1328,90,75420,310,75880,2870
3,689.0,0,0,22500,0.7174,436,828,90,75120,270,75880,2870
4,919.0,0,0,25700,0.7177,431,328,90,74850,230,75880,2870
5,1149.0,0,0,26900,0.7076,422,0,90,74630,200,75880,2870
6,1379.0,0,0,26900,0.7109,424,0,90,74430,200,75880,2870
7,1609.0,0,0,26900,0.714,426,0,90,74230,200,75880,2870
8,1839.0,0,0,26900,0.717,428,28,90,74030,200,75880,2870
9,2068.0,0,0,27000,0.7187,429,34,90,73830,200,75880,2870
10,2298.0,0,0,27200,0.7201,430,34,90,73630,200,75880,2870
11,2528.0,0,0,27300,0.7216,430,34,90,73430,200,75880,2870
12,2758.0,0,0,27400,0.723,431,34,90,73220,200,75880,2870
13,2988.0,0,0,27600,0.7244,431,34,90,73020,200,75880,2870
14,3217.0,0,0,27700,0.7259,432,34,90,72820,200,75880,2870
15,3447.0,0,0,27800,0.7273,433,34,90,72620,200,75880,2870
16,3677.0,0,0,28000,0.7287,433,34,90,72420,200,75880,2870
17,3907.0,0,0,28100,0.7302,434,34,90,72220,200,75880,2870
18,4137.0,0,0,28200,0.7316,434,34,90,72030,200,75880,2870
19,4366.0,0,0,28300,0.733,435,34,90,71830,200,75880,2870
20,4596.0,0,0,28500,0.7345,436,34,90,71630,200,75880,2870
21,4826.0,0,0,28600,0.7359,436,33,90,71430,200,75880,2870
22,5056.0,0,0,28700,0.7374,437,33,90,71240,200,75880,2870
23,5286.0,0,0,28900,0.7388,438,33,90,71040,200,75880,2870
24,5516.0,0,0,29000,0.7402,438,33,90,70840,200,75880,2870
25,5745.0,0,0,29100,0.7417,439,33,90,70650,200,75880,2870
26,5975.0,0,0,29200,0.7431,439,33,90,70450,200,75880,2870
27,6205.0,0,0,29400,0.7445,440,33,90,70250,200,75880,2870
28,6435.0,0,0,29500,0.746,441,11,90,70060,190,75880,2870
29,6665.0,0,0,29500,0.7485,442,400,90,69870,220,75880,2870
30,6894.0,0,0,31100,0.7937,466,123,90,69650,200,75880,2870
31,7124.0,0,0,31600,0.7854,460,23,90,69450,190,75880,2870
32,7354.0,0,0,31600,0.7864,460,28,90,69250,190,75880,2870
33,7584.0,0,0,31700,0.7869,460,28,90,69060,190,75880,2870
34,7814.0,0,0,31900,0.7873,460,28,90,68870,190,75880,2870
35,8043.0,0,0,32000,0.7877,460,28,90,68670,190,75880,2870
36,8273.0,0,0,32100,0.7882,460,28,90,68480,190,75880,2870
37,8503.0,0,0,32200,0.7886,460,28,90,68290,190,75880,2870
38,8733.0,0,0,32300,0.789,460,28,90,68090,190,75880,2870
39,8963.0,0,0,32400,0.7894,460,27,90,67900,190,75880,2870
40,9193.0,0,0,32500,0.7898,460,27,90,67710,190,75880,2870
41,9422.0,0,0,32600,0.7902,460,27,90,67520,190,75880,2870
42,9652.0,0,0,32700,0.7906,460,27,90,67330,190,75880,2870
43,9882.0,0,0,32800,0.791,460,27,90,67140,190,75880,2870
44,10112.0,0,0,32900,0.7913,460,27,90,66950,190,75880,2870
45,10342.0,0,0,33000,0.7917,460,27,90,66760,190,75880,2870
46,10571.0,0,0,33100,0.7921,460,27,90,66570,190,75880,2870
47,10801.0,0,0,33200,0.7924,460,27,90,66380,190,75880,2870
48,11031.0,0,0,33300,0.7928,460,26,90,66190,190,75880,2870
49,11261.0,0,0,33400,0.7932,460,59,90,66010,190,75880,2870
50,11491.0,0,0,33600,0.789,458,-68,90,65820,180,75880,2870
51,11721.0,0,0,33400,0.7953,462,-568,90,65640,160,75880,2870
52,11950.0,0,0,31200,0.7854,460,-1068,90,65480,140,75880,2870
53,12180.0,0,0,27100,0.7357,439,-1568,90,65330,120,75880,2870
54,12410.0,0,0,21100,0.6622,405,-2068,90,65200,100,75880,2870
55,12640.0,0,0,13200,0.5,315,-1776,90,65090,100,75880,2870
56,12870.0,0,0,6400,0.3,194,-1276,90,64990,90,75880,2870
57,13099.0,0,0,1500,0.1,66,-776,90,64900,450,75880,2870
