,ts,x,y,altitude,mach,tas,vertical_rate,heading,mass,fuel,takeoff_mass,flight_distance
0,0.0,0,0,1500,0.1,66,2500,90,55800,510,55800,4150
1,217.0,0,0,10600,0.3,191,2000,90,55430,350,55800,4150
2,434.0,0,0,17800,0.5,310,1500,90,55080,240,55800,4150
3,652.0,0,0,23200,0.7,424,1901,90,54840,260,55800,4150
4,869.0,0,0,30100,0.807,475,1401,90,54580,230,55800,4150
5,1086.0,0,0,35200,0.8083,466,901,90,54360,190,55800,4150
6,1303.0,0,0,38400,0.8077,463,401,90,54170,170,55800,4150
7,1521.0,0,0,39900,0.803,461,17,90,54000,150,55800,4150
8,1738.0,0,0,40000,0.8054,462,22,90,53840,150,55800,4150
9,1955.0,0,0,40000,0.8056,462,22,90,53690,150,55800,4150
10,2172.0,0,0,40100,0.8057,462,22,90,53540,150,55800,4150
11,2390.0,0,0,40200,0.8059,462,22,90,53390,150,55800,4150
12,2607.0,0,0,40300,0.806,462,22,90,53240,150,55800,4150
13,2824.0,0,0,40400,0.8062,462,22,90,53080,150,55800,4150
14,3041.0,0,0,40400,0.8063,462,22,90,52930,150,55800,4150
15,3259.0,0,0,40500,0.8064,463,22,90,52780,150,55800,4150
16,3476.0,0,0,40600,0.8066,463,22,90,52630,150,55800,4150
17,3693.0,0,0,40700,0.8067,463,22,90,52480,150,55800,4150
18,3910.0,0,0,40700,0.8069,463,22,90,52330,150,55800,4150
19,4128.0,0,0,40800,0.807,463,22,90,52180,150,55800,4150
20,4345.0,0,0,40900,0.8072,463,22,90,52030,150,55800,4150
21,4562.0,0,0,41000,0.8073,463,9,90,51880,150,55800,4150
22,4779.0,0,0,41000,0.8085,464,0,90,51740,150,55800,4150
23,4997.0,0,0,41000,0.8086,464,0,90,51590,150,55800,4150
24,5214.0,0,0,41000,0.8087,464,0,90,51440,150,55800,4150
25,5431.0,0,0,41000,0.8087,464,0,90,51290,150,55800,4150
26,5648.0,0,0,41000,0.8088,464,0,90,51140,140,55800,4150
27,5865.0,0,0,41000,0.8089,464,0,90,51000,140,55800,4150
28,6083.0,0,0,41000,0.8089,464,0,90,50850,140,55800,4150
29,6300.0,0,0,41000,0.809,464,0,90,50700,140,55800,4150
30,6517.0,0,0,41000,0.8091,464,0,90,50550,140,55800,4150
31,6734.0,0,0,41000,0.8092,464,0,90,50410,140,55800,4150
32,6952.0,0,0,41000,0.8092,464,0,90,50260,140,55800,4150
33,7169.0,0,0,41000,0.8093,464,0,90,50110,140,55800,4150
34,7386.0,0,0,41000,0.8094,464,0,90,49970,140,55800,4150
35,7603.0,0,0,41000,0.8094,464,0,90,49820,140,55800,4150
36,7821.0,0,0,41000,0.8095,464,0,90,49680,140,55800,4150
37,8038.0,0,0,41000,0.8096,464,0,90,49530,140,55800,4150
38,8255.0,0,0,41000,0.8097,464,0,90,49380,140,55800,4150
39,8472.0,0,0,41000,0.8097,464,0,90,49240,140,55800,4150
40,8690.0,0,0,41000,0.8098,464,0,90,49090,140,55800,4150
41,8907.0,0,0,41000,0.8099,465,0,90,48950,140,55800,4150
42,9124.0,0,0,41000,0.81,465,0,90,48800,140,55800,4150
43,9341.0,0,0,41000,0.81,465,0,90,48660,140,55800,4150
44,9559.0,0,0,41000,0.8101,465,0,90,48510,140,55800,4150
45,9776.0,0,0,41000,0.8102,465,0,90,48370,140,55800,4150
46,9993.0,0,0,41000,0.8102,465,0,90,48220,140,55800,4150
47,10210.0,0,0,41000,0.8103,465,0,90,48080,140,55800,4150
48,10428.0,0,0,41000,0.8104,465,0,90,47940,140,55800,4150
49,10645.0,0,0,41000,0.8105,465,0,90,47790,140,55800,4150
50,10862.0,0,0,41000,0.8105,465,0,90,47650,140,55800,4150
51,11079.0,0,0,41000,0.8106,465,0,90,47510,140,55800,4150
52,11296.0,0,0,41000,0.8107,465,0,90,47360,140,55800,4150
53,11514.0,0,0,41000,0.8108,465,0,90,47220,140,55800,4150
54,11731.0,0,0,41000,0.8108,465,0,90,47080,140,55800,4150
55,11948.0,0,0,41000,0.8109,465,0,90,46930,140,55800,4150
56,12165.0,0,0,41000,0.811,465,0,90,46790,140,55800,4150
57,12383.0,0,0,41000,0.8111,465,0,90,46650,140,55800,4150
58,12600.0,0,0,41000,0.8111,465,0,90,46510,140,55800,4150
59,12817.0,0,0,41000,0.8112,465,0,90,46360,140,55800,4150
60,13034.0,0,0,41000,0.8113,465,0,90,46220,140,55800,4150
61,13252.0,0,0,41000,0.8114,465,0,90,46080,140,55800,4150
62,13469.0,0,0,41000,0.8114,465,0,90,45940,140,55800,4150
63,13686.0,0,0,41000,0.8115,465,0,90,45800,140,55800,4150
64,13903.0,0,0,41000,0.8116,466,0,90,45660,140,55800,4150
65,14121.0,0,0,41000,0.8117,466,0,90,45510,140,55800,4150
66,14338.0,0,0,41000,0.8117,466,0,90,45370,140,55800,4150
67,14555.0,0,0,41000,0.8118,466,0,90,45230,140,55800,4150
68,14772.0,0,0,41000,0.8119,466,0,90,45090,140,55800,4150
69,14990.0,0,0,41000,0.812,466,0,90,44950,140,55800,4150
70,15207.0,0,0,41000,0.812,466,0,90,44810,140,55800,4150
71,15424.0,0,0,41000,0.8121,466,0,90,44670,140,55800,4150
72,15641.0,0,0,41000,0.8122,466,0,90,44530,140,55800,4150
73,15859.0,0,0,41000,0.8123,466,0,90,44390,140,55800,4150
74,16076.0,0,0,41000,0.8123,466,0,90,44250,140,55800,4150
75,16293.0,0,0,41000,0.8124,466,0,90,44110,140,55800,4150
76,16510.0,0,0,41000,0.8123,466,-483,90,43970,130,55800,4150
77,16727.0,0,0,39300,0.8095,464,-983,90,43840,120,55800,4150
78,16945.0,0,0,35700,0.796,457,-1483,90,43720,110,55800,4150
79,17162.0,0,0,30300,0.7225,425,-1983,90,43600,100,55800,4150
80,17379.0,0,0,23200,0.6299,382,-2483,90,43500,90,55800,4150
81,17596.0,0,0,14200,0.5,314,-2000,90,43400,90,55800,4150
82,17814.0,0,0,6900,0.3,194,-1500,90,43300,80,55800,4150
83,18031.0,0,0,1500,0.1,66,-1000,90,43220,120,55800,4150
