,ts,x,y,altitude,mach,tas,vertical_rate,heading,mass,fuel,takeoff_mass,flight_distance
0,0.0,0,0,1500,0.3,197,1312,90,61830,300,61830,3070
1,219.0,0,0,6300,0.5,324,1812,90,61520,300,61830,3070
2,438.0,0,0,12900,0.7,442,2312,90,61230,340,61830,3070
3,657.0,0,0,21300,0.773,472,1812,90,60900,290,61830,3070
4,875.0,0,0,27900,0.8059,479,1312,90,60620,250,61830,3070
5,1094.0,0,0,32700,0.8063,470,812,90,60380,210,61830,3070
6,1313.0,0,0,35700,0.8046,462,312,90,60180,180,61830,3070
7,1532.0,0,0,36800,0.7914,454,0,90,60000,160,61830,3070
8,1751.0,0,0,36800,0.7979,458,19,90,59830,160,61830,3070
9,1970.0,0,0,36900,0.7993,458,24,90,59670,160,61830,3070
10,2188.0,0,0,37000,0.7995,459,24,90,59500,160,61830,3070
11,2407.0,0,0,37100,0.7997,459,24,90,59340,160,61830,3070
12,2626.0,0,0,37200,0.7999,459,24,90,59180,160,61830,3070
13,2845.0,0,0,37200,0.8001,459,24,90,59010,160,61830,3070
14,3064.0,0,0,37300,0.8003,459,24,90,58850,160,61830,3070
15,3283.0,0,0,37400,0.8005,459,23,90,58690,160,61830,3070
16,3501.0,0,0,37500,0.8007,459,23,90,58520,160,61830,3070
17,3720.0,0,0,37600,0.8009,459,23,90,58360,160,61830,3070
18,3939.0,0,0,37700,0.8011,459,23,90,58200,160,61830,3070
19,4158.0,0,0,37800,0.8013,460,23,90,58040,160,61830,3070
20,4377.0,0,0,37800,0.8015,460,23,90,57880,160,61830,3070
21,4596.0,0,0,37900,0.8017,460,23,90,57710,160,61830,3070
22,4814.0,0,0,38000,0.8019,460,23,90,57550,160,61830,3070
23,5033.0,0,0,38100,0.802,460,23,90,57390,160,61830,3070
24,5252.0,0,0,38200,0.8022,460,23,90,57230,160,61830,3070
25,5471.0,0,0,38300,0.8024,460,23,90,57070,160,61830,3070
26,5690.0,0,0,38300,0.8026,460,23,90,56910,160,61830,3070
27,5909.0,0,0,38400,0.8027,460,23,90,56750,160,61830,3070
28,6127.0,0,0,38500,0.8029,461,23,90,56600,160,61830,3070
29,6346.0,0,0,38600,0.8031,461,23,90,56440,160,61830,3070
30,6565.0,0,0,38700,0.8033,461,23,90,56280,160,61830,3070
31,6784.0,0,0,38800,0.8034,461,23,90,56120,160,61830,3070
32,7003.0,0,0,38800,0.8036,461,23,90,55960,160,61830,3070
33,7222.0,0,0,38900,0.8038,461,23,90,55800,150,61830,3070
34,7440.0,0,0,39000,0.8039,461,23,90,55650,150,61830,3070
35,7659.0,0,0,39100,0.8041,461,23,90,55490,150,61830,3070
36,7878.0,0,0,39200,0.8043,461,22,90,55330,150,61830,3070
37,8097.0,0,0,39300,0.8044,461,22,90,55180,150,61830,3070
38,8316.0,0,0,39300,0.8046,461,22,90,55020,150,61830,3070
39,8535.0,0,0,39400,0.8047,462,22,90,54860,150,61830,3070
40,8753.0,0,0,39500,0.8049,462,22,90,54710,150,61830,3070
41,8972.0,0,0,39600,0.8051,462,22,90,54550,150,61830,3070
42,9191.0,0,0,39700,0.8052,462,22,90,54400,150,61830,3070
43,9410.0,0,0,39700,0.8054,462,22,90,54240,150,61830,3070
44,9629.0,0,0,39800,0.8055,462,22,90,54090,150,61830,3070
45,9848.0,0,0,39900,0.8057,462,22,90,53940,150,61830,3070
46,10066.0,0,0,40000,0.8058,462,22,90,53780,150,61830,3070
47,10285.0,0,0,40100,0.806,462,22,90,53630,150,61830,3070
48,10504.0,0,0,40100,0.8061,462,22,90,53480,150,61830,3070
49,10723.0,0,0,40200,0.8063,462,22,90,53320,150,61830,3070
50,10942.0,0,0,40300,0.8064,463,22,90,53170,150,61830,3070
51,11161.0,0,0,40400,0.8066,463,22,90,53020,150,61830,3070
52,11379.0,0,0,40500,0.8067,463,22,90,52860,150,61830,3070
53,11598.0,0,0,40500,0.8069,463,23,90,52710,150,61830,3070
54,11817.0,0,0,40600,0.8062,462,-446,90,52560,130,61830,3070
55,12036.0,0,0,39000,0.8067,463,-946,90,52420,120,61830,3070
56,12255.0,0,0,35600,0.7995,460,-1446,90,52300,110,61830,3070
57,12474.0,0,0,30300,0.7525,443,-1946,90,52180,100,61830,3070
58,12692.0,0,0,23200,0.6607,401,-2446,90,52070,90,61830,3070
59,12911.0,0,0,14300,0.5,314,-2000,90,51970,90,61830,3070
60,13130.0,0,0,7000,0.3,194,-1500,90,51870,80,61830,3070
61,13349.0,0,0,1500,0.1,66,-1000,90,51790,200,61830,3070
