,ts,x,y,altitude,mach,tas,vertical_rate,heading,mass,fuel,takeoff_mass,flight_distance
0,0.0,0,0,1500,0.3,197,1343,90,59150,300,59150,2280
1,222.0,0,0,6500,0.5,323,1843,90,58850,300,59150,2280
2,445.0,0,0,13300,0.7,441,2343,90,58560,340,59150,2280
3,667.0,0,0,22000,0.7859,479,1843,90,58240,290,59150,2280
4,889.0,0,0,28800,0.8068,478,1343,90,57960,250,59150,2280
5,1112.0,0,0,33800,0.8076,468,843,90,57720,210,59150,2280
6,1334.0,0,0,36900,0.8064,463,343,90,57510,180,59150,2280
7,1556.0,0,0,38200,0.7956,456,2,90,57340,160,59150,2280
8,1779.0,0,0,38200,0.8027,460,23,90,57180,160,59150,2280
9,2001.0,0,0,38300,0.8029,460,23,90,57010,160,59150,2280
10,2223.0,0,0,38400,0.803,461,23,90,56850,160,59150,2280
11,2446.0,0,0,38500,0.8032,461,23,90,56690,160,59150,2280
12,2668.0,0,0,38500,0.8034,461,23,90,56530,160,59150,2280
13,2890.0,0,0,38600,0.8036,461,23,90,56370,160,59150,2280
14,3113.0,0,0,38700,0.8037,461,23,90,56200,160,59150,2280
15,3335.0,0,0,38800,0.8039,461,23,90,56040,160,59150,2280
16,3557.0,0,0,38900,0.8041,461,23,90,55880,160,59150,2280
17,3780.0,0,0,39000,0.8043,461,23,90,55720,160,59150,2280
18,4002.0,0,0,39000,0.8044,461,23,90,55560,160,59150,2280
19,4224.0,0,0,39100,0.8046,461,23,90,55400,160,59150,2280
20,4447.0,0,0,39200,0.8048,462,22,90,55250,160,59150,2280
21,4669.0,0,0,39300,0.8049,462,22,90,55090,160,59150,2280
22,4892.0,0,0,39400,0.8051,462,22,90,54930,160,59150,2280
23,5114.0,0,0,39500,0.8052,462,22,90,54770,160,59150,2280
24,5336.0,0,0,39500,0.8054,462,22,90,54610,160,59150,2280
25,5559.0,0,0,39600,0.8056,462,22,90,54460,150,59150,2280
26,5781.0,0,0,39700,0.8057,462,22,90,54300,150,59150,2280
27,6003.0,0,0,39800,0.8059,462,22,90,54140,150,59150,2280
28,6226.0,0,0,39900,0.806,462,22,90,53980,150,59150,2280
29,6448.0,0,0,40000,0.8062,462,22,90,53830,150,59150,2280
30,6670.0,0,0,40000,0.8063,462,22,90,53670,150,59150,2280
31,6893.0,0,0,40100,0.8065,463,22,90,53520,150,59150,2280
32,7115.0,0,0,40200,0.8066,463,22,90,53360,150,59150,2280
33,7337.0,0,0,40300,0.8068,463,22,90,53200,150,59150,2280
34,7560.0,0,0,40400,0.8069,463,22,90,53050,150,59150,2280
35,7782.0,0,0,40400,0.8071,463,22,90,52890,150,59150,2280
36,8004.0,0,0,40500,0.8072,463,22,90,52740,150,59150,2280
37,8227.0,0,0,40600,0.8074,463,24,90,52580,150,59150,2280
38,8449.0,0,0,40700,0.8065,463,-415,90,52430,140,59150,2280
39,8671.0,0,0,39200,0.8073,463,-915,90,52290,120,59150,2280
40,8894.0,0,0,35800,0.8006,460,-1415,90,52160,110,59150,2280
41,9116.0,0,0,30500,0.7564,445,-1915,90,52040,110,59150,2280
42,9338.0,0,0,23400,0.6624,401,-2415,90,51930,100,59150,2280
43,9561.0,0,0,14500,0.5,314,-2000,90,51820,90,59150,2280
44,9783.0,0,0,7100,0.3,194,-1500,90,51730,80,59150,2280
45,10005.0,0,0,1500,0.1,66,-1000,90,51640,200,59150,2280
