,ts,x,y,altitude,mach,tas,vertical_rate,heading,mass,fuel,takeoff_mass,flight_distance
0,0.0,0,0,1500,0.1111,73,2500,90,69860,360,69860,4350
1,219.0,0,0,10600,0.3111,198,2000,90,69860,420,69860,4350
2,437.0,0,0,17900,0.5111,317,1500,90,69430,290,69860,4350
3,656.0,0,0,23400,0.7111,431,1314,90,69140,270,69860,4350
4,874.0,0,0,28100,0.7687,457,814,90,68880,230,69860,4350
5,1093.0,0,0,31100,0.7999,469,314,90,68650,200,69860,4350
6,1312.0,0,0,32300,0.7825,457,0,90,68450,180,69860,4350
7,1530.0,0,0,32300,0.7861,459,13,90,68270,180,69860,4350
8,1749.0,0,0,32300,0.7881,460,28,90,68090,180,69860,4350
9,1968.0,0,0,32400,0.7885,460,27,90,67910,180,69860,4350
10,2186.0,0,0,32500,0.7888,460,27,90,67720,180,69860,4350
11,2405.0,0,0,32600,0.7892,460,27,90,67540,180,69860,4350
12,2623.0,0,0,32700,0.7896,460,27,90,67360,180,69860,4350
13,2842.0,0,0,32800,0.7899,460,27,90,67180,180,69860,4350
14,3061.0,0,0,32900,0.7903,460,27,90,67000,180,69860,4350
15,3279.0,0,0,33000,0.7906,460,27,90,66820,180,69860,4350
16,3498.0,0,0,33100,0.791,460,27,90,66640,180,69860,4350
17,3716.0,0,0,33200,0.7913,460,27,90,66460,180,69860,4350
18,3935.0,0,0,33300,0.7917,460,27,90,66280,180,69860,4350
19,4154.0,0,0,33400,0.792,460,27,90,66100,180,69860,4350
20,4372.0,0,0,33500,0.7923,460,27,90,65930,180,69860,4350
21,4591.0,0,0,33600,0.7926,460,27,90,65750,180,69860,4350
22,4810.0,0,0,33700,0.7929,460,27,90,65570,180,69860,4350
23,5028.0,0,0,33800,0.7932,460,26,90,65400,180,69860,4350
24,5247.0,0,0,33900,0.7935,460,26,90,65220,180,69860,4350
25,5465.0,0,0,34000,0.7938,460,26,90,65040,170,69860,4350
26,5684.0,0,0,34100,0.7941,460,26,90,64870,170,69860,4350
27,5903.0,0,0,34200,0.7944,460,26,90,64690,170,69860,4350
28,6121.0,0,0,34300,0.7946,460,26,90,64520,170,69860,4350
29,6340.0,0,0,34400,0.7949,460,26,90,64340,170,69860,4350
30,6558.0,0,0,34500,0.7952,460,26,90,64170,170,69860,4350
31,6777.0,0,0,34500,0.7954,459,26,90,63990,170,69860,4350
32,6996.0,0,0,34600,0.7957,459,26,90,63820,170,69860,4350
33,7214.0,0,0,34700,0.796,459,26,90,63650,170,69860,4350
34,7433.0,0,0,34800,0.7962,459,26,90,63470,170,69860,4350
35,7652.0,0,0,34900,0.7965,459,26,90,63300,170,69860,4350
36,7870.0,0,0,35000,0.7967,459,25,90,63130,170,69860,4350
37,8089.0,0,0,35100,0.7969,459,25,90,62960,170,69860,4350
38,8307.0,0,0,35200,0.7972,459,25,90,62780,170,69860,4350
39,8526.0,0,0,35300,0.7974,459,25,90,62610,170,69860,4350
40,8745.0,0,0,35400,0.7976,459,25,90,62440,170,69860,4350
41,8963.0,0,0,35500,0.7978,459,25,90,62270,170,69860,4350
42,9182.0,0,0,35600,0.7981,459,25,90,62100,170,69860,4350
43,9401.0,0,0,35700,0.7983,459,25,90,61930,170,69860,4350
44,9619.0,0,0,35800,0.7985,459,25,90,61760,170,69860,4350
45,9838.0,0,0,35800,0.7987,459,25,90,61600,170,69860,4350
46,10056.0,0,0,35900,0.7989,459,25,90,61430,170,69860,4350
47,10275.0,0,0,36000,0.7991,458,33,90,61260,170,69860,4350
