,ts,x,y,altitude,mach,tas,vertical_rate,heading,mass,fuel,takeoff_mass,flight_distance
0,0.0,0,0,1500,0.3,197,1434,90,55800,290,55800,2870
1,218.0,0,0,6700,0.5,323,1934,90,55520,290,55800,2870
2,437.0,0,0,13800,0.7,441,2434,90,55230,330,55800,2870
3,655.0,0,0,22600,0.7986,485,1934,90,54920,290,55800,2870
4,874.0,0,0,29700,0.8073,476,1434,90,54650,240,55800,2870
5,1092.0,0,0,34900,0.8089,466,934,90,54430,200,55800,2870
6,1311.0,0,0,38300,0.8083,464,434,90,54230,170,55800,2870
7,1529.0,0,0,39900,0.8009,459,12,90,54060,150,55800,2870
8,1748.0,0,0,39900,0.8059,462,22,90,53910,150,55800,2870
9,1966.0,0,0,40000,0.806,462,22,90,53750,150,55800,2870
10,2184.0,0,0,40100,0.8062,462,22,90,53600,150,55800,2870
11,2403.0,0,0,40200,0.8063,462,22,90,53450,150,55800,2870
12,2621.0,0,0,40200,0.8065,463,22,90,53290,150,55800,2870
13,2840.0,0,0,40300,0.8066,463,22,90,53140,150,55800,2870
14,3058.0,0,0,40400,0.8068,463,22,90,52990,150,55800,2870
15,3277.0,0,0,40500,0.8069,463,22,90,52840,150,55800,2870
16,3495.0,0,0,40600,0.8071,463,22,90,52680,150,55800,2870
17,3714.0,0,0,40600,0.8072,463,22,90,52530,150,55800,2870
18,3932.0,0,0,40700,0.8073,463,22,90,52380,150,55800,2870
19,4150.0,0,0,40800,0.8075,463,22,90,52230,150,55800,2870
20,4369.0,0,0,40900,0.8076,463,22,90,52080,150,55800,2870
21,4587.0,0,0,40900,0.8078,463,17,90,51930,150,55800,2870
22,4806.0,0,0,41000,0.809,464,0,90,51780,150,55800,2870
23,5024.0,0,0,41000,0.8091,464,0,90,51630,150,55800,2870
24,5243.0,0,0,41000,0.8092,464,0,90,51480,150,55800,2870
25,5461.0,0,0,41000,0.8093,464,0,90,51330,150,55800,2870
26,5679.0,0,0,41000,0.8093,464,0,90,51180,150,55800,2870
27,5898.0,0,0,41000,0.8094,464,0,90,51040,150,55800,2870
28,6116.0,0,0,41000,0.8095,464,0,90,50890,150,55800,2870
29,6335.0,0,0,41000,0.8095,464,0,90,50740,150,55800,2870
30,6553.0,0,0,41000,0.8096,464,0,90,50590,150,55800,2870
31,6772.0,0,0,41000,0.8097,464,0,90,50440,150,55800,2870
32,6990.0,0,0,41000,0.8098,464,0,90,50300,140,55800,2870
33,7209.0,0,0,41000,0.8098,464,0,90,50150,140,55800,2870
34,7427.0,0,0,41000,0.8099,465,0,90,50000,140,55800,2870
35,7645.0,0,0,41000,0.81,465,0,90,49850,140,55800,2870
36,7864.0,0,0,41000,0.8101,465,0,90,49710,140,55800,2870
37,8082.0,0,0,41000,0.8101,465,0,90,49560,140,55800,2870
38,8301.0,0,0,41000,0.8102,465,0,90,49410,140,55800,2870
39,8519.0,0,0,41000,0.8103,465,0,90,49270,140,55800,2870
40,8738.0,0,0,41000,0.8103,465,0,90,49120,140,55800,2870
41,8956.0,0,0,41000,0.8104,465,0,90,48980,140,55800,2870
42,9175.0,0,0,41000,0.8105,465,0,90,48830,140,55800,2870
43,9393.0,0,0,41000,0.8106,465,0,90,48680,140,55800,2870
44,9611.0,0,0,41000,0.8106,465,0,90,48540,140,55800,2870
45,9830.0,0,0,41000,0.8107,465,0,90,48390,140,55800,2870
46,10048.0,0,0,41000,0.8108,465,0,90,48250,140,55800,2870
47,10267.0,0,0,41000,0.8109,465,0,90,48100,140,55800,2870
48,10485.0,0,0,41000,0.8109,465,0,90,47960,140,55800,2870
49,10704.0,0,0,41000,0.811,465,0,90,47810,140,55800,2870
50,10922.0,0,0,41000,0.8109,465,-470,90,47670,130,55800,2870
51,11141.0,0,0,39300,0.8091,464,-970,90,47540,120,55800,2870
52,11359.0,0,0,35800,0.7992,459,-1470,90,47410,110,55800,2870
53,11577.0,0,0,30400,0.7387,435,-1970,90,47300,100,55800,2870
54,11796.0,0,0,23200,0.6453,391,-2470,90,47180,90,55800,2870
55,12014.0,0,0,14200,0.5,314,-2000,90,47080,90,55800,2870
56,12233.0,0,0,7000,0.3,194,-1500,90,46990,80,55800,2870
57,12451.0,0,0,1500,0.1,66,-1000,90,46910,150,55800,2870
