,ts,x,y,altitude,mach,tas,vertical_rate,heading,mass,fuel,takeoff_mass,flight_distance
0,0.0,0,0,1500,0.3,197,967,90,73870,320,73870,2970
1,223.0,0,0,5100,0.5,325,1467,90,73550,320,73870,2970
2,446.0,0,0,10500,0.6607,421,1967,90,73240,360,73870,2970
3,669.0,0,0,17900,0.7109,440,1467,90,72890,310,73870,2970
4,892.0,0,0,23300,0.7379,447,967,90,72590,260,73870,2970
5,1115.0,0,0,26900,0.7385,441,467,90,72330,220,73870,2970
6,1338.0,0,0,28600,0.7238,429,0,90,72110,190,73870,2970
7,1561.0,0,0,28600,0.7272,431,0,90,71920,190,73870,2970
8,1784.0,0,0,28600,0.7305,433,0,90,71740,190,73870,2970
9,2007.0,0,0,28600,0.7337,435,5,90,71550,190,73870,2970
10,2230.0,0,0,28700,0.7364,437,34,90,71360,190,73870,2970
11,2453.0,0,0,28800,0.7378,437,33,90,71170,190,73870,2970
12,2676.0,0,0,28900,0.7392,438,33,90,70980,190,73870,2970
13,2899.0,0,0,29000,0.7406,438,33,90,70780,190,73870,2970
14,3122.0,0,0,29200,0.742,439,33,90,70590,190,73870,2970
15,3345.0,0,0,29300,0.7434,439,33,90,70400,190,73870,2970
16,3568.0,0,0,29400,0.7448,440,33,90,70220,190,73870,2970
17,3791.0,0,0,29500,0.7462,441,33,90,70020,190,73870,2970
18,4014.0,0,0,29700,0.7476,441,13,90,69840,190,73870,2970
19,4237.0,0,0,29700,0.7499,443,406,90,69650,210,73870,2970
20,4460.0,0,0,31200,0.794,465,123,90,69440,200,73870,2970
21,4683.0,0,0,31700,0.7859,460,23,90,69240,190,73870,2970
22,4906.0,0,0,31800,0.7868,460,28,90,69060,190,73870,2970
23,5129.0,0,0,31900,0.7872,460,28,90,68870,190,73870,2970
24,5352.0,0,0,32000,0.7876,460,28,90,68680,190,73870,2970
25,5575.0,0,0,32100,0.788,460,28,90,68490,190,73870,2970
26,5798.0,0,0,32200,0.7884,460,28,90,68310,190,73870,2970
27,6021.0,0,0,32300,0.7889,460,27,90,68120,190,73870,2970
28,6244.0,0,0,32400,0.7893,460,27,90,67930,190,73870,2970
29,6467.0,0,0,32500,0.7896,460,27,90,67750,180,73870,2970
30,6690.0,0,0,32600,0.79,460,27,90,67560,180,73870,2970
31,6913.0,0,0,32700,0.7904,460,27,90,67380,180,73870,2970
32,7136.0,0,0,32800,0.7908,460,27,90,67190,180,73870,2970
33,7359.0,0,0,32900,0.7911,460,27,90,67010,180,73870,2970
34,7582.0,0,0,33000,0.7915,460,27,90,66820,180,73870,2970
35,7805.0,0,0,33100,0.7918,460,27,90,66640,180,73870,2970
36,8028.0,0,0,33200,0.7922,460,27,90,66460,180,73870,2970
37,8251.0,0,0,33300,0.7925,460,27,90,66280,180,73870,2970
38,8474.0,0,0,33400,0.7928,460,27,90,66090,180,73870,2970
39,8697.0,0,0,33500,0.7932,460,27,90,65910,180,73870,2970
40,8920.0,0,0,33600,0.7935,460,27,90,65730,180,73870,2970
41,9143.0,0,0,33700,0.7938,460,27,90,65550,180,73870,2970
42,9366.0,0,0,33800,0.7941,460,27,90,65370,180,73870,2970
43,9589.0,0,0,33900,0.7944,460,27,90,65190,180,73870,2970
44,9812.0,0,0,34000,0.7947,460,26,90,65010,180,73870,2970
45,10035.0,0,0,34100,0.795,460,26,90,64830,180,73870,2970
46,10258.0,0,0,34200,0.7953,460,26,90,64650,180,73870,2970
47,10481.0,0,0,34300,0.7955,460,26,90,64470,180,73870,2970
48,10704.0,0,0,34400,0.7958,460,26,90,64290,180,73870,2970
49,10927.0,0,0,34500,0.7961,460,26,90,64110,180,73870,2970
50,11150.0,0,0,34600,0.7964,460,26,90,63940,180,73870,2970
51,11373.0,0,0,34700,0.7967,460,44,90,63760,180,73870,2970
52,11596.0,0,0,34800,0.7938,458,-166,90,63580,170,73870,2970
53,11819.0,0,0,34200,0.7963,461,-666,90,63410,150,73870,2970
54,12042.0,0,0,31700,0.7867,460,-1166,90,63260,130,73870,2970
55,12265.0,0,0,27400,0.7366,439,-1666,90,63130,110,73870,2970
56,12488.0,0,0,21200,0.6624,405,-2166,90,63010,100,73870,2970
57,12711.0,0,0,13100,0.5,315,-1817,90,62900,90,73870,2970
58,12934.0,0,0,6400,0.3,194,-1317,90,62800,90,73870,2970
59,13157.0,0,0,1500,0.1,66,-817,90,62720,400,73870,2970
