,ts,x,y,altitude,mach,tas,vertical_rate,heading,mass,fuel,takeoff_mass,flight_distance
0,0.0,0,0,1500,0.1,66,2500,90,57810,490,57810,3660
1,219.0,0,0,10600,0.3,191,2000,90,57550,360,57810,3660
2,439.0,0,0,18000,0.5,310,1500,90,57180,250,57810,3660
3,658.0,0,0,23400,0.7,424,1801,90,56930,260,57810,3660
4,878.0,0,0,30000,0.8055,475,1301,90,56680,230,57810,3660
5,1097.0,0,0,34800,0.8062,465,801,90,56450,200,57810,3660
6,1317.0,0,0,37700,0.8051,462,301,90,56250,170,57810,3660
7,1536.0,0,0,38800,0.7989,458,14,90,56080,160,57810,3660
8,1756.0,0,0,38900,0.8022,460,23,90,55920,160,57810,3660
9,1975.0,0,0,39000,0.8023,460,22,90,55770,160,57810,3660
10,2195.0,0,0,39000,0.8025,460,22,90,55610,150,57810,3660
11,2414.0,0,0,39100,0.8027,460,22,90,55450,150,57810,3660
12,2634.0,0,0,39200,0.8028,460,22,90,55300,150,57810,3660
13,2853.0,0,0,39300,0.803,461,22,90,55140,150,57810,3660
14,3073.0,0,0,39400,0.8032,461,22,90,54980,150,57810,3660
15,3292.0,0,0,39400,0.8033,461,22,90,54830,150,57810,3660
16,3512.0,0,0,39500,0.8035,461,22,90,54670,150,57810,3660
17,3731.0,0,0,39600,0.8036,461,22,90,54520,150,57810,3660
18,3951.0,0,0,39700,0.8038,461,22,90,54360,150,57810,3660
19,4170.0,0,0,39800,0.8039,461,22,90,54210,150,57810,3660
20,4390.0,0,0,39900,0.8041,461,22,90,54050,150,57810,3660
21,4609.0,0,0,39900,0.8043,461,22,90,53900,150,57810,3660
22,4829.0,0,0,40000,0.8044,461,22,90,53740,150,57810,3660
23,5048.0,0,0,40100,0.8046,461,22,90,53590,150,57810,3660
24,5268.0,0,0,40200,0.8047,462,22,90,53440,150,57810,3660
25,5487.0,0,0,40300,0.8049,462,22,90,53280,150,57810,3660
26,5707.0,0,0,40300,0.805,462,22,90,53130,150,57810,3660
27,5926.0,0,0,40400,0.8052,462,22,90,52980,150,57810,3660
28,6146.0,0,0,40500,0.8053,462,22,90,52830,150,57810,3660
29,6365.0,0,0,40600,0.8055,462,22,90,52670,150,57810,3660
30,6585.0,0,0,40700,0.8056,462,22,90,52520,150,57810,3660
31,6804.0,0,0,40700,0.8057,462,22,90,52370,150,57810,3660
32,7024.0,0,0,40800,0.8059,462,21,90,52220,150,57810,3660
33,7243.0,0,0,40900,0.806,462,21,90,52070,150,57810,3660
34,7463.0,0,0,41000,0.8062,462,12,90,51920,150,57810,3660
35,7682.0,0,0,41000,0.8074,463,0,90,51770,150,57810,3660
36,7901.0,0,0,41000,0.8075,463,0,90,51620,150,57810,3660
37,8121.0,0,0,41000,0.8075,463,0,90,51470,150,57810,3660
38,8340.0,0,0,41000,0.8076,463,0,90,51320,150,57810,3660
39,8560.0,0,0,41000,0.8077,463,0,90,51170,150,57810,3660
40,8779.0,0,0,41000,0.8077,463,0,90,51020,150,57810,3660
41,8999.0,0,0,41000,0.8078,463,0,90,50870,150,57810,3660
42,9218.0,0,0,41000,0.8079,463,0,90,50720,150,57810,3660
43,9438.0,0,0,41000,0.8079,463,0,90,50580,150,57810,3660
44,9657.0,0,0,41000,0.808,463,0,90,50430,150,57810,3660
45,9877.0,0,0,41000,0.8081,463,0,90,50280,150,57810,3660
46,10096.0,0,0,41000,0.8081,464,0,90,50130,150,57810,3660
47,10316.0,0,0,41000,0.8082,464,0,90,49980,150,57810,3660
48,10535.0,0,0,41000,0.8083,464,0,90,49840,140,57810,3660
49,10755.0,0,0,41000,0.8084,464,0,90,49690,140,57810,3660
50,10974.0,0,0,41000,0.8084,464,0,90,49540,140,57810,3660
51,11194.0,0,0,41000,0.8085,464,0,90,49400,140,57810,3660
52,11413.0,0,0,41000,0.8086,464,0,90,49250,140,57810,3660
53,11633.0,0,0,41000,0.8086,464,0,90,49100,140,57810,3660
54,11852.0,0,0,41000,0.8087,464,0,90,48960,140,57810,3660
55,12072.0,0,0,41000,0.8088,464,0,90,48810,140,57810,3660
56,12291.0,0,0,41000,0.8089,464,0,90,48660,140,57810,3660
57,12511.0,0,0,41000,0.8089,464,0,90,48520,140,57810,3660
58,12730.0,0,0,41000,0.809,464,0,90,48370,140,57810,3660
59,12950.0,0,0,41000,0.8091,464,0,90,48230,140,57810,3660
60,13169.0,0,0,41000,0.8091,464,0,90,48080,140,57810,3660
61,13389.0,0,0,41000,0.8092,464,0,90,47940,140,57810,3660
62,13608.0,0,0,41000,0.8093,464,0,90,47790,140,57810,3660
63,13828.0,0,0,41000,0.8094,464,0,90,47640,140,57810,3660
64,14047.0,0,0,41000,0.8094,464,0,90,47500,140,57810,3660
65,14267.0,0,0,41000,0.8095,464,0,90,47360,140,57810,3660
66,14486.0,0,0,41000,0.8092,464,-460,90,47210,130,57810,3660
67,14706.0,0,0,39300,0.8069,463,-960,90,47080,120,57810,3660
68,14925.0,0,0,35800,0.7956,457,-1460,90,46960,110,57810,3660
69,15145.0,0,0,30500,0.7292,429,-1960,90,46840,100,57810,3660
70,15364.0,0,0,23300,0.6382,387,-2460,90,46730,90,57810,3660
71,15583.0,0,0,14300,0.5,314,-2000,90,46630,90,57810,3660
72,15803.0,0,0,7000,0.3,194,-1500,90,46530,80,57810,3660
73,16022.0,0,0,1500,0.1,66,-1000,90,46450,150,57810,3660
